exp_name,protocol_tag,host_variant,official_dump_exp_file,official_eval_exp_file,official_checkpoint,graph_topk,graph_min_detections,graph_min_committed_matches,graph_max_detections,graph_max_tracks,graph_cluster_gate_thresh,graph_cluster_gate_temp,graph_cluster_gate_bias,graph_max_commits_per_cluster,graph_replacement_budget_ratio,graph_max_replaced_clusters,graph_min_commit_margin,seed,teacher_mode,split_strategy,split_target_key,val_fraction,assignment_row_mask_key,edge_loss_mask_key,edge_target_key,cluster_target_key,target_gate_coverage_min,target_gate_coverage_max,coverage_penalty_weight,keep_row_loss_weight,edit_row_loss_weight,edit_edge_positive_weight,train_sequences,val_sequences,dump_dir,labeled_rows_csv,group_jsonl,dataset_dir,stage1_dir,pair_eval_dir,pipeline_log,checkpoint,cluster_examples,cluster_trigger_pass_clusters,cluster_skipped_large_clusters,train_examples,val_examples,train_host_variants,val_host_variants,split_mode,host_only_HOTA,host_only_AssA,host_only_IDF1,host_only_MOTA,host_only_IDSW,plugin_HOTA,plugin_AssA,plugin_IDF1,plugin_MOTA,plugin_IDSW,plugin_eligible_clusters,plugin_replaced_clusters,plugin_matched_dets,plugin_deferred_dets,plugin_gate_pass_clusters,plugin_gate_filtered_clusters,plugin_trigger_filtered_clusters,plugin_budget_filtered_clusters,plugin_margin_filtered_pairs,plugin_capped_commit_pairs,plugin_all_defer_clusters,plugin_empty_pair_candidate_clusters,plugin_post_filter_empty_clusters,delta_HOTA,delta_AssA,delta_IDF1,delta_MOTA,delta_IDSW,current_stage,status,error
official_bytetrack_editutility_rawgate_select_v1,official_bytetrack_mot17_trainhalf_editutility_then_valhalf_pair,official_bytetrack,/gemini/code/FMtrack-main/FM-Track/third_party/ByteTrack/exps/example/mot/yolox_x_mix_det_trainhalf_dump.py,/gemini/code/FMtrack-main/FM-Track/third_party/ByteTrack/exps/example/mot/yolox_x_mix_det_valhalf.py,/gemini/code/FMtrack-main/FM-Track/weight/bytetrack_x_mot17.pth.tar,8,2,1,8,32,0.5,1.0,0.0,1,0.05,0,0.05,42,edit_utility,stratified_random,cluster_should_intervene_edit,0.2,row_edit_mask,none,edge_is_oracle_commit,cluster_should_intervene_edit,0.02,0.08,1.0,0.05,1.0,8.0,"MOT17-05-FRCNN,MOT17-09-FRCNN",MOT17-11-FRCNN,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_editutility_rawgate_select_v1_20260326_143126/00_official_dump_trainhalf/runtime_dump,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_editutility_rawgate_select_v1_20260326_143126/labeled_replay_top8.csv,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_editutility_rawgate_select_v1_20260326_143126/labeled_replay_top8.groups.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_editutility_rawgate_select_v1_20260326_143126/cluster_set_predictor_data,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_editutility_rawgate_select_v1_20260326_143126/01_stage1,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_editutility_rawgate_select_v1_20260326_143126/02_official_halfval_pair,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_editutility_rawgate_select_v1_20260326_143126/pipeline.log,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_editutility_rawgate_select_v1_20260326_143126/01_stage1/best.pt,557,557,573,445,112,official_bytetrack,official_bytetrack,stratified_random:cluster_should_intervene_edit,77.594,76.534,86.235,90.186,183,77.594,76.534,86.235,90.186,183,7016,0,0,23298,1,7015,1,0,0,0,1,0,0,0.000,0.000,0.000,0.000,0,done,ok,
