exp_name,out_dir,clusters,frame_bipartite_clusters,recoverable_clusters,bridge_clusters,recoverable_groups_total,recoverable_groups_in_multi_detection_clusters,recoverable_groups_multi_detection_share,recoverable_cluster_avg_detections,recoverable_cluster_avg_tracks,recoverable_overlap_clusters,recoverable_overlap_groups_in_multi_detection_clusters,recoverable_overlap_groups_multi_detection_share,recoverable_overlap_cluster_avg_detections,recoverable_overlap_cluster_avg_tracks,bridge_groups_total,bridge_groups_in_multi_detection_clusters,bridge_groups_multi_detection_share,bridge_cluster_avg_detections,bridge_cluster_avg_tracks,bridge_overlap_clusters,bridge_overlap_groups_in_multi_detection_clusters,bridge_overlap_groups_multi_detection_share,bridge_overlap_cluster_avg_detections,bridge_overlap_cluster_avg_tracks,status
local_conflict_graph_cluster_anatomy,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_graph_cluster_anatomy_20260323_154625,1350,1350,991,517,4751,4751,1.0,22.891019172552976,37.921291624621595,1016,4416,0.9294885287307935,4.676181102362205,16.844488188976378,751,751,1.0,26.74468085106383,43.24371373307544,536,373,0.4966711051930759,1.4011194029850746,9.690298507462687,ok
