exp_name,dataset_tag,feature_version,teacher_mode,edit_utility_commit_cost,edit_utility_min_gain,edit_utility_force_defer_gain,source_manifest,sources,source_frames,frames,unused_frames,raw_components,eligible_clusters,frames_with_eligible_clusters,trigger_pass_clusters,trigger_fail_clusters,committed_matches,cluster_should_intervene_clusters,cluster_utility_gain,cluster_edit_gain,cluster_edit_cost,cluster_edit_utility_gain,host_equals_oracle_clusters,host_committed_matches,oracle_committed_matches,delta_committed_matches,edit_committed_matches,edit_rows,add_commit_rows,reassign_rows,force_defer_rows,detections,tracks,edges,skipped_large_clusters,train_sequences,val_sequences,host_variants,source_tags,det_feature_dim,track_feature_dim,edge_feature_dim,cluster_feature_dim,status
build_local_conflict_set_predictor_dataset,official_bytetrack_editutility_trainhalf,v2_hostnorm_geom,edit_utility,0.2,0.75,0.5,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_editutility_mainline_20260326_001600/source_manifest.csv,1,2657,1130,1527,1130,557,557,557,0,24,113,243.20000000000005,248.0,4.800000000000002,243.20000000000005,285,3670,3223,24,24,472,1,23,448,3689,5240,28799,573,"MOT17-05-FRCNN,MOT17-09-FRCNN",MOT17-11-FRCNN,official_bytetrack,official_bytetrack_trainhalf,9,8,18,11,ok
