status,error,state_gain,rerank_gain_proxy,median_evidence_latency,decision_confidence,runtime_patch_allowed,block_reason,final_route,pcc_role,p5_role
completed,,50.0,50.0,1.0,not_closed,0,0C rerank oracle is not trusted,NOT_CLOSED,strong_support,skip
