exp_name,config_path,checkpoint,oracle_group_jsonl,graph_mode,graph_topk,graph_min_detections,graph_min_committed_matches,detector_filter,val_sequences,out_dir,HOTA,AssA,IDF1,MOTA,IDSW,status
local_conflict_graph_commitmatches_hardtrigger_next12h_proxy_frcnn_topk8_md3_mm2,configs/experiments/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213/checkpoint_epoch_0.pth,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_base_reid_da_proxy0213_hybriddumpfix/labeled_replay_top8.groups.jsonl,oracle_commit_matches,8,3,2,FRCNN,"MOT17-02,MOT17-13",/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_graph_commitmatches_hardtrigger_next12h_20260323_230551/runs/03_proxy_frcnn_topk8_md3_mm2,52.498,43.69,57.966,73.457,845,ok
