exp_name,module_family,out_dir,base_config,eval_config,checkpoint,host_variant,host_checkpoint,detector_filter,train_sequences,val_sequences,topk,epochs,hidden_dim,num_heads,num_conflict_blocks,batch_size,min_val_examples,graph_min_detections,graph_min_committed_matches,graph_max_detections,graph_max_tracks,graph_cluster_gate_thresh,dataset_tag,feature_version,source_manifest,data_jsonl,proxy_out_dir,full_eval_out_dir,current_stage,status,error,train_examples,val_examples,train_host_variants,val_host_variants,split_mode,cluster_examples,cluster_trigger_pass_clusters,cluster_skipped_large_clusters,proxy_HOTA,proxy_AssA,proxy_IDF1,proxy_MOTA,proxy_IDSW,full_md2_mm2_HOTA,full_md2_mm2_AssA,full_md2_mm2_IDF1,full_md2_mm2_MOTA,full_md2_mm2_IDSW
local_conflict_set_predictor_stage1_large_base,set_predictor_v2,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_large_base_stable_20260325_023500,/gemini/code/FMtrack-main/FM-Track/configs/experiments/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/configs/experiments/bytetrack_fa_mot_mot17_v18_local_conflict_set_predictor_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_large_base_stable_20260325_023500/01_stage1/best.pt,base_reid_da,/gemini/code/FMtrack-main/FM-Track/outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213/checkpoint_epoch_0.pth,FRCNN,"MOT17-04,MOT17-05,MOT17-09,MOT17-10,MOT17-11","MOT17-02,MOT17-13",8,12,128,4,2,8,64,2,2,8,32,0.5,local_conflict_set_predictor_large_base,v2_hostnorm_geom,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_large_base_stable_20260325_023500/source_manifest.csv,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_large_base_stable_20260325_023500/cluster_set_predictor_data/cluster_examples.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_large_base_stable_20260325_023500/02_proxy_eval,,done,ok,,817,286,base_reid_da,base_reid_da,manifest_split_tag,1103,1014,4211,53.118,44.577,58.73,73.437,811,63.257,60.191,72.128,76.055,1481
