train_jsonl,val_jsonl,sources,rows_sources,rows_total,rules_pass_rows,train_rows,val_rows,train_positive,train_negative,train_neutral,train_harmful,val_positive,val_negative,val_neutral,val_harmful,feature_dim,positive_target,neutral_target,harmful_target,neutral_weight,harmful_weight,positive_weight_scale,hard_negative_checkpoint,hard_negative_score_threshold,hard_negative_weight_multiplier,train_hard_negative_boosted,val_hard_negative_boosted,status,error
/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_mix_rankv2_decsurf_all5_hn050w3_20260429_1146/gate_dataset/train.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_mix_rankv2_decsurf_all5_hn050w3_20260429_1146/gate_dataset/val.jsonl,1,957,957,957,369,588,82,287,152,135,99,489,314,175,82,1.0,0.25,0.0,0.5,1.25,0.25,outputs/graphassoc_gate_next5h_20260424_230311/train_gate/best.pt,0.5,3.0,157,0,success,
