exp_name,config_path,checkpoint,out_dir,topk,horizon,groups,positive_groups,background_groups,ambiguous_groups,recoverable_groups,action_keep,action_rerank,action_null,continuity_bridge,hard_case_groups,ambiguous_rate,recoverable_rate_among_positive,rerank_rate_among_positive,bridge_rate_among_positive,hard_case_rate,status
competition_assoc_base_reid_da_proxy0213,configs/experiments/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213/checkpoint_epoch_0.pth,outputs/competition_assoc_base_reid_da_proxy0213_live,8,16,,,,,,,,,,,,,,,,failed
