dataset_name,source_cluster_jsonl,candidate_min_refined_score,host_summary_mode,host_summary_prior_alpha,swap_utility_bonus,add_utility_bonus,defer_utility_penalty,clusters,train_clusters,val_clusters,target_keep_clusters,target_add_clusters,target_swap_clusters,target_defer_clusters,target_nonkeep_clusters,mean_candidates_per_cluster,max_candidates_per_cluster,mean_nonkeep_candidates_per_cluster,max_nonkeep_candidates_per_cluster,status,error
official_bytetrack_posthost_one_edit_dataset_swap_priority_20260328_101300,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_bridgecommit_smoke_dataset_20260327_1/cluster_examples.jsonl,0.1,runtime_safe_zero,0.0,0.25,0.0,1.0,2657,1982,675,2599,0,58,0,58,11.95144900263455,27,10.95144900263455,26,success,
