exp_name,data_jsonl,source_manifest,dataset_tag,feature_version,model_arch,checkpoint,init_checkpoint,train_examples,val_examples,train_sequences,val_sequences,epochs,batch_size,hidden_dim,policy_hidden_dim,token_dim,num_slots,num_encoder_layers,num_heads,num_experts,router_hidden_dim,cluster_dim,gate_hidden_dim,router_temperature,policy_score_mode,train_selection_head_only,dropout,action_loss_weight,gain_loss_weight,policy_loss_weight,router_balance_loss_weight,expert_aux_loss_weight,route_loss_weight,gate_loss_weight,rank_loss_weight,rank_margin,ordinal_rank_loss_weight,ordinal_rank_margin,risk_weight_power,risk_cost_scale,risk_utility_scale,risk_negative_boost,risk_neutral_boost,risk_positive_discount,risk_target_cost_weight,risk_target_suppressed_weight,risk_target_recent_owner_weight,risk_target_introduced_weight,selection_metric,use_balanced_sampler,class_weight_rewrite,class_weight_defer,class_weight_reject,best_metric_name,best_epoch,best_metric,val_action_acc,val_action_macro_f1,val_policy_loss,val_policy_sign_acc,val_rank_loss,val_ordinal_rank_loss,train_router_balance_loss,train_router_entropy,train_router_top1,train_router_margin,train_expert_aux_loss,train_route_loss,train_gate_loss,train_route_acc,train_gate_acc,val_router_balance_loss,val_router_entropy,val_router_top1,val_router_margin,val_expert_aux_loss,val_route_loss,val_gate_loss,val_route_acc,val_gate_acc,val_rewrite_precision,val_rewrite_recall,val_defer_precision,val_defer_recall,val_reject_precision,val_reject_recall,val_gain_mae,val_gain_sign_acc,status,error
graph_assoc_commit_policy,/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_commit_mot20_expand_20260503_1100/graph_assoc_commit_data/cluster_examples.jsonl,,graph_assoc_commit_policy,graph_assoc_v1,hier_route_v1,/gemini/code/FMtrack-main/FM-Track/outputs/20260509_084200_graphassoc_hier_route_long/best.pt,outputs/20260509_030000_graphassoc_hier_route_smoke/best.pt,208,117,"MOT20-01,MOT20-02,MOT20-03",MOT20-05,20,4,128,128,128,4,2,4,3,128,7,,1.0,learned_selection,,0.1,1.0,0.5,0.5,0.02,0.2,,,0.0,0.1,0.0,0.08,1.0,0.1,0.05,1.5,0.75,0.35,0.35,0.15,0.1,0.08,policy_sign_acc,0,1.9273743629455566,0.6703910827636719,0.40223464369773865,val_policy_sign_acc,10,0.5897435897435898,0.5982905982905983,0.4100835688297771,0.22141082758784422,0.5897435897435898,0.0,0.0,0.14258054188954142,0.9371230020545996,0.5290341662386289,0.1790820689728627,1.158447433406344,,,,,0.15771046814819176,0.9225919104029989,0.5226902358042889,0.15216296478214428,1.1445849670304193,,,,,0.625,0.3333333333333333,1.0,0.02631578947368421,0.5925925925925926,1.0,0.6058639010303041,0.5897435897435898,ok,
