train_jsonl,val_jsonl,sources,rows_sources,rows_total,rules_pass_rows,train_rows,val_rows,train_positive,train_negative,train_neutral,train_harmful,val_positive,val_negative,val_neutral,val_harmful,feature_dim,positive_target,neutral_target,harmful_target,neutral_weight,harmful_weight,positive_weight_scale,hard_negative_checkpoint,hard_negative_score_threshold,hard_negative_weight_multiplier,train_hard_negative_boosted,val_hard_negative_boosted,status,error
/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_hardneg_trainonly_selfmine_a_20260429_1115/gate_dataset/train.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_hardneg_trainonly_selfmine_a_20260429_1115/gate_dataset/val.jsonl,1,732,732,732,293,439,56,237,135,102,68,371,238,133,82,1.0,0.2,0.0,0.35,1.75,0.35,outputs/graphassoc_gate_hardneg_next5h_20260429_020125/train_gate/best.pt,0.45,3.0,0,0,success,
