exp_name,config_path,checkpoint,host_variant,host_config_path,host_checkpoint,graph_mode,graph_checkpoint,graph_topk,graph_min_detections,graph_min_committed_matches,graph_max_detections,graph_max_tracks,out_dir,eligible_clusters,replaced_clusters,matched_dets,deferred_dets,blocked_tracks,skipped_large_clusters,HOTA,AssA,IDF1,MOTA,IDSW,status
local_conflict_graph_learned_commit_proxy0213,/gemini/code/FMtrack-main/FM-Track/configs/experiments/bytetrack_fa_mot_mot17_v17_local_conflict_commit_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v16_laplace_gate_proxy0213_20260512_200536/checkpoint_epoch_0.pth,base_reid_da,/gemini/code/FMtrack-main/FM-Track/configs/experiments/bytetrack_fa_mot_mot17_v17_local_conflict_commit_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v16_laplace_gate_proxy0213_20260512_200536/checkpoint_epoch_0.pth,learned_commit,outputs/graph_assoc_commit_stage1_edgepatch_f1sel128_20260419_1/best.pt,8,2,2,8,32,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_graph_learned_commit_proxy0213_debug,,,,,,,,,,,,running
