variant,HOTA,DetA,AssA,IDF1,MOTA,IDSW,Frag,notes
rgsa_fullval_sweep_d0.2_20260606,74.097,75.516,73.054,86.557,88.68,41,108,lambda_defer=0.2 lambda_reject=0.0; FIRST POSITIVE: HOTA+0.272
