exp_name,module_family,data_jsonl,source_manifest,dataset_tag,feature_version,teacher_mode,checkpoint,train_examples,val_examples,train_sequences,val_sequences,train_host_variants,val_host_variants,train_target_positives,val_target_positives,host_vocab,epochs,batch_size,hidden_dim,num_heads,num_conflict_blocks,dropout,strict_sequence_split,split_strategy,split_target_key,val_fraction,min_val_examples,cluster_gate_thresh,cluster_gate_calibration,cluster_gate_select_metric,cluster_gate_beta,cluster_gate_fp_weight,cluster_gate_search_min,cluster_gate_search_max,cluster_gate_search_steps,cluster_gate_loss_mode,cluster_gate_positive_weight,cluster_gate_negative_weight,model_selection_metric,assignment_target_key,assignment_row_mask_key,edge_loss_mask_key,edge_target_key,cluster_target_key,target_gate_coverage_min,target_gate_coverage_max,coverage_penalty_weight,keep_row_loss_weight,edit_row_loss_weight,edit_edge_positive_weight,loss_assign_weight,loss_edge_weight,loss_cluster_weight,loss_margin_weight,score_jitter_std,split_mode,best_epoch,train_loss,val_loss,train_row_acc,val_row_acc,val_commit_precision,val_commit_recall,val_edge_ap,val_cluster_f1,val_cluster_gate_temp,val_cluster_gate_bias,val_cluster_gate_thresh_calibrated,val_cluster_gate_precision_cal,val_cluster_gate_recall_cal,val_cluster_gate_f0_5,val_cluster_gate_utility_cal,val_cluster_gate_coverage_cal,val_cluster_gate_bounded_utility,val_cluster_gate_coverage_penalty,val_selective_utility_targetcov,train_skipped_nonfinite_samples,train_skipped_nonfinite_batches,val_skipped_nonfinite_samples,val_skipped_nonfinite_batches,status,error
local_conflict_set_predictor_stage1,set_predictor_v2,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_editutility_largecoverdiag_v1_20260326_175532/cluster_set_predictor_data/cluster_examples.jsonl,outputs/official_bytetrack_editutility_rawgate_select_v1_20260326_143126/source_manifest.csv,official_bytetrack_largecover_gateedit_stage1,v2_hostnorm_geom,edit_utility,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_largecover_gateedit_stage1_v1_20260326_200641/01_stage1/best.pt,904,226,"MOT17-05-FRCNN,MOT17-09-FRCNN,MOT17-11-FRCNN","MOT17-05-FRCNN,MOT17-09-FRCNN,MOT17-11-FRCNN",official_bytetrack,official_bytetrack,289,72,official_bytetrack,20,8,128,4,2,0.1,0,stratified_random,cluster_should_intervene_edit,0.2,64,0.5,temp_bias,bounded_utility,0.5,2.0,0.4,0.8,21,weighted_bce,2.0,1.0,selective_utility_cov,target_by_det,row_rescue_mask,none,edge_is_oracle_commit,cluster_should_intervene_edit,0.02,0.15,1.0,0.05,1.0,2.0,1.0,0.5,0.25,0.25,0.0,stratified_random:cluster_should_intervene_edit,7,0.7824185822474182,0.7839517520895004,0.16630162703379223,0.15733165512901195,0.0,0.0,0.8771014213562012,0.0,0.4885532259941101,4.397577285766602,0.6600000262260437,0.7777777777777778,0.19444444444444445,0.4861111111111111,0.02654867256637168,0.0796460211277008,0.02654867256637168,0.0,0.02654867256637168,0.0,0.0,0.0,0.0,stopped,stopped_early_for_paired_eval_best_epoch7
