exp_name,module_family,out_dir,base_config,eval_config,checkpoint,host_variant,host_checkpoint,detector_filter,train_sequences,val_sequences,topk,epochs,hidden_dim,num_heads,num_conflict_blocks,batch_size,min_val_examples,graph_min_detections,graph_min_committed_matches,graph_max_detections,graph_max_tracks,graph_cluster_gate_thresh,dataset_tag,feature_version,source_manifest,data_jsonl,proxy_out_dir,full_eval_out_dir,current_stage,status,error
local_conflict_set_predictor_stage1_large_base,set_predictor_v2,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_large_base_20260325_020001,/gemini/code/FMtrack-main/FM-Track/configs/experiments/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/configs/experiments/bytetrack_fa_mot_mot17_v18_local_conflict_set_predictor_val0213.yaml,,base_reid_da,/gemini/code/FMtrack-main/FM-Track/outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213/checkpoint_epoch_0.pth,FRCNN,"MOT17-04,MOT17-05,MOT17-09,MOT17-10,MOT17-11","MOT17-02,MOT17-13",8,12,128,4,2,8,64,2,2,8,32,0.5,local_conflict_set_predictor_large_base,v2_hostnorm_geom,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_large_base_20260325_020001/source_manifest.csv,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_large_base_20260325_020001/cluster_set_predictor_data/cluster_examples.jsonl,,,04_train_stage1,failed,manual_restart_for_nohup_detach
