exp_name,data_jsonl,source_manifest,dataset_tag,feature_version,model_arch,checkpoint,init_checkpoint,train_examples,val_examples,train_sequences,val_sequences,epochs,batch_size,hidden_dim,policy_hidden_dim,token_dim,num_slots,num_encoder_layers,num_heads,num_experts,router_hidden_dim,router_temperature,policy_score_mode,train_selection_head_only,dropout,action_loss_weight,gain_loss_weight,policy_loss_weight,router_balance_loss_weight,expert_aux_loss_weight,rank_loss_weight,rank_margin,ordinal_rank_loss_weight,ordinal_rank_margin,selection_metric,use_balanced_sampler,class_weight_rewrite,class_weight_defer,class_weight_reject,best_metric_name,best_epoch,best_metric,val_action_acc,val_action_macro_f1,val_policy_loss,val_policy_sign_acc,val_rank_loss,val_ordinal_rank_loss,train_router_balance_loss,train_router_entropy,train_router_top1,train_router_margin,train_expert_aux_loss,val_router_balance_loss,val_router_entropy,val_router_top1,val_router_margin,val_expert_aux_loss,val_rewrite_precision,val_rewrite_recall,val_defer_precision,val_defer_recall,val_reject_precision,val_reject_recall,val_gain_mae,val_gain_sign_acc,status,error
graph_assoc_commit_policy,/gemini/code/FMtrack-main/FM-Track/outputs/20260506_135900_graphassoc_commit_structural0912_prep/graph_assoc_commit_data/cluster_examples.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/20260506_014500_graphassoc_commit_structural0912_prep/source_manifest.csv,graph_assoc_commit_policy_mot20_calibrated,graph_assoc_v1,routed_moe_v1,/gemini/code/FMtrack-main/FM-Track/outputs/20260506_141500_graphassoc_commit_structural0912/train_policy/best.pt,/gemini/code/FMtrack-main/FM-Track/outputs/20260505_081619_graphassoc_commit_gatedblend_next5h/train_policy/best.pt,964,686,MOT20-02,MOT20-05,60,8,192,192,192,6,3,8,3,192,0.8,,,0.1,1.0,1.0,1.0,0.02,0.2,0.5,0.1,0.25,0.08,policy_sign_acc,1,1.9069766998291016,0.6356589198112488,0.4573643207550049,val_policy_sign_acc,29,0.6122448979591837,0.5597667638483965,0.5073355664615304,0.2445856516422669,0.6122448979591837,0.009189435346024899,0.01572191123389055,0.2429110847475115,0.8218245364076369,0.6725337111480009,0.46645299147397157,1.2040040581274576,0.2564764887441036,0.8180220823941355,0.678647106225567,0.476608706806561,1.6558555234712344,0.3709677419354839,0.6216216216216216,0.4,0.36893203883495146,0.7043010752688172,0.645320197044335,0.6121359631723288,0.6151603498542274,ok,
