sequence,frame,pre_candidates,postnms_kept,suppressed,orphan_suppressed,reference_kept,reference_count_equal,reference_order_equal,reference_min_matched_iou,reference_max_box_abs_diff,reference_max_score_abs_diff,reference_class_mismatch,reference_set_ok
MOT20-01,207,457,53,404,0,53,True,True,0.9999972674534578,0.0001220703125,0.0,0,True
MOT20-01,208,468,53,415,0,53,True,True,0.9999976591924682,0.0001220703125,0.0,0,True
MOT20-01,209,463,56,407,0,56,True,True,0.9999982696447235,0.0001220703125,0.0,0,True
MOT20-01,210,445,53,392,0,53,True,True,0.9999972526038448,0.0001220703125,0.0,0,True
MOT20-01,211,447,54,393,0,54,True,True,0.999997148942115,0.0001220703125,0.0,0,True
MOT20-01,212,451,53,398,0,53,True,True,0.9999976201789352,0.0001220703125,0.0,0,True
MOT20-01,213,453,54,399,0,54,True,True,0.9999977977454552,0.0001220703125,0.0,0,True
MOT20-01,214,453,53,400,0,53,True,True,0.9999975279221197,0.0001220703125,0.0,0,True
MOT20-01,215,459,53,406,0,53,True,True,0.9999975585639473,0.0001220703125,0.0,0,True
MOT20-01,216,470,57,413,0,57,True,True,0.9999978143414173,0.0001220703125,0.0,0,True
MOT20-01,217,468,56,412,0,56,True,True,0.9999961251348938,0.0001220703125,0.0,0,True
MOT20-01,218,461,56,405,0,56,True,True,0.9999967798651408,0.0001220703125,0.0,0,True
MOT20-01,219,466,54,412,0,54,True,True,0.9999978355400003,0.0001220703125,0.0,0,True
MOT20-01,220,469,55,414,0,55,True,True,0.9999969772538351,0.0001220703125,0.0,0,True
MOT20-01,221,460,55,405,0,55,True,True,0.9999973382498817,0.0001220703125,0.0,0,True
MOT20-01,222,450,51,399,0,51,True,True,0.9999974434098776,0.0001220703125,0.0,0,True
MOT20-01,223,447,55,392,0,55,True,True,0.9999941202064984,0.0001220703125,0.0,0,True
MOT20-01,224,461,55,406,0,55,True,True,0.9999975748874748,0.0001220703125,0.0,0,True
MOT20-01,225,473,55,418,0,55,True,True,0.9999982560775696,0.0001220703125,0.0,0,True
MOT20-01,226,484,57,427,0,57,True,True,0.9999957744485127,0.0001220703125,0.0,0,True
MOT20-01,227,474,55,419,0,55,True,True,0.9999983175180026,0.0001220703125,0.0,0,True
MOT20-01,228,473,58,415,0,58,True,True,0.9999982261697671,0.0001220703125,0.0,0,True
MOT20-01,229,480,57,423,0,57,True,True,0.9999973874718827,0.0001220703125,0.0,0,True
MOT20-01,230,484,58,426,0,58,True,True,0.9999945094163509,0.0001220703125,0.0,0,True
MOT20-01,231,477,56,421,0,56,True,True,0.9999974566744493,0.0001220703125,0.0,0,True
MOT20-01,232,476,56,420,0,56,True,True,0.9999980576037045,0.0001220703125,0.0,0,True
MOT20-01,233,492,56,436,0,56,True,True,0.9999972688937927,0.0001220703125,0.0,0,True
MOT20-01,234,474,56,418,0,56,True,True,0.9999974178021882,0.0001220703125,0.0,0,True
MOT20-01,235,483,55,428,0,55,True,True,0.9999979842286046,0.0001220703125,0.0,0,True
MOT20-01,236,475,54,421,0,54,True,True,0.9999968463237301,0.0001220703125,0.0,0,True
MOT20-01,237,470,55,415,0,55,True,True,0.9999973685318513,0.0001220703125,0.0,0,True
MOT20-01,238,474,56,418,0,56,True,True,0.9999968169085817,0.0001220703125,0.0,0,True
MOT20-01,239,458,53,405,0,53,True,True,0.999997015121395,0.0001220703125,0.0,0,True
MOT20-01,240,471,53,418,0,53,True,True,0.9999974211324595,0.0001220703125,0.0,0,True
MOT20-01,241,469,54,415,0,54,True,True,0.9999960831316146,0.0001220703125,0.0,0,True
MOT20-01,242,468,56,412,0,56,True,True,0.9999971183051023,0.0001220703125,0.0,0,True
MOT20-01,243,470,56,414,0,56,True,True,0.9999984203933536,0.0001220703125,0.0,0,True
MOT20-01,244,468,54,414,0,54,True,True,0.9999968844925617,0.0001220703125,0.0,0,True
MOT20-01,245,463,54,409,0,54,True,True,0.9999974899976406,0.0001220703125,0.0,0,True
MOT20-01,246,472,58,414,0,58,True,True,0.999997531662598,0.0001220703125,0.0,0,True
MOT20-01,247,453,54,399,0,54,True,True,0.9999969776740785,0.0001220703125,0.0,0,True
MOT20-01,248,448,55,393,0,55,True,True,0.9999977885353248,0.0001220703125,0.0,0,True
MOT20-01,249,469,57,412,0,57,True,True,0.999997721918389,0.0001220703125,0.0,0,True
MOT20-01,250,470,55,415,0,55,True,True,0.9999962761045074,0.0001220703125,0.0,0,True
MOT20-01,251,451,54,397,0,54,True,True,0.9999969347061762,0.0001220703125,0.0,0,True
MOT20-01,252,454,54,400,0,54,True,True,0.9999974987806556,0.0001220703125,0.0,0,True
MOT20-01,253,459,54,405,0,54,True,True,0.9999965614114719,0.0001220703125,0.0,0,True
MOT20-01,254,469,54,415,0,54,True,True,0.9999971719217075,0.0001220703125,0.0,0,True
MOT20-01,255,471,56,415,0,56,True,True,0.9999964400269133,0.0001220703125,0.0,0,True
MOT20-01,256,475,56,419,0,56,True,True,0.9999980520112983,0.0001220703125,0.0,0,True
MOT20-01,257,471,56,415,0,56,True,True,0.9999971288953712,0.0001220703125,0.0,0,True
MOT20-01,258,473,56,417,0,56,True,True,0.9999970763055027,0.0001220703125,0.0,0,True
MOT20-01,259,464,54,410,0,54,True,True,0.9999969170507405,0.0001220703125,0.0,0,True
MOT20-01,260,460,56,404,0,56,True,True,0.9999979117224258,0.0001220703125,0.0,0,True
MOT20-01,261,465,55,410,0,55,True,True,0.9999976425571379,0.0001220703125,0.0,0,True
MOT20-01,262,470,54,416,0,54,True,True,0.9999946989676239,0.0001220703125,0.0,0,True
MOT20-01,263,465,53,412,0,53,True,True,0.9999980541097355,0.0001220703125,0.0,0,True
MOT20-01,264,478,56,422,0,56,True,True,0.9999980291216978,0.0001220703125,0.0,0,True
MOT20-01,265,478,54,424,0,54,True,True,0.9999972949877081,0.0001220703125,0.0,0,True
MOT20-01,266,478,58,420,0,58,True,True,0.9999978084737554,0.0001220703125,0.0,0,True
MOT20-01,267,467,56,411,0,56,True,True,0.9999973984822745,0.0001220703125,0.0,0,True
MOT20-01,268,480,57,423,0,57,True,True,0.9999982927345612,0.0001220703125,0.0,0,True
MOT20-01,269,489,57,432,0,57,True,True,0.9999974981048144,0.0001220703125,0.0,0,True
MOT20-01,270,492,60,432,0,60,True,True,0.9999969577029441,0.0001220703125,0.0,0,True
MOT20-01,271,490,59,431,0,59,True,True,0.9999969425399112,0.0001220703125,0.0,0,True
MOT20-01,272,474,59,415,0,59,True,True,0.9999976056965268,0.0001220703125,0.0,0,True
MOT20-01,273,494,61,433,0,61,True,True,0.9999969191040723,0.0001220703125,0.0,0,True
MOT20-01,274,494,58,436,0,58,True,True,0.999997952994342,0.0001220703125,0.0,0,True
MOT20-01,275,496,61,435,0,61,True,True,0.9999971200479224,0.0001220703125,0.0,0,True
MOT20-01,276,482,57,425,0,57,True,True,0.9999972429346755,0.0001220703125,0.0,0,True
MOT20-01,277,483,57,426,0,57,True,True,0.9999969979526037,0.0001220703125,0.0,0,True
MOT20-01,278,477,55,422,0,55,True,True,0.999998386732488,0.0001220703125,0.0,0,True
MOT20-01,279,490,58,432,0,58,True,True,0.9999976176806215,0.0001220703125,0.0,0,True
MOT20-01,280,487,57,430,0,57,True,True,0.9999984919614002,0.0001220703125,0.0,0,True
MOT20-01,281,487,57,430,0,57,True,True,0.9999982679483849,0.0001220703125,0.0,0,True
MOT20-01,282,478,57,421,0,57,True,True,0.9999989771181327,6.103515625e-05,0.0,0,True
MOT20-01,283,493,59,434,0,59,True,True,0.9999969373723268,0.0001220703125,0.0,0,True
MOT20-01,284,490,59,431,0,59,True,True,0.9999973414437024,0.0001220703125,0.0,0,True
MOT20-01,285,501,60,441,0,60,True,True,0.9999971236430786,0.0001220703125,0.0,0,True
MOT20-01,286,475,60,415,0,60,True,True,0.9999968616768374,0.0001220703125,0.0,0,True
MOT20-01,287,487,57,430,0,57,True,True,0.9999969530773918,0.0001220703125,0.0,0,True
