train_jsonl,val_jsonl,model_type,init_checkpoint,init_loaded,feature_dim,epochs,batch_size,lr,weight_decay,hidden_dim,dropout,pos_weight,neutral_pos_weight,neutral_loss_weight,neutral_risk_weight,rank_loss_weight,rank_margin,ordinal_rank_loss_weight,ordinal_rank_margin,avg_train_target,avg_train_weight,avg_val_target,avg_val_weight,best_epoch,best_metric,best_threshold,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_positive_recall,val_mean_prob_harmful,val_mean_prob_neutral,val_mean_prob_positive,val_prob_gap_pos_neutral,val_prob_gap_neutral_harmful,val_mean_decision_harmful,val_mean_decision_neutral,val_mean_decision_positive,train_rows,val_rows,status,error
/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/gate_dataset/train.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/gate_dataset/val.jsonl,dual_head,/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_gate_stage7_dualhead_full_pw1_np1_nl05_rw125_ord20_rm012_20260420_1/best.pt,True,82,120,128,0.001,0.0001,16,0.1,1.0,1.0,0.5,1.25,0.0,0.1,2.0,0.12,0.32169117647058826,0.6764705882352942,0.4,0.65,30,1.0,0.11,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6709237098693848,0.7241821885108948,0.05325847864151001,0.6709237098693848,0.0,-0.10295626521110535,0.1192283034324646,136,5,success,
