exp_name,module_family,data_jsonl,source_manifest,dataset_tag,feature_version,teacher_mode,checkpoint,train_examples,val_examples,train_sequences,val_sequences,train_host_variants,val_host_variants,train_target_positives,val_target_positives,host_vocab,epochs,batch_size,hidden_dim,num_heads,num_conflict_blocks,dropout,strict_sequence_split,split_strategy,split_target_key,val_fraction,min_val_examples,cluster_gate_thresh,cluster_gate_calibration,cluster_gate_select_metric,cluster_gate_beta,cluster_gate_fp_weight,cluster_gate_search_min,cluster_gate_search_max,cluster_gate_search_steps,cluster_gate_loss_mode,cluster_gate_positive_weight,cluster_gate_negative_weight,train_positive_cluster_oversample,model_selection_metric,assignment_target_key,assignment_row_mask_key,edge_loss_mask_key,edge_target_key,cluster_target_key,target_gate_coverage_min,target_gate_coverage_max,coverage_penalty_weight,keep_row_loss_weight,edit_row_loss_weight,edit_edge_positive_weight,loss_assign_weight,loss_edge_weight,loss_cluster_weight,loss_margin_weight,margin_host_edit,score_jitter_std,split_mode,best_epoch,train_loss,val_loss,train_row_acc,val_row_acc,val_commit_precision,val_commit_recall,val_edge_ap,val_cluster_f1,val_cluster_gate_temp,val_cluster_gate_bias,val_cluster_gate_thresh_calibrated,val_cluster_gate_precision_cal,val_cluster_gate_recall_cal,val_cluster_gate_f0_5,val_cluster_gate_utility_cal,val_cluster_gate_coverage_cal,val_cluster_gate_bounded_utility,val_cluster_gate_coverage_penalty,val_selective_utility_targetcov,train_skipped_nonfinite_samples,train_skipped_nonfinite_batches,val_skipped_nonfinite_samples,val_skipped_nonfinite_batches,status,error
local_conflict_set_predictor_stage1,set_predictor_v2,/gemini/code/FMtrack-main/FM-Track/outputs/20260509_100047_graphassoc_bridge_mot20_next5h/set_predictor_data/cluster_examples.jsonl,outputs/20260509_100047_graphassoc_bridge_mot20_next5h/set_predictor_inputs/source_manifest.csv,graphassoc_commit_set_predictor,graphassoc_commit_v1,bridge_commit_contract_utility,/gemini/code/FMtrack-main/FM-Track/outputs/20260509_100047_graphassoc_bridge_mot20_next5h/train_bridge_set_predictor/best.pt,208,117,"MOT20-01,MOT20-02,MOT20-03",MOT20-05,graphassoc_seq1235_mot20_fullscale,graphassoc_seq1235_mot20_fullscale,152,75,graphassoc_seq1235_mot20_fullscale,12,8,128,4,2,0.1,1,auto,cluster_should_intervene_bridge,0.2,64,0.5,none,f0.5,0.5,2.0,0.05,0.8,19,weighted_bce,16.0,1.0,4.0,commit_viability_utility_cov,target_by_det_bridge,row_bridge_mask,assignment_row_mask,edge_is_bridge_commit,cluster_should_intervene_bridge,0.01,0.05,1.0,0.0,2.0,32.0,1.0,0.5,0.25,0.25,0.1,0.0,manifest_split_tag,12,0.3449223576797963,1.25540679264518,0.8820960698689956,0.6787878787878788,0.5901639344262295,0.96,0.9982216358184814,0.7812500000000001,1.0,0.0,0.5,0.6410256410256411,1.0,0.6906077348066298,-0.07692307692307693,1.0,-1.0269230769230768,0.95,-1.0269230769230768,0.0,0.0,0.0,0.0,ok,
