sequence,frame,pre_candidates,postnms_kept,suppressed,orphan_suppressed,reference_kept,reference_count_equal,reference_order_equal,reference_min_matched_iou,reference_max_box_abs_diff,reference_max_score_abs_diff,reference_class_mismatch,reference_set_ok
MOT20-03,1,713,82,631,0,82,True,True,0.9999977341603647,0.0001220703125,0.0,0,True
MOT20-03,2,716,83,633,0,83,True,True,0.9999977632138144,6.103515625e-05,0.0,0,True
MOT20-03,3,710,81,629,0,81,True,True,0.9999978343113998,0.0001220703125,0.0,0,True
MOT20-03,4,710,83,627,0,83,True,True,0.999996998322062,0.0001220703125,0.0,0,True
MOT20-03,5,712,83,629,0,83,True,True,0.999998447084401,6.103515625e-05,0.0,0,True
MOT20-03,6,711,83,628,0,83,True,True,0.9999971080211925,0.0001220703125,0.0,0,True
MOT20-03,7,714,84,630,0,84,True,True,0.9999926320520471,0.0001220703125,0.0,0,True
MOT20-03,8,727,86,641,0,86,True,True,0.9999936371792343,0.0001220703125,0.0,0,True
MOT20-03,9,727,87,640,0,87,True,True,0.9999980561608629,6.103515625e-05,0.0,0,True
MOT20-03,10,719,85,634,0,85,True,True,0.9999980789180466,6.103515625e-05,0.0,0,True
MOT20-03,11,730,85,645,0,85,True,True,0.9999917172337667,0.0001220703125,0.0,0,True
MOT20-03,12,736,87,649,0,87,True,True,0.9999958600939832,0.0001220703125,0.0,0,True
MOT20-03,13,731,85,646,0,85,True,True,0.9999935273195659,0.0001220703125,0.0,0,True
MOT20-03,14,746,86,660,0,86,True,True,0.9999972155007504,0.0001220703125,0.0,0,True
MOT20-03,15,741,85,656,0,85,True,True,0.9999960503813357,0.0001220703125,0.0,0,True
MOT20-03,16,739,85,654,0,85,True,True,0.999997197073745,0.0001220703125,0.0,0,True
MOT20-03,17,738,84,654,0,84,True,True,0.9999960627596118,0.0001220703125,0.0,0,True
MOT20-03,18,733,86,647,0,86,True,True,0.9999979412473159,6.103515625e-05,0.0,0,True
MOT20-03,19,745,86,659,0,86,True,True,0.9999977569171069,6.103515625e-05,0.0,0,True
MOT20-03,20,738,84,654,0,84,True,True,0.9999963424157247,6.103515625e-05,0.0,0,True
MOT20-03,21,737,85,652,0,85,True,True,0.9999965922760529,0.0001220703125,0.0,0,True
MOT20-03,22,739,84,655,0,84,True,True,0.9999979192675822,6.103515625e-05,0.0,0,True
MOT20-03,23,730,83,647,0,83,True,True,0.9999984496628792,6.103515625e-05,0.0,0,True
MOT20-03,24,737,84,653,0,84,True,True,0.9999983467656325,6.103515625e-05,0.0,0,True
MOT20-03,25,728,81,647,0,81,True,True,0.999997749790168,0.0001220703125,0.0,0,True
MOT20-03,26,725,82,643,0,82,True,True,0.9999972850285614,0.0001220703125,0.0,0,True
