train_jsonl,val_jsonl,model_type,feature_dim,epochs,batch_size,lr,weight_decay,hidden_dim,dropout,pos_weight,neutral_pos_weight,neutral_loss_weight,neutral_risk_weight,rank_loss_weight,rank_margin,ordinal_rank_loss_weight,ordinal_rank_margin,avg_train_target,avg_train_weight,avg_val_target,avg_val_weight,best_epoch,best_metric,best_threshold,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_positive_recall,val_mean_prob_harmful,val_mean_prob_neutral,val_mean_prob_positive,val_prob_gap_pos_neutral,val_prob_gap_neutral_harmful,val_mean_decision_harmful,val_mean_decision_neutral,val_mean_decision_positive,train_rows,val_rows,status,error
outputs/graph_assoc_gate_dataset_stage5_softtri_nt025_20260419_1/train.jsonl,outputs/graph_assoc_gate_dataset_stage5_softtri_nt025_20260419_1/val.jsonl,dual_head,82,120,128,0.001,0.0001,16,0.1,1.0,1.0,0.5,1.25,0.0,0.1,2.0,0.12,0.27102803738317754,0.6892523364485982,0.27419354838709675,0.717741935483871,120,0.8571428571428572,-0.42,0.7419354838709677,0.8571428571428572,0.2727272727272727,1.0,0.42857142857142855,1.0,0.1823473572731018,0.19222141802310944,0.3054557144641876,0.11323429644107819,0.00987406075000763,-0.4611215591430664,-0.4506545960903168,-0.2862335443496704,107,31,success,
