exp_name,config_path,out_dir,best_epoch,best_hota,checkpoint,status
bytetrack_fa_mot_mot17_v14_ctrl_base_spatial_val0213,configs/experiments/bytetrack_fa_mot_mot17_v14_ctrl_base_spatial_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_base_spatial_val0213,1,52.2330,/gemini/code/FMtrack-main/FM-Track/outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_base_spatial_val0213/checkpoint_epoch_1.pth,ok
