sequence,frame,pre_candidates,postnms_kept,suppressed,orphan_suppressed,reference_kept,reference_count_equal,reference_order_equal,reference_min_matched_iou,reference_max_box_abs_diff,reference_max_score_abs_diff,reference_class_mismatch,reference_set_ok
MOT20-02,30,359,42,317,0,42,True,True,0.9999988124128756,6.103515625e-05,0.0,0,True
MOT20-02,31,367,43,324,0,43,True,True,0.9999978970876767,0.0001220703125,0.0,0,True
MOT20-02,32,355,42,313,0,42,True,True,0.999998146263516,0.0001220703125,0.0,0,True
MOT20-02,33,365,43,322,0,43,True,True,0.9999981239074526,0.0001220703125,0.0,0,True
MOT20-02,34,357,41,316,0,41,True,True,0.9999974947577807,0.0001220703125,0.0,0,True
MOT20-02,35,360,41,319,0,41,True,True,0.9999980599739648,0.0001220703125,0.0,0,True
MOT20-02,36,349,39,310,0,39,True,True,0.9999981340639585,0.0001220703125,0.0,0,True
MOT20-02,37,364,40,324,0,40,True,True,0.9999987171345919,6.103515625e-05,0.0,0,True
MOT20-02,38,374,43,331,0,43,True,True,0.9999977123222331,6.103515625e-05,0.0,0,True
MOT20-02,39,384,42,342,0,42,True,True,0.9999965814186429,0.0001220703125,0.0,0,True
MOT20-02,40,388,43,345,0,43,True,True,0.9999982629781586,0.0001220703125,0.0,0,True
MOT20-02,41,377,44,333,0,44,True,True,0.9999988948358997,6.103515625e-05,0.0,0,True
MOT20-02,42,363,40,323,0,40,True,True,0.9999983577049912,0.0001220703125,0.0,0,True
MOT20-02,43,375,42,333,0,42,True,True,0.9999989986712366,6.103515625e-05,0.0,0,True
MOT20-02,44,371,42,329,0,42,True,True,0.9999979859256485,0.0001220703125,0.0,0,True
MOT20-02,45,363,42,321,0,42,True,True,0.9999979939618251,0.0001220703125,0.0,0,True
MOT20-02,46,371,42,329,0,42,True,True,0.9999979944848333,0.0001220703125,0.0,0,True
MOT20-02,47,375,42,333,0,42,True,True,0.9999980435467367,0.0001220703125,0.0,0,True
MOT20-02,48,376,44,332,0,44,True,True,0.999998041515945,0.0001220703125,0.0,0,True
MOT20-02,49,380,43,337,0,43,True,True,0.9999982707279198,0.0001220703125,0.0,0,True
MOT20-02,50,381,44,337,0,44,True,True,0.9999980986207395,0.0001220703125,0.0,0,True
MOT20-02,51,382,44,338,0,44,True,True,0.9999982950922526,0.0001220703125,0.0,0,True
MOT20-02,52,386,46,340,0,46,True,True,0.9999979572952138,0.0001220703125,0.0,0,True
MOT20-02,53,379,46,333,0,46,True,True,0.9999980211969384,0.0001220703125,0.0,0,True
MOT20-02,54,384,45,339,0,45,True,True,0.99999809154478,0.0001220703125,0.0,0,True
MOT20-02,55,387,44,343,0,44,True,True,0.9999979035419658,0.0001220703125,0.0,0,True
MOT20-02,56,384,45,339,0,45,True,True,0.9999980424245746,0.0001220703125,0.0,0,True
MOT20-02,57,380,45,335,0,45,True,True,0.9999979394401459,0.0001220703125,0.0,0,True
MOT20-02,58,381,45,336,0,45,True,True,0.9999979004255838,0.0001220703125,0.0,0,True
MOT20-02,59,381,45,336,0,45,True,True,0.9999983719347602,0.0001220703125,0.0,0,True
MOT20-02,60,385,46,339,0,46,True,True,0.9999980203037646,0.0001220703125,0.0,0,True
MOT20-02,61,379,44,335,0,44,True,True,0.9999979356117299,0.0001220703125,0.0,0,True
MOT20-02,62,380,43,337,0,43,True,True,0.9999982325222967,0.0001220703125,0.0,0,True
MOT20-02,63,377,42,335,0,42,True,True,0.9999982018172435,0.0001220703125,0.0,0,True
MOT20-02,64,376,42,334,0,42,True,True,0.9999970015672188,0.0001220703125,0.0,0,True
MOT20-02,65,378,43,335,0,43,True,True,0.9999982640335592,6.103515625e-05,0.0,0,True
MOT20-02,66,374,44,330,0,44,True,True,0.9999978039015884,0.0001220703125,0.0,0,True
MOT20-02,67,376,46,330,0,46,True,True,0.9999991155185803,6.103515625e-05,0.0,0,True
MOT20-02,68,386,44,342,0,44,True,True,0.999998082238614,0.0001220703125,0.0,0,True
MOT20-02,69,387,45,342,0,45,True,True,0.9999976619180222,0.0001220703125,0.0,0,True
MOT20-02,70,395,45,350,0,45,True,True,0.9999990423859146,6.103515625e-05,0.0,0,True
MOT20-02,71,393,44,349,0,44,True,True,0.9999978979231481,0.0001220703125,0.0,0,True
MOT20-02,72,399,47,352,0,47,True,True,0.9999945705730489,0.0001220703125,0.0,0,True
MOT20-02,73,395,45,350,0,45,True,True,0.9999964772731276,0.0001220703125,0.0,0,True
MOT20-02,74,388,46,342,0,46,True,True,0.9999957771696902,0.0001220703125,0.0,0,True
MOT20-02,75,397,47,350,0,47,True,True,0.999997932192455,0.0001220703125,0.0,0,True
MOT20-02,76,381,46,335,0,46,True,True,0.9999947452358995,0.0001220703125,0.0,0,True
MOT20-02,77,378,45,333,0,45,True,True,0.9999983206091486,0.0001220703125,0.0,0,True
MOT20-02,78,376,45,331,0,45,True,True,0.9999956640130426,0.0001220703125,0.0,0,True
MOT20-02,79,369,42,327,0,42,True,True,0.9999981408376941,0.0001220703125,0.0,0,True
MOT20-02,80,370,42,328,0,42,True,True,0.9999983165011507,0.0001220703125,0.0,0,True
MOT20-02,81,374,42,332,0,42,True,True,0.9999977062063176,0.0001220703125,0.0,0,True
MOT20-02,82,371,41,330,0,41,True,True,0.9999978235651309,0.0001220703125,0.0,0,True
MOT20-02,83,370,41,329,0,41,True,True,0.9999982414985246,0.0001220703125,0.0,0,True
MOT20-02,84,368,41,327,0,41,True,True,0.9999983596446335,0.0001220703125,0.0,0,True
MOT20-02,85,368,42,326,0,42,True,True,0.9999977305531096,0.0001220703125,0.0,0,True
MOT20-02,86,373,43,330,0,43,True,True,0.9999966545225837,0.0001220703125,0.0,0,True
MOT20-02,87,385,43,342,0,43,True,True,0.9999974089639483,0.0001220703125,0.0,0,True
MOT20-02,88,383,42,341,0,42,True,True,0.999998435216394,6.103515625e-05,0.0,0,True
MOT20-02,89,379,43,336,0,43,True,True,0.999998181814876,0.0001220703125,0.0,0,True
MOT20-02,90,392,43,349,0,43,True,True,0.9999973747355047,0.0001220703125,0.0,0,True
MOT20-02,91,387,44,343,0,44,True,True,0.9999985187807294,6.103515625e-05,0.0,0,True
MOT20-02,92,393,44,349,0,44,True,True,0.9999981151226585,0.0001220703125,0.0,0,True
MOT20-02,93,400,45,355,0,45,True,True,0.9999984483109089,0.0001220703125,0.0,0,True
MOT20-02,94,402,46,356,0,46,True,True,0.999998858916427,6.103515625e-05,0.0,0,True
MOT20-02,95,393,44,349,0,44,True,True,0.9999977437103105,0.0001220703125,0.0,0,True
MOT20-02,96,396,44,352,0,44,True,True,0.999998437886867,0.0001220703125,0.0,0,True
MOT20-02,97,396,45,351,0,45,True,True,0.9999974147447448,0.0001220703125,0.0,0,True
MOT20-02,98,399,47,352,0,47,True,True,0.9999981565596979,0.0001220703125,0.0,0,True
MOT20-02,99,406,47,359,0,47,True,True,0.9999980926331771,0.0001220703125,0.0,0,True
MOT20-02,100,425,49,376,0,49,True,True,0.9999979112620573,0.0001220703125,0.0,0,True
MOT20-02,101,418,50,368,0,50,True,True,0.9999977083761933,0.0001220703125,0.0,0,True
MOT20-02,102,409,48,361,0,48,True,True,0.9999979032430539,0.0001220703125,0.0,0,True
MOT20-02,103,422,50,372,0,50,True,True,0.9999981401473376,0.0001220703125,0.0,0,True
MOT20-02,104,423,48,375,0,48,True,True,0.9999989152224662,0.0001220703125,0.0,0,True
MOT20-02,105,418,48,370,0,48,True,True,0.9999972493429368,0.0001220703125,0.0,0,True
MOT20-02,106,410,47,363,0,47,True,True,0.9999979679009636,0.0001220703125,0.0,0,True
MOT20-02,107,405,47,358,0,47,True,True,0.9999972907695163,0.0001220703125,0.0,0,True
MOT20-02,108,409,47,362,0,47,True,True,0.999998075168519,0.0001220703125,0.0,0,True
MOT20-02,109,412,49,363,0,49,True,True,0.9999982171414716,0.0001220703125,0.0,0,True
MOT20-02,110,409,48,361,0,48,True,True,0.9999977887387858,0.0001220703125,0.0,0,True
MOT20-02,111,396,46,350,0,46,True,True,0.9999981823909107,0.0001220703125,0.0,0,True
MOT20-02,112,404,46,358,0,46,True,True,0.9999982330282362,0.0001220703125,0.0,0,True
MOT20-02,113,402,46,356,0,46,True,True,0.9999983477928991,0.0001220703125,0.0,0,True
MOT20-02,114,410,45,365,0,45,True,True,0.9999984496869143,0.0001220703125,0.0,0,True
MOT20-02,115,402,46,356,0,46,True,True,0.9999983499275619,0.0001220703125,0.0,0,True
MOT20-02,116,401,46,355,0,46,True,True,0.9999978146546905,0.0001220703125,0.0,0,True
MOT20-02,117,406,47,359,0,47,True,True,0.9999972230938622,0.0001220703125,0.0,0,True
MOT20-02,118,402,46,356,0,46,True,True,0.999998062154458,0.0001220703125,0.0,0,True
MOT20-02,119,399,47,352,0,47,True,True,0.99999833739563,0.0001220703125,0.0,0,True
MOT20-02,120,390,45,345,0,45,True,True,0.9999983328276244,0.0001220703125,0.0,0,True
MOT20-02,121,399,45,354,0,45,True,True,0.9999983628886502,0.0001220703125,0.0,0,True
MOT20-02,122,391,45,346,0,45,True,True,0.9999983193813979,0.0001220703125,0.0,0,True
MOT20-02,123,396,44,352,0,44,True,True,0.9999980352515173,0.0001220703125,0.0,0,True
MOT20-02,124,395,44,351,0,44,True,True,0.9999983524666869,0.0001220703125,0.0,0,True
MOT20-02,125,401,45,356,0,45,True,True,0.9999983562715636,0.0001220703125,0.0,0,True
MOT20-02,126,394,44,350,0,44,True,True,0.9999964463375378,0.0001220703125,0.0,0,True
MOT20-02,127,387,43,344,0,43,True,True,0.999998538804245,0.0001220703125,0.0,0,True
MOT20-02,128,395,45,350,0,45,True,True,0.9999966088762664,0.0001220703125,0.0,0,True
MOT20-02,129,392,44,348,0,44,True,True,0.9999981056150378,0.0001220703125,0.0,0,True
MOT20-02,130,395,45,350,0,45,True,True,0.999996640405839,0.0001220703125,0.0,0,True
MOT20-02,131,390,44,346,0,44,True,True,0.9999988638235745,6.103515625e-05,0.0,0,True
MOT20-02,132,398,44,354,0,44,True,True,0.9999980194450881,0.0001220703125,0.0,0,True
MOT20-02,133,400,47,353,0,47,True,True,0.9999983285880365,6.103515625e-05,0.0,0,True
MOT20-02,134,392,44,348,0,44,True,True,0.9999972265288066,0.0001220703125,0.0,0,True
MOT20-02,135,392,45,347,0,45,True,True,0.9999959390093348,0.0001220703125,0.0,0,True
MOT20-02,136,384,44,340,0,44,True,True,0.9999970914929076,0.0001220703125,0.0,0,True
MOT20-02,137,384,44,340,0,44,True,True,0.9999985951208548,0.0001220703125,0.0,0,True
MOT20-02,138,380,42,338,0,42,True,True,0.9999983637993887,0.0001220703125,0.0,0,True
MOT20-02,139,376,43,333,0,43,True,True,0.9999959659038191,0.0001220703125,0.0,0,True
MOT20-02,140,381,44,337,0,44,True,True,0.9999988724678447,6.103515625e-05,0.0,0,True
MOT20-02,141,389,44,345,0,44,True,True,0.9999982318222487,0.0001220703125,0.0,0,True
MOT20-02,142,385,45,340,0,45,True,True,0.9999980437342765,0.0001220703125,0.0,0,True
MOT20-02,143,387,45,342,0,45,True,True,0.9999981666826644,0.0001220703125,0.0,0,True
MOT20-02,144,388,47,341,0,47,True,True,0.9999981271479272,0.0001220703125,0.0,0,True
MOT20-02,145,390,46,344,0,46,True,True,0.9999971433101322,0.0001220703125,0.0,0,True
MOT20-02,146,383,46,337,0,46,True,True,0.999997867826569,0.0001220703125,0.0,0,True
MOT20-02,147,398,47,351,0,47,True,True,0.9999979025042003,0.0001220703125,0.0,0,True
MOT20-02,148,386,45,341,0,45,True,True,0.9999978534277539,0.0001220703125,0.0,0,True
MOT20-02,149,387,45,342,0,45,True,True,0.9999981085931515,0.0001220703125,0.0,0,True
MOT20-02,150,392,47,345,0,47,True,True,0.9999981086003832,0.0001220703125,0.0,0,True
MOT20-02,151,397,47,350,0,47,True,True,0.999997664162649,0.0001220703125,0.0,0,True
MOT20-02,152,401,46,355,0,46,True,True,0.9999981995185513,0.0001220703125,0.0,0,True
MOT20-02,153,400,45,355,0,45,True,True,0.9999980680782568,0.0001220703125,0.0,0,True
MOT20-02,154,400,45,355,0,45,True,True,0.999997285426541,0.0001220703125,0.0,0,True
MOT20-02,155,408,46,362,0,46,True,True,0.9999986667271084,0.0001220703125,0.0,0,True
MOT20-02,156,404,45,359,0,45,True,True,0.9999978148810967,0.0001220703125,0.0,0,True
MOT20-02,157,398,45,353,0,45,True,True,0.9999982840542307,0.0001220703125,0.0,0,True
MOT20-02,158,409,47,362,0,47,True,True,0.9999987244914228,0.0001220703125,0.0,0,True
MOT20-02,159,410,48,362,0,48,True,True,0.9999981778259641,0.0001220703125,0.0,0,True
MOT20-02,160,397,47,350,0,47,True,True,0.9999977705899985,0.0001220703125,0.0,0,True
MOT20-02,161,396,45,351,0,45,True,True,0.9999984783376142,0.0001220703125,0.0,0,True
MOT20-02,162,396,48,348,0,48,True,True,0.9999976143643892,0.0001220703125,0.0,0,True
MOT20-02,163,409,48,361,0,48,True,True,0.999998226098001,0.0001220703125,0.0,0,True
MOT20-02,164,395,46,349,0,46,True,True,0.9999981240209734,0.0001220703125,0.0,0,True
MOT20-02,165,382,46,336,0,46,True,True,0.9999980455523475,0.0001220703125,0.0,0,True
MOT20-02,166,385,45,340,0,45,True,True,0.9999982093293939,0.0001220703125,0.0,0,True
MOT20-02,167,382,43,339,0,43,True,True,0.9999982218871467,0.0001220703125,0.0,0,True
MOT20-02,168,395,46,349,0,46,True,True,0.9999978650885402,0.0001220703125,0.0,0,True
MOT20-02,169,402,48,354,0,48,True,True,0.9999983779005166,0.0001220703125,0.0,0,True
MOT20-02,170,409,49,360,0,49,True,True,0.999997196521434,0.0001220703125,0.0,0,True
MOT20-02,171,401,47,354,0,47,True,True,0.9999984662694305,0.0001220703125,0.0,0,True
MOT20-02,172,395,48,347,0,48,True,True,0.9999984272624616,0.0001220703125,0.0,0,True
MOT20-02,173,404,47,357,0,47,True,True,0.9999980090072512,0.0001220703125,0.0,0,True
MOT20-02,174,401,48,353,0,48,True,True,0.999998240582719,0.0001220703125,0.0,0,True
MOT20-02,175,390,45,345,0,45,True,True,0.9999985862966911,0.0001220703125,0.0,0,True
MOT20-02,176,390,44,346,0,44,True,True,0.9999981792558983,0.0001220703125,0.0,0,True
MOT20-02,177,392,45,347,0,45,True,True,0.9999984516192966,0.0001220703125,0.0,0,True
MOT20-02,178,387,44,343,0,44,True,True,0.9999972951041385,0.0001220703125,0.0,0,True
MOT20-02,179,379,44,335,0,44,True,True,0.9999972980421613,0.0001220703125,0.0,0,True
MOT20-02,180,386,43,343,0,43,True,True,0.9999972449893243,0.0001220703125,0.0,0,True
MOT20-02,181,390,45,345,0,45,True,True,0.999998760118979,0.0001220703125,0.0,0,True
MOT20-02,182,399,46,353,0,46,True,True,0.999997109258467,0.0001220703125,0.0,0,True
MOT20-02,183,397,47,350,0,47,True,True,0.9999972598385497,0.0001220703125,0.0,0,True
MOT20-02,184,398,45,353,0,45,True,True,0.9999959647073303,0.0001220703125,0.0,0,True
MOT20-02,185,397,46,351,0,46,True,True,0.9999983690351538,0.0001220703125,0.0,0,True
MOT20-02,186,393,44,349,0,44,True,True,0.9999983817984692,0.0001220703125,0.0,0,True
MOT20-02,187,406,46,360,0,46,True,True,0.9999971416643534,0.0001220703125,0.0,0,True
MOT20-02,188,406,47,359,0,47,True,True,0.9999978033854224,0.0001220703125,0.0,0,True
MOT20-02,189,412,47,365,0,47,True,True,0.999998475289009,0.0001220703125,0.0,0,True
MOT20-02,190,406,47,359,0,47,True,True,0.9999983707464263,0.0001220703125,0.0,0,True
MOT20-02,191,404,46,358,0,46,True,True,0.9999985094315718,0.0001220703125,0.0,0,True
MOT20-02,192,418,46,372,0,46,True,True,0.9999978598180845,0.0001220703125,0.0,0,True
MOT20-02,193,417,47,370,0,47,True,True,0.9999986139717195,0.0001220703125,0.0,0,True
MOT20-02,194,412,48,364,0,48,True,True,0.9999978398648619,0.0001220703125,0.0,0,True
MOT20-02,195,405,46,359,0,46,True,True,0.9999978180707382,0.0001220703125,0.0,0,True
MOT20-02,196,402,46,356,0,46,True,True,0.9999974146645398,0.0001220703125,0.0,0,True
MOT20-02,197,407,47,360,0,47,True,True,0.9999977780444125,0.0001220703125,0.0,0,True
MOT20-02,198,402,46,356,0,46,True,True,0.999997376629441,0.0001220703125,0.0,0,True
MOT20-02,199,407,48,359,0,48,True,True,0.9999984337770534,0.0001220703125,0.0,0,True
MOT20-02,200,402,49,353,0,49,True,True,0.9999972909126373,0.0001220703125,0.0,0,True
MOT20-02,201,383,47,336,0,47,True,True,0.9999981410082428,0.0001220703125,0.0,0,True
MOT20-02,202,390,46,344,0,46,True,True,0.9999977982661346,0.0001220703125,0.0,0,True
MOT20-02,203,392,47,345,0,47,True,True,0.9999971942900394,0.0001220703125,0.0,0,True
MOT20-02,204,387,46,341,0,46,True,True,0.9999980661829546,0.0001220703125,0.0,0,True
MOT20-02,205,389,48,341,0,48,True,True,0.9999982146682853,0.0001220703125,0.0,0,True
MOT20-02,206,372,45,327,0,45,True,True,0.9999975864998455,0.0001220703125,0.0,0,True
MOT20-02,207,384,49,335,0,49,True,True,0.9999972030319134,0.0001220703125,0.0,0,True
MOT20-02,208,372,43,329,0,43,True,True,0.9999983830099622,0.0001220703125,0.0,0,True
MOT20-02,209,375,46,329,0,46,True,True,0.9999969471008907,0.0001220703125,0.0,0,True
MOT20-02,210,375,45,330,0,45,True,True,0.9999977818935974,0.0001220703125,0.0,0,True
MOT20-02,211,372,43,329,0,43,True,True,0.9999983364497176,0.0001220703125,0.0,0,True
MOT20-02,212,369,43,326,0,43,True,True,0.9999984101369667,0.0001220703125,0.0,0,True
MOT20-02,213,369,43,326,0,43,True,True,0.9999984586383303,0.0001220703125,0.0,0,True
MOT20-02,214,374,44,330,0,44,True,True,0.9999982614213749,0.0001220703125,0.0,0,True
MOT20-02,215,379,46,333,0,46,True,True,0.9999976044518866,0.0001220703125,0.0,0,True
MOT20-02,216,394,48,346,0,48,True,True,0.9999987776872795,6.103515625e-05,0.0,0,True
MOT20-02,217,384,47,337,0,47,True,True,0.9999969794131905,0.0001220703125,0.0,0,True
MOT20-02,218,381,47,334,0,47,True,True,0.9999980248124255,0.0001220703125,0.0,0,True
MOT20-02,219,385,43,342,0,43,True,True,0.9999976629125251,0.0001220703125,0.0,0,True
MOT20-02,220,378,45,333,0,45,True,True,0.999998372155966,0.0001220703125,0.0,0,True
MOT20-02,221,377,44,333,0,44,True,True,0.9999984882651004,0.0001220703125,0.0,0,True
MOT20-02,222,384,45,339,0,45,True,True,0.9999983268946663,0.0001220703125,0.0,0,True
MOT20-02,223,374,43,331,0,43,True,True,0.9999976599429026,0.0001220703125,0.0,0,True
MOT20-02,224,377,43,334,0,43,True,True,0.9999972758798227,0.0001220703125,0.0,0,True
MOT20-02,225,378,42,336,0,42,True,True,0.9999979559444712,0.0001220703125,0.0,0,True
MOT20-02,226,377,42,335,0,42,True,True,0.9999979446071631,0.0001220703125,0.0,0,True
MOT20-02,227,380,44,336,0,44,True,True,0.9999975219063478,0.0001220703125,0.0,0,True
MOT20-02,228,385,44,341,0,44,True,True,0.9999986977384265,0.0001220703125,0.0,0,True
MOT20-02,229,398,47,351,0,47,True,True,0.9999972053768549,0.0001220703125,0.0,0,True
MOT20-02,230,404,48,356,0,48,True,True,0.9999980078966975,0.0001220703125,0.0,0,True
MOT20-02,231,391,45,346,0,45,True,True,0.9999988369307067,6.103515625e-05,0.0,0,True
MOT20-02,232,380,45,335,0,45,True,True,0.9999990289489732,6.103515625e-05,0.0,0,True
MOT20-02,233,385,45,340,0,45,True,True,0.9999984873375022,6.103515625e-05,0.0,0,True
MOT20-02,234,382,44,338,0,44,True,True,0.9999985882027397,0.0001220703125,0.0,0,True
MOT20-02,235,386,45,341,0,45,True,True,0.9999979662730178,0.0001220703125,0.0,0,True
MOT20-02,236,370,43,327,0,43,True,True,0.9999977091465708,0.0001220703125,0.0,0,True
MOT20-02,237,378,44,334,0,44,True,True,0.9999983592709167,6.103515625e-05,0.0,0,True
MOT20-02,238,377,42,335,0,42,True,True,0.9999978372065335,0.0001220703125,0.0,0,True
MOT20-02,239,370,42,328,0,42,True,True,0.9999978339140524,0.0001220703125,0.0,0,True
MOT20-02,240,381,42,339,0,42,True,True,0.9999984861513121,0.0001220703125,0.0,0,True
MOT20-02,241,384,43,341,0,43,True,True,0.999996886481101,0.0001220703125,0.0,0,True
MOT20-02,242,388,44,344,0,44,True,True,0.9999981017788231,0.0001220703125,0.0,0,True
MOT20-02,243,394,47,347,0,47,True,True,0.9999970310507557,0.0001220703125,0.0,0,True
MOT20-02,244,395,46,349,0,46,True,True,0.9999980921582936,0.0001220703125,0.0,0,True
MOT20-02,245,387,43,344,0,43,True,True,0.9999972542483642,0.0001220703125,0.0,0,True
MOT20-02,246,391,46,345,0,46,True,True,0.9999972987720218,0.0001220703125,0.0,0,True
MOT20-02,247,381,43,338,0,43,True,True,0.9999978221526279,0.0001220703125,0.0,0,True
MOT20-02,248,377,44,333,0,44,True,True,0.99999878892985,0.0001220703125,0.0,0,True
MOT20-02,249,386,44,342,0,44,True,True,0.9999975160525106,0.0001220703125,0.0,0,True
MOT20-02,250,390,44,346,0,44,True,True,0.999998816755686,6.103515625e-05,0.0,0,True
MOT20-02,251,392,47,345,0,47,True,True,0.9999974356903186,0.0001220703125,0.0,0,True
MOT20-02,252,391,46,345,0,46,True,True,0.9999971402124236,0.0001220703125,0.0,0,True
MOT20-02,253,391,45,346,0,45,True,True,0.9999971567727096,0.0001220703125,0.0,0,True
MOT20-02,254,386,44,342,0,44,True,True,0.9999980056678919,0.0001220703125,0.0,0,True
MOT20-02,255,384,47,337,0,47,True,True,0.9999981459301313,0.0001220703125,0.0,0,True
MOT20-02,256,396,49,347,0,49,True,True,0.9999978756535021,0.0001220703125,0.0,0,True
MOT20-02,257,377,45,332,0,45,True,True,0.9999980747312325,0.0001220703125,0.0,0,True
MOT20-02,258,373,42,331,0,42,True,True,0.9999986428274676,0.0001220703125,0.0,0,True
MOT20-02,259,379,42,337,0,42,True,True,0.9999980176076092,0.0001220703125,0.0,0,True
MOT20-02,260,391,44,347,0,44,True,True,0.99999809443248,0.0001220703125,0.0,0,True
MOT20-02,261,383,44,339,0,44,True,True,0.9999984044191208,6.103515625e-05,0.0,0,True
MOT20-02,262,390,44,346,0,44,True,True,0.9999984878178607,0.0001220703125,0.0,0,True
MOT20-02,263,370,41,329,0,41,True,True,0.9999985244352317,0.0001220703125,0.0,0,True
MOT20-02,264,377,44,333,0,44,True,True,0.9999978601066095,0.0001220703125,0.0,0,True
MOT20-02,265,390,44,346,0,44,True,True,0.9999984821393335,0.0001220703125,0.0,0,True
MOT20-02,266,384,43,341,0,43,True,True,0.9999975762691624,0.0001220703125,0.0,0,True
MOT20-02,267,392,43,349,0,43,True,True,0.9999986520313214,0.0001220703125,0.0,0,True
MOT20-02,268,382,43,339,0,43,True,True,0.999997488987116,0.0001220703125,0.0,0,True
MOT20-02,269,387,44,343,0,44,True,True,0.9999972415391108,0.0001220703125,0.0,0,True
MOT20-02,270,380,43,337,0,43,True,True,0.9999975555232341,0.0001220703125,0.0,0,True
MOT20-02,271,374,42,332,0,42,True,True,0.999997781701701,0.0001220703125,0.0,0,True
MOT20-02,272,383,45,338,0,45,True,True,0.9999984790226808,0.0001220703125,0.0,0,True
MOT20-02,273,388,44,344,0,44,True,True,0.9999980493552144,0.0001220703125,0.0,0,True
MOT20-02,274,376,45,331,0,45,True,True,0.9999982159678018,0.0001220703125,0.0,0,True
MOT20-02,275,384,45,339,0,45,True,True,0.9999975958090143,0.0001220703125,0.0,0,True
MOT20-02,276,367,44,323,0,44,True,True,0.9999982545068633,0.0001220703125,0.0,0,True
MOT20-02,277,367,43,324,0,43,True,True,0.9999985707772542,0.0001220703125,0.0,0,True
MOT20-02,278,372,44,328,0,44,True,True,0.9999980601077388,0.0001220703125,0.0,0,True
MOT20-02,279,385,47,338,0,47,True,True,0.9999990364111325,0.0001220703125,0.0,0,True
MOT20-02,280,386,47,339,0,47,True,True,0.9999987601604848,6.103515625e-05,0.0,0,True
MOT20-02,281,385,46,339,0,46,True,True,0.9999983336915896,0.0001220703125,0.0,0,True
MOT20-02,282,369,46,323,0,46,True,True,0.999997633397706,0.0001220703125,0.0,0,True
MOT20-02,283,366,44,322,0,44,True,True,0.9999987075210641,6.103515625e-05,0.0,0,True
MOT20-02,284,367,43,324,0,43,True,True,0.9999988655919284,0.0001220703125,0.0,0,True
MOT20-02,285,377,46,331,0,46,True,True,0.9999971207398071,0.0001220703125,0.0,0,True
MOT20-02,286,369,46,323,0,46,True,True,0.999998038931139,0.0001220703125,0.0,0,True
MOT20-02,287,376,45,331,0,45,True,True,0.9999980252959587,0.0001220703125,0.0,0,True
