variant,HOTA,DetA,AssA,IDF1,MOTA,IDSW,Frag,notes
rgsa_fullval_sweep_d0.1_20260606,73.65,75.064,72.612,86.474,88.695,41,110,lambda_defer=0.1 lambda_reject=0.0
