selected_windows,covered_sequences,selected_sequences,positive_windows,negative_windows,zero_windows,positive_precision,positive_sum,negative_mass,utility_sum,worst_sequence_utility,sequence_utility,candidate_stability_min,candidate_stability_mean,eligible,outer_held_out_seq,model_config,score_config,gate_config,model_order,score_order,gate_order
8,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,3,2,0.5,0.035820895521,0.059392700453,-0.023571804932,-0.05303030303,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05303030303, 'MOT20-05': -0.000151217299}",0.8,0.975,0,MOT20-02,extra_d10_l5,mean_positive_fraction,disp_le_030_stable_080,1,0,9
7,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,2,2,0.6,0.035820895521,0.059241483154,-0.023420587633,-0.05303030303,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05303030303, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d10_l5,mean_positive_fraction,q25_pos_disp_le_025_stable_080,1,0,10
8,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,3,2,0.5,0.035820895521,0.059392700453,-0.023571804932,-0.05303030303,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05303030303, 'MOT20-05': -0.000151217299}",0.8,0.975,0,MOT20-02,extra_d10_l5,mean_positive_fraction,q25_pos_disp_le_030_stable_080,1,0,11
12,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,5,3,0.444444444444,0.037037440533,0.070719059193,-0.03368161866,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.011477576039000001}",0.2,0.883333333333,0,MOT20-02,extra_d10_l5,seedq25_positive_fraction,all,1,1,0
1,1,['MOT20-01'],0,1,0,0.0,0.0,0.006211180124,-0.006211180124,-0.006211180124,"{'MOT20-01': -0.006211180124, 'MOT20-03': 0.0, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d10_l5,seedq25_positive_fraction,disp_le_015,1,1,1
2,1,['MOT20-01'],1,1,0,0.5,0.011940298507,0.006211180124,0.005729118383,0.0,"{'MOT20-01': 0.005729118383, 'MOT20-03': 0.0, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d10_l5,seedq25_positive_fraction,disp_le_020,1,1,2
9,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,3,3,0.5,0.035820895521,0.065353241012,-0.029532345491,-0.05303030303,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05303030303, 'MOT20-05': -0.006111757858}",0.2,0.866666666667,0,MOT20-02,extra_d10_l5,seedq25_positive_fraction,disp_le_025,1,1,3
10,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,4,3,0.428571428571,0.035820895521,0.065504458311,-0.02968356279,-0.05303030303,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05303030303, 'MOT20-05': -0.006262975156999999}",0.2,0.86,0,MOT20-02,extra_d10_l5,seedq25_positive_fraction,disp_le_030,1,1,4
12,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,5,3,0.444444444444,0.037037440533,0.070719059193,-0.03368161866,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.011477576039000001}",0.2,0.883333333333,0,MOT20-02,extra_d10_l5,seedq25_positive_fraction,disp_le_040,1,1,5
10,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,2,0.5,0.037037440533,0.064607301335,-0.027569860802,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",0.8,0.98,0,MOT20-02,extra_d10_l5,seedq25_positive_fraction,stable_080,1,1,6
2,1,['MOT20-01'],1,1,0,0.5,0.011940298507,0.006211180124,0.005729118383,0.0,"{'MOT20-01': 0.005729118383, 'MOT20-03': 0.0, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d10_l5,seedq25_positive_fraction,disp_le_020_stable_080,1,1,7
7,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,2,2,0.6,0.035820895521,0.059241483154,-0.023420587633,-0.05303030303,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05303030303, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d10_l5,seedq25_positive_fraction,disp_le_025_stable_080,1,1,8
8,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,3,2,0.5,0.035820895521,0.059392700453,-0.023571804932,-0.05303030303,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05303030303, 'MOT20-05': -0.000151217299}",0.8,0.975,0,MOT20-02,extra_d10_l5,seedq25_positive_fraction,disp_le_030_stable_080,1,1,9
7,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,2,2,0.6,0.035820895521,0.059241483154,-0.023420587633,-0.05303030303,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05303030303, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d10_l5,seedq25_positive_fraction,q25_pos_disp_le_025_stable_080,1,1,10
8,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,3,2,0.5,0.035820895521,0.059392700453,-0.023571804932,-0.05303030303,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05303030303, 'MOT20-05': -0.000151217299}",0.8,0.975,0,MOT20-02,extra_d10_l5,seedq25_positive_fraction,q25_pos_disp_le_030_stable_080,1,1,11
12,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,4,0.5,0.037037440533,0.064607301335,-0.027569860802,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",0.4,0.933333333333,0,MOT20-02,extra_d10_l5,mean_target_q25,all,1,2,0
1,1,['MOT20-01'],0,1,0,0.0,0.0,0.006211180124,-0.006211180124,-0.006211180124,"{'MOT20-01': -0.006211180124, 'MOT20-03': 0.0, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d10_l5,mean_target_q25,disp_le_015,1,2,1
3,2,"['MOT20-01', 'MOT20-03']",1,1,1,0.5,0.011940298507,0.006211180124,0.005729118383,0.0,"{'MOT20-01': 0.005729118383, 'MOT20-03': 0.0, 'MOT20-05': 0.0}",0.4,0.8,0,MOT20-02,extra_d10_l5,mean_target_q25,disp_le_020,1,2,2
8,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,2,3,0.6,0.035820895521,0.059241483154,-0.023420587633,-0.05303030303,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05303030303, 'MOT20-05': 0.0}",0.4,0.925,0,MOT20-02,extra_d10_l5,mean_target_q25,disp_le_025,1,2,3
10,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,3,4,0.5,0.035820895521,0.059392700453,-0.023571804932,-0.05303030303,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05303030303, 'MOT20-05': -0.000151217299}",0.4,0.92,0,MOT20-02,extra_d10_l5,mean_target_q25,disp_le_030,1,2,4
12,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,4,0.5,0.037037440533,0.064607301335,-0.027569860802,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",0.4,0.933333333333,0,MOT20-02,extra_d10_l5,mean_target_q25,disp_le_040,1,2,5
11,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,3,0.5,0.037037440533,0.064607301335,-0.027569860802,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",0.8,0.981818181818,0,MOT20-02,extra_d10_l5,mean_target_q25,stable_080,1,2,6
2,1,['MOT20-01'],1,1,0,0.5,0.011940298507,0.006211180124,0.005729118383,0.0,"{'MOT20-01': 0.005729118383, 'MOT20-03': 0.0, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d10_l5,mean_target_q25,disp_le_020_stable_080,1,2,7
7,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,2,2,0.6,0.035820895521,0.059241483154,-0.023420587633,-0.05303030303,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05303030303, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d10_l5,mean_target_q25,disp_le_025_stable_080,1,2,8
9,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,3,3,0.5,0.035820895521,0.059392700453,-0.023571804932,-0.05303030303,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05303030303, 'MOT20-05': -0.000151217299}",0.8,0.977777777778,0,MOT20-02,extra_d10_l5,mean_target_q25,disp_le_030_stable_080,1,2,9
7,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,2,2,0.6,0.035820895521,0.059241483154,-0.023420587633,-0.05303030303,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05303030303, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d10_l5,mean_target_q25,q25_pos_disp_le_025_stable_080,1,2,10
9,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,3,3,0.5,0.035820895521,0.059392700453,-0.023571804932,-0.05303030303,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05303030303, 'MOT20-05': -0.000151217299}",0.8,0.977777777778,0,MOT20-02,extra_d10_l5,mean_target_q25,q25_pos_disp_le_030_stable_080,1,2,11
12,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,5,3,0.444444444444,0.037037440533,0.070719059193,-0.03368161866,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.011477576039000001}",0.6,0.933333333333,0,MOT20-02,extra_full_l5,mean_positive_fraction,all,2,0,0
1,1,['MOT20-03'],0,0,1,0.0,0.0,-0.0,0.0,0.0,"{'MOT20-01': 0.0, 'MOT20-03': 0.0, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_full_l5,mean_positive_fraction,disp_le_015,2,0,1
4,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",1,2,1,0.333333333333,0.001216545012,0.006362397423,-0.005145852411,-0.006211180124,"{'MOT20-01': -0.006211180124, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_full_l5,mean_positive_fraction,disp_le_020,2,0,2
6,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,2,1,0.6,0.025097142026,0.006362397423,0.018734744603,-0.000151217299,"{'MOT20-01': 0.017669416889999998, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_full_l5,mean_positive_fraction,disp_le_025,2,0,3
9,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,1,0.5,0.037037440533,0.065504458311,-0.028467017778,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.006262975156999999}",0.6,0.955555555556,0,MOT20-02,extra_full_l5,mean_positive_fraction,disp_le_030,2,0,4
11,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,5,2,0.444444444444,0.037037440533,0.070719059193,-0.03368161866,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.011477576039000001}",0.6,0.963636363636,0,MOT20-02,extra_full_l5,mean_positive_fraction,disp_le_040,2,0,5
10,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,2,0.5,0.037037440533,0.064607301335,-0.027569860802,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",1.0,1.0,0,MOT20-02,extra_full_l5,mean_positive_fraction,stable_080,2,0,6
4,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",1,2,1,0.333333333333,0.001216545012,0.006362397423,-0.005145852411,-0.006211180124,"{'MOT20-01': -0.006211180124, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_full_l5,mean_positive_fraction,disp_le_020_stable_080,2,0,7
6,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,2,1,0.6,0.025097142026,0.006362397423,0.018734744603,-0.000151217299,"{'MOT20-01': 0.017669416889999998, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_full_l5,mean_positive_fraction,disp_le_025_stable_080,2,0,8
8,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,3,1,0.571428571429,0.037037440533,0.059392700453,-0.02235525992,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_full_l5,mean_positive_fraction,disp_le_030_stable_080,2,0,9
6,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,2,1,0.6,0.025097142026,0.006362397423,0.018734744603,-0.000151217299,"{'MOT20-01': 0.017669416889999998, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_full_l5,mean_positive_fraction,q25_pos_disp_le_025_stable_080,2,0,10
8,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,3,1,0.571428571429,0.037037440533,0.059392700453,-0.02235525992,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_full_l5,mean_positive_fraction,q25_pos_disp_le_030_stable_080,2,0,11
12,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",5,5,2,0.5,0.038519653972,0.070719059193,-0.032199405221,-0.050331544579,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05033154457900001, 'MOT20-05': -0.011477576039000001}",0.4,0.916666666667,0,MOT20-02,extra_full_l5,seedq25_positive_fraction,all,2,1,0
1,1,['MOT20-03'],0,0,1,0.0,0.0,-0.0,0.0,0.0,"{'MOT20-01': 0.0, 'MOT20-03': 0.0, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_full_l5,seedq25_positive_fraction,disp_le_015,2,1,1
4,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",1,2,1,0.333333333333,0.001216545012,0.006362397423,-0.005145852411,-0.006211180124,"{'MOT20-01': -0.006211180124, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_full_l5,seedq25_positive_fraction,disp_le_020,2,1,2
7,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,2,1,0.666666666667,0.026579355465,0.006362397423,0.020216958042,-0.000151217299,"{'MOT20-01': 0.017669416889999998, 'MOT20-03': 0.0026987584510000003, 'MOT20-05': -0.000151217299}",0.4,0.914285714286,0,MOT20-02,extra_full_l5,seedq25_positive_fraction,disp_le_025,2,1,3
10,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",5,4,1,0.555555555556,0.038519653972,0.065504458311,-0.026984804339,-0.050331544579,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05033154457900001, 'MOT20-05': -0.006262975156999999}",0.4,0.9,0,MOT20-02,extra_full_l5,seedq25_positive_fraction,disp_le_030,2,1,4
12,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",5,5,2,0.5,0.038519653972,0.070719059193,-0.032199405221,-0.050331544579,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05033154457900001, 'MOT20-05': -0.011477576039000001}",0.4,0.916666666667,0,MOT20-02,extra_full_l5,seedq25_positive_fraction,disp_le_040,2,1,5
10,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,2,0.5,0.037037440533,0.064607301335,-0.027569860802,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",1.0,1.0,0,MOT20-02,extra_full_l5,seedq25_positive_fraction,stable_080,2,1,6
4,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",1,2,1,0.333333333333,0.001216545012,0.006362397423,-0.005145852411,-0.006211180124,"{'MOT20-01': -0.006211180124, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_full_l5,seedq25_positive_fraction,disp_le_020_stable_080,2,1,7
6,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,2,1,0.6,0.025097142026,0.006362397423,0.018734744603,-0.000151217299,"{'MOT20-01': 0.017669416889999998, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_full_l5,seedq25_positive_fraction,disp_le_025_stable_080,2,1,8
8,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,3,1,0.571428571429,0.037037440533,0.059392700453,-0.02235525992,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_full_l5,seedq25_positive_fraction,disp_le_030_stable_080,2,1,9
6,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,2,1,0.6,0.025097142026,0.006362397423,0.018734744603,-0.000151217299,"{'MOT20-01': 0.017669416889999998, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_full_l5,seedq25_positive_fraction,q25_pos_disp_le_025_stable_080,2,1,10
8,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,3,1,0.571428571429,0.037037440533,0.059392700453,-0.02235525992,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_full_l5,seedq25_positive_fraction,q25_pos_disp_le_030_stable_080,2,1,11
12,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,4,0.5,0.037037440533,0.064607301335,-0.027569860802,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",0.8,0.983333333333,0,MOT20-02,extra_full_l5,mean_target_q25,all,2,2,0
1,1,['MOT20-03'],0,0,1,0.0,0.0,-0.0,0.0,0.0,"{'MOT20-01': 0.0, 'MOT20-03': 0.0, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_full_l5,mean_target_q25,disp_le_015,2,2,1
5,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",1,2,2,0.333333333333,0.001216545012,0.006362397423,-0.005145852411,-0.006211180124,"{'MOT20-01': -0.006211180124, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.000151217299}",0.8,0.96,0,MOT20-02,extra_full_l5,mean_target_q25,disp_le_020,2,2,2
7,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,2,2,0.6,0.025097142026,0.006362397423,0.018734744603,-0.000151217299,"{'MOT20-01': 0.017669416889999998, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.000151217299}",0.8,0.971428571429,0,MOT20-02,extra_full_l5,mean_target_q25,disp_le_025,2,2,3
10,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,3,3,0.571428571429,0.037037440533,0.059392700453,-0.02235525992,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.000151217299}",0.8,0.98,0,MOT20-02,extra_full_l5,mean_target_q25,disp_le_030,2,2,4
12,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,4,0.5,0.037037440533,0.064607301335,-0.027569860802,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",0.8,0.983333333333,0,MOT20-02,extra_full_l5,mean_target_q25,disp_le_040,2,2,5
12,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,4,0.5,0.037037440533,0.064607301335,-0.027569860802,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",0.8,0.983333333333,0,MOT20-02,extra_full_l5,mean_target_q25,stable_080,2,2,6
5,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",1,2,2,0.333333333333,0.001216545012,0.006362397423,-0.005145852411,-0.006211180124,"{'MOT20-01': -0.006211180124, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.000151217299}",0.8,0.96,0,MOT20-02,extra_full_l5,mean_target_q25,disp_le_020_stable_080,2,2,7
7,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,2,2,0.6,0.025097142026,0.006362397423,0.018734744603,-0.000151217299,"{'MOT20-01': 0.017669416889999998, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.000151217299}",0.8,0.971428571429,0,MOT20-02,extra_full_l5,mean_target_q25,disp_le_025_stable_080,2,2,8
10,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,3,3,0.571428571429,0.037037440533,0.059392700453,-0.02235525992,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.000151217299}",0.8,0.98,0,MOT20-02,extra_full_l5,mean_target_q25,disp_le_030_stable_080,2,2,9
7,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,2,2,0.6,0.025097142026,0.006362397423,0.018734744603,-0.000151217299,"{'MOT20-01': 0.017669416889999998, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.000151217299}",0.8,0.971428571429,0,MOT20-02,extra_full_l5,mean_target_q25,q25_pos_disp_le_025_stable_080,2,2,10
10,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,3,3,0.571428571429,0.037037440533,0.059392700453,-0.02235525992,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.000151217299}",0.8,0.98,0,MOT20-02,extra_full_l5,mean_target_q25,q25_pos_disp_le_030_stable_080,2,2,11
12,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",6,3,3,0.666666666667,1.010110795922,0.076048882995,0.934061912927,0.141215771352,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.45423739004700003, 'MOT20-05': 0.141215771352}",0.4,0.883333333333,0,MOT20-03,extra_d7_l3,mean_positive_fraction,all,0,0,0
3,2,"['MOT20-01', 'MOT20-05']",1,1,1,0.5,0.011940298507,0.01872659176,-0.006786293253,-0.01872659176,"{'MOT20-01': 0.011940298507, 'MOT20-02': 0.0, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d7_l3,mean_positive_fraction,disp_le_015,0,0,1
5,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",2,1,2,0.666666666667,0.023880597014,0.01872659176,0.005154005254,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.0, 'MOT20-05': -0.01872659176}",0.6,0.92,0,MOT20-03,extra_d7_l3,mean_positive_fraction,disp_le_020,0,0,2
7,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",3,1,3,0.75,0.368735271012,0.01872659176,0.350008679252,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.344854673998, 'MOT20-05': -0.01872659176}",0.6,0.942857142857,0,MOT20-03,extra_d7_l3,mean_positive_fraction,disp_le_025,0,0,3
9,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",5,1,3,0.833333333333,0.849616968762,0.01872659176,0.830890377002,0.141215771352,"{'MOT20-01': 0.34481993165200003, 'MOT20-02': 0.344854673998, 'MOT20-05': 0.141215771352}",0.4,0.888888888889,0,MOT20-03,extra_d7_l3,mean_positive_fraction,disp_le_030,0,0,4
12,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",6,3,3,0.666666666667,1.010110795922,0.076048882995,0.934061912927,0.141215771352,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.45423739004700003, 'MOT20-05': 0.141215771352}",0.4,0.883333333333,0,MOT20-03,extra_d7_l3,mean_positive_fraction,disp_le_040,0,0,5
10,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",5,3,2,0.625,0.689171461284,0.076048882995,0.613122578289,0.01766941689,"{'MOT20-01': 0.017669416889999998, 'MOT20-02': 0.45423739004700003, 'MOT20-05': 0.141215771352}",0.8,0.96,0,MOT20-03,extra_d7_l3,mean_positive_fraction,stable_080,0,0,6
4,2,"['MOT20-01', 'MOT20-05']",2,1,1,0.666666666667,0.023880597014,0.01872659176,0.005154005254,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.0, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d7_l3,mean_positive_fraction,disp_le_020_stable_080,0,0,7
6,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",3,1,2,0.75,0.368735271012,0.01872659176,0.350008679252,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.344854673998, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d7_l3,mean_positive_fraction,disp_le_025_stable_080,0,0,8
7,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,1,2,0.8,0.528677634124,0.01872659176,0.509951042364,0.023880597014,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.344854673998, 'MOT20-05': 0.141215771352}",1.0,1.0,1,MOT20-03,extra_d7_l3,mean_positive_fraction,disp_le_030_stable_080,0,0,9
6,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",3,1,2,0.75,0.368735271012,0.01872659176,0.350008679252,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.344854673998, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d7_l3,mean_positive_fraction,q25_pos_disp_le_025_stable_080,0,0,10
7,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",4,1,2,0.8,0.528677634124,0.01872659176,0.509951042364,0.023880597014,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.344854673998, 'MOT20-05': 0.141215771352}",1.0,1.0,1,MOT20-03,extra_d7_l3,mean_positive_fraction,q25_pos_disp_le_030_stable_080,0,0,11
12,3,"['MOT20-01', 'MOT20-02', 'MOT20-05']",7,3,2,0.7,1.013104807898,0.076048882995,0.937055924903,0.141215771352,"{'MOT20-01': 0.338608751528, 'MOT20-02': 0.457231402023, 'MOT20-05': 0.141215771352}",0.4,0.866666666667,0,MOT20-03,extra_d7_l3,seedq25_positive_fraction,all,0,1,0
3,2,"['MOT20-01', 'MOT20-05']",1,1,1,0.5,0.011940298507,0.01872659176,-0.006786293253,-0.01872659176,"{'MOT20-01': 0.011940298507, 'MOT20-02': 0.0, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d7_l3,seedq25_positive_fraction,disp_le_015,0,1,1
4,2,"['MOT20-01', 'MOT20-05']",2,1,1,0.666666666667,0.023880597014,0.01872659176,0.005154005254,-0.01872659176,"{'MOT20-01': 0.023880597014, 'MOT20-02': 0.0, 'MOT20-05': -0.01872659176}",1.0,1.0,0,MOT20-03,extra_d7_l3,seedq25_positive_fraction,disp_le_020,0,1,2
