selected_windows,covered_sequences,selected_sequences,positive_windows,negative_windows,zero_windows,positive_precision,positive_sum,negative_mass,utility_sum,worst_sequence_utility,sequence_utility,candidate_stability_min,candidate_stability_mean,eligible,outer_held_out_seq,model_config,score_config,gate_config,model_order,score_order,gate_order
10,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,4,4,0.333333333333,0.004210556988,0.165613710025,-0.161403153037,-0.145178210997,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': -0.145178210997, 'MOT20-05': -0.014138513711}",0.0,0.88,0,MOT20-01,extra_full_l5,mean_positive_fraction,disp_le_030,2,0,4
12,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,6,4,0.25,0.004210556988,0.295180611921,-0.290970054933,-0.223634001782,"{'MOT20-02': -0.053197539440000004, 'MOT20-03': -0.22363400178200002, 'MOT20-05': -0.014138513711}",0.0,0.9,0,MOT20-01,extra_full_l5,mean_positive_fraction,disp_le_040,2,0,5
11,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,5,4,0.285714285714,0.004210556988,0.289068854063,-0.284858297075,-0.223634001782,"{'MOT20-02': -0.053197539440000004, 'MOT20-03': -0.22363400178200002, 'MOT20-05': -0.008026755853}",0.8,0.981818181818,0,MOT20-01,extra_full_l5,mean_positive_fraction,stable_080,2,0,6
8,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,2,4,0.5,0.004210556988,0.013107196158,-0.00889663917,-0.008026755853,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.008026755853}",0.8,0.975,0,MOT20-01,extra_full_l5,mean_positive_fraction,disp_le_020_stable_080,2,0,7
9,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,3,4,0.4,0.004210556988,0.159501952167,-0.155291395179,-0.145178210997,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': -0.145178210997, 'MOT20-05': -0.008026755853}",0.8,0.977777777778,0,MOT20-01,extra_full_l5,mean_positive_fraction,disp_le_025_stable_080,2,0,8
9,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,3,4,0.4,0.004210556988,0.159501952167,-0.155291395179,-0.145178210997,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': -0.145178210997, 'MOT20-05': -0.008026755853}",0.8,0.977777777778,0,MOT20-01,extra_full_l5,mean_positive_fraction,disp_le_030_stable_080,2,0,9
9,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,3,4,0.4,0.004210556988,0.159501952167,-0.155291395179,-0.145178210997,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': -0.145178210997, 'MOT20-05': -0.008026755853}",0.8,0.977777777778,0,MOT20-01,extra_full_l5,mean_positive_fraction,q25_pos_disp_le_025_stable_080,2,0,10
9,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,3,4,0.4,0.004210556988,0.159501952167,-0.155291395179,-0.145178210997,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': -0.145178210997, 'MOT20-05': -0.008026755853}",0.8,0.977777777778,0,MOT20-01,extra_full_l5,mean_positive_fraction,q25_pos_disp_le_030_stable_080,2,0,11
12,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",3,5,4,0.375,0.005820862946,0.289068854063,-0.283247991117,-0.223634001782,"{'MOT20-02': -0.053197539440000004, 'MOT20-03': -0.22363400178200002, 'MOT20-05': -0.006416449895000001}",0.6,0.95,0,MOT20-01,extra_full_l5,seedq25_positive_fraction,all,2,1,0
4,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",1,1,2,0.5,0.001216545012,0.008026755853,-0.006810210841,-0.008026755853,"{'MOT20-02': 0.0, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.008026755853}",1.0,1.0,0,MOT20-01,extra_full_l5,seedq25_positive_fraction,disp_le_015,2,1,1
9,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",3,2,4,0.6,0.005820862946,0.013107196158,-0.007286333212,-0.006416449895,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.006416449895000001}",0.6,0.933333333333,0,MOT20-01,extra_full_l5,seedq25_positive_fraction,disp_le_020,2,1,2
10,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",3,3,4,0.5,0.005820862946,0.159501952167,-0.153681089221,-0.145178210997,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': -0.145178210997, 'MOT20-05': -0.006416449895000001}",0.6,0.94,0,MOT20-01,extra_full_l5,seedq25_positive_fraction,disp_le_025,2,1,3
10,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",3,3,4,0.5,0.005820862946,0.159501952167,-0.153681089221,-0.145178210997,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': -0.145178210997, 'MOT20-05': -0.006416449895000001}",0.6,0.94,0,MOT20-01,extra_full_l5,seedq25_positive_fraction,disp_le_030,2,1,4
12,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",3,5,4,0.375,0.005820862946,0.289068854063,-0.283247991117,-0.223634001782,"{'MOT20-02': -0.053197539440000004, 'MOT20-03': -0.22363400178200002, 'MOT20-05': -0.006416449895000001}",0.6,0.95,0,MOT20-01,extra_full_l5,seedq25_positive_fraction,disp_le_040,2,1,5
11,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,5,4,0.285714285714,0.004210556988,0.289068854063,-0.284858297075,-0.223634001782,"{'MOT20-02': -0.053197539440000004, 'MOT20-03': -0.22363400178200002, 'MOT20-05': -0.008026755853}",0.8,0.981818181818,0,MOT20-01,extra_full_l5,seedq25_positive_fraction,stable_080,2,1,6
8,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,2,4,0.5,0.004210556988,0.013107196158,-0.00889663917,-0.008026755853,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.008026755853}",0.8,0.975,0,MOT20-01,extra_full_l5,seedq25_positive_fraction,disp_le_020_stable_080,2,1,7
9,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,3,4,0.4,0.004210556988,0.159501952167,-0.155291395179,-0.145178210997,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': -0.145178210997, 'MOT20-05': -0.008026755853}",0.8,0.977777777778,0,MOT20-01,extra_full_l5,seedq25_positive_fraction,disp_le_025_stable_080,2,1,8
9,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,3,4,0.4,0.004210556988,0.159501952167,-0.155291395179,-0.145178210997,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': -0.145178210997, 'MOT20-05': -0.008026755853}",0.8,0.977777777778,0,MOT20-01,extra_full_l5,seedq25_positive_fraction,disp_le_030_stable_080,2,1,9
9,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,3,4,0.4,0.004210556988,0.159501952167,-0.155291395179,-0.145178210997,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': -0.145178210997, 'MOT20-05': -0.008026755853}",0.8,0.977777777778,0,MOT20-01,extra_full_l5,seedq25_positive_fraction,q25_pos_disp_le_025_stable_080,2,1,10
9,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,3,4,0.4,0.004210556988,0.159501952167,-0.155291395179,-0.145178210997,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': -0.145178210997, 'MOT20-05': -0.008026755853}",0.8,0.977777777778,0,MOT20-01,extra_full_l5,seedq25_positive_fraction,q25_pos_disp_le_030_stable_080,2,1,11
12,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",3,5,4,0.375,0.038993165684,0.289068854063,-0.250075688379,-0.223634001782,"{'MOT20-02': -0.053197539440000004, 'MOT20-03': -0.22363400178200002, 'MOT20-05': 0.026755852843}",0.4,0.883333333333,0,MOT20-01,extra_full_l5,mean_target_q25,all,2,2,0
3,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",1,1,1,0.5,0.001216545012,0.008026755853,-0.006810210841,-0.008026755853,"{'MOT20-02': 0.0, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.008026755853}",1.0,1.0,0,MOT20-01,extra_full_l5,mean_target_q25,disp_le_015,2,2,1
7,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,2,3,0.5,0.004210556988,0.013107196158,-0.00889663917,-0.008026755853,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.008026755853}",0.8,0.971428571429,0,MOT20-01,extra_full_l5,mean_target_q25,disp_le_020,2,2,2
8,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,3,3,0.4,0.004210556988,0.159501952167,-0.155291395179,-0.145178210997,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': -0.145178210997, 'MOT20-05': -0.008026755853}",0.8,0.975,0,MOT20-01,extra_full_l5,mean_target_q25,disp_le_025,2,2,3
8,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,3,3,0.4,0.004210556988,0.159501952167,-0.155291395179,-0.145178210997,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': -0.145178210997, 'MOT20-05': -0.008026755853}",0.8,0.975,0,MOT20-01,extra_full_l5,mean_target_q25,disp_le_030,2,2,4
12,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",3,5,4,0.375,0.038993165684,0.289068854063,-0.250075688379,-0.223634001782,"{'MOT20-02': -0.053197539440000004, 'MOT20-03': -0.22363400178200002, 'MOT20-05': 0.026755852843}",0.4,0.883333333333,0,MOT20-01,extra_full_l5,mean_target_q25,disp_le_040,2,2,5
10,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,5,3,0.285714285714,0.004210556988,0.289068854063,-0.284858297075,-0.223634001782,"{'MOT20-02': -0.053197539440000004, 'MOT20-03': -0.22363400178200002, 'MOT20-05': -0.008026755853}",0.8,0.96,0,MOT20-01,extra_full_l5,mean_target_q25,stable_080,2,2,6
7,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,2,3,0.5,0.004210556988,0.013107196158,-0.00889663917,-0.008026755853,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': 0.001216545012, 'MOT20-05': -0.008026755853}",0.8,0.971428571429,0,MOT20-01,extra_full_l5,mean_target_q25,disp_le_020_stable_080,2,2,7
8,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,3,3,0.4,0.004210556988,0.159501952167,-0.155291395179,-0.145178210997,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': -0.145178210997, 'MOT20-05': -0.008026755853}",0.8,0.975,0,MOT20-01,extra_full_l5,mean_target_q25,disp_le_025_stable_080,2,2,8
8,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,3,3,0.4,0.004210556988,0.159501952167,-0.155291395179,-0.145178210997,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': -0.145178210997, 'MOT20-05': -0.008026755853}",0.8,0.975,0,MOT20-01,extra_full_l5,mean_target_q25,disp_le_030_stable_080,2,2,9
8,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,3,3,0.4,0.004210556988,0.159501952167,-0.155291395179,-0.145178210997,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': -0.145178210997, 'MOT20-05': -0.008026755853}",0.8,0.975,0,MOT20-01,extra_full_l5,mean_target_q25,q25_pos_disp_le_025_stable_080,2,2,10
8,3,"['MOT20-02', 'MOT20-03', 'MOT20-05']",2,3,3,0.4,0.004210556988,0.159501952167,-0.155291395179,-0.145178210997,"{'MOT20-02': -0.0020864283290000004, 'MOT20-03': -0.145178210997, 'MOT20-05': -0.008026755853}",0.8,0.975,0,MOT20-01,extra_full_l5,mean_target_q25,q25_pos_disp_le_030_stable_080,2,2,11
12,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,5,3,0.444444444444,0.037037440533,0.070719059193,-0.03368161866,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.011477576039000001}",0.4,0.9,0,MOT20-02,extra_d7_l3,mean_positive_fraction,all,0,0,0
1,1,['MOT20-03'],1,0,0,1.0,0.001216545012,-0.0,0.001216545012,0.0,"{'MOT20-01': 0.0, 'MOT20-03': 0.001216545012, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d7_l3,mean_positive_fraction,disp_le_015,0,0,1
3,2,"['MOT20-01', 'MOT20-03']",1,1,1,0.5,0.001216545012,0.006211180124,-0.004994635112,-0.006211180124,"{'MOT20-01': -0.006211180124, 'MOT20-03': 0.001216545012, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d7_l3,mean_positive_fraction,disp_le_020,0,0,2
7,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",2,3,2,0.4,0.013156843519,0.059392700453,-0.046235856934,-0.051813758018,"{'MOT20-01': 0.005729118383, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.000151217299}",0.4,0.914285714286,0,MOT20-02,extra_d7_l3,mean_positive_fraction,disp_le_025,0,0,3
9,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",2,4,3,0.333333333333,0.013156843519,0.064607301335,-0.051450457816,-0.051813758018,"{'MOT20-01': 0.005729118383, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",0.4,0.933333333333,0,MOT20-02,extra_d7_l3,mean_positive_fraction,disp_le_030,0,0,4
11,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,3,0.5,0.037037440533,0.064607301335,-0.027569860802,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",0.4,0.945454545455,0,MOT20-02,extra_d7_l3,mean_positive_fraction,disp_le_040,0,0,5
10,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,2,0.5,0.037037440533,0.064607301335,-0.027569860802,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",1.0,1.0,0,MOT20-02,extra_d7_l3,mean_positive_fraction,stable_080,0,0,6
3,2,"['MOT20-01', 'MOT20-03']",1,1,1,0.5,0.001216545012,0.006211180124,-0.004994635112,-0.006211180124,"{'MOT20-01': -0.006211180124, 'MOT20-03': 0.001216545012, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d7_l3,mean_positive_fraction,disp_le_020_stable_080,0,0,7
6,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",2,3,1,0.4,0.013156843519,0.059392700453,-0.046235856934,-0.051813758018,"{'MOT20-01': 0.005729118383, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_d7_l3,mean_positive_fraction,disp_le_025_stable_080,0,0,8
8,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",2,4,2,0.333333333333,0.013156843519,0.064607301335,-0.051450457816,-0.051813758018,"{'MOT20-01': 0.005729118383, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",1.0,1.0,0,MOT20-02,extra_d7_l3,mean_positive_fraction,disp_le_030_stable_080,0,0,9
6,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",2,3,1,0.4,0.013156843519,0.059392700453,-0.046235856934,-0.051813758018,"{'MOT20-01': 0.005729118383, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_d7_l3,mean_positive_fraction,q25_pos_disp_le_025_stable_080,0,0,10
8,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",2,4,2,0.333333333333,0.013156843519,0.064607301335,-0.051450457816,-0.051813758018,"{'MOT20-01': 0.005729118383, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",1.0,1.0,0,MOT20-02,extra_d7_l3,mean_positive_fraction,q25_pos_disp_le_030_stable_080,0,0,11
12,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,4,0.5,0.037037440533,0.064607301335,-0.027569860802,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",0.4,0.916666666667,0,MOT20-02,extra_d7_l3,seedq25_positive_fraction,all,0,1,0
1,1,['MOT20-03'],1,0,0,1.0,0.001216545012,-0.0,0.001216545012,0.0,"{'MOT20-01': 0.0, 'MOT20-03': 0.001216545012, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d7_l3,seedq25_positive_fraction,disp_le_015,0,1,1
3,2,"['MOT20-01', 'MOT20-03']",1,1,1,0.5,0.001216545012,0.006211180124,-0.004994635112,-0.006211180124,"{'MOT20-01': -0.006211180124, 'MOT20-03': 0.001216545012, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d7_l3,seedq25_positive_fraction,disp_le_020,0,1,2
7,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",2,3,2,0.4,0.013156843519,0.059392700453,-0.046235856934,-0.051813758018,"{'MOT20-01': 0.005729118383, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.000151217299}",0.4,0.914285714286,0,MOT20-02,extra_d7_l3,seedq25_positive_fraction,disp_le_025,0,1,3
9,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",2,4,3,0.333333333333,0.013156843519,0.064607301335,-0.051450457816,-0.051813758018,"{'MOT20-01': 0.005729118383, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",0.4,0.933333333333,0,MOT20-02,extra_d7_l3,seedq25_positive_fraction,disp_le_030,0,1,4
11,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,3,0.5,0.037037440533,0.064607301335,-0.027569860802,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",0.4,0.945454545455,0,MOT20-02,extra_d7_l3,seedq25_positive_fraction,disp_le_040,0,1,5
10,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,2,0.5,0.037037440533,0.064607301335,-0.027569860802,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",1.0,1.0,0,MOT20-02,extra_d7_l3,seedq25_positive_fraction,stable_080,0,1,6
3,2,"['MOT20-01', 'MOT20-03']",1,1,1,0.5,0.001216545012,0.006211180124,-0.004994635112,-0.006211180124,"{'MOT20-01': -0.006211180124, 'MOT20-03': 0.001216545012, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d7_l3,seedq25_positive_fraction,disp_le_020_stable_080,0,1,7
6,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",2,3,1,0.4,0.013156843519,0.059392700453,-0.046235856934,-0.051813758018,"{'MOT20-01': 0.005729118383, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_d7_l3,seedq25_positive_fraction,disp_le_025_stable_080,0,1,8
8,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",2,4,2,0.333333333333,0.013156843519,0.064607301335,-0.051450457816,-0.051813758018,"{'MOT20-01': 0.005729118383, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",1.0,1.0,0,MOT20-02,extra_d7_l3,seedq25_positive_fraction,disp_le_030_stable_080,0,1,9
6,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",2,3,1,0.4,0.013156843519,0.059392700453,-0.046235856934,-0.051813758018,"{'MOT20-01': 0.005729118383, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_d7_l3,seedq25_positive_fraction,q25_pos_disp_le_025_stable_080,0,1,10
8,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",2,4,2,0.333333333333,0.013156843519,0.064607301335,-0.051450457816,-0.051813758018,"{'MOT20-01': 0.005729118383, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",1.0,1.0,0,MOT20-02,extra_d7_l3,seedq25_positive_fraction,q25_pos_disp_le_030_stable_080,0,1,11
12,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,4,0.5,0.037037440533,0.064607301335,-0.027569860802,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",0.4,0.933333333333,0,MOT20-02,extra_d7_l3,mean_target_q25,all,0,2,0
1,1,['MOT20-03'],1,0,0,1.0,0.001216545012,-0.0,0.001216545012,0.0,"{'MOT20-01': 0.0, 'MOT20-03': 0.001216545012, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d7_l3,mean_target_q25,disp_le_015,0,2,1
2,2,"['MOT20-01', 'MOT20-03']",1,1,0,0.5,0.001216545012,0.006211180124,-0.004994635112,-0.006211180124,"{'MOT20-01': -0.006211180124, 'MOT20-03': 0.001216545012, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d7_l3,mean_target_q25,disp_le_020,0,2,2
6,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",2,3,1,0.4,0.013156843519,0.059392700453,-0.046235856934,-0.051813758018,"{'MOT20-01': 0.005729118383, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.000151217299}",0.4,0.9,0,MOT20-02,extra_d7_l3,mean_target_q25,disp_le_025,0,2,3
9,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",2,4,3,0.333333333333,0.013156843519,0.064607301335,-0.051450457816,-0.051813758018,"{'MOT20-01': 0.005729118383, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",0.4,0.933333333333,0,MOT20-02,extra_d7_l3,mean_target_q25,disp_le_030,0,2,4
11,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,3,0.5,0.037037440533,0.064607301335,-0.027569860802,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",0.4,0.945454545455,0,MOT20-02,extra_d7_l3,mean_target_q25,disp_le_040,0,2,5
11,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,3,0.5,0.037037440533,0.064607301335,-0.027569860802,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",0.8,0.981818181818,0,MOT20-02,extra_d7_l3,mean_target_q25,stable_080,0,2,6
2,2,"['MOT20-01', 'MOT20-03']",1,1,0,0.5,0.001216545012,0.006211180124,-0.004994635112,-0.006211180124,"{'MOT20-01': -0.006211180124, 'MOT20-03': 0.001216545012, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d7_l3,mean_target_q25,disp_le_020_stable_080,0,2,7
5,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",2,3,0,0.4,0.013156843519,0.059392700453,-0.046235856934,-0.051813758018,"{'MOT20-01': 0.005729118383, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_d7_l3,mean_target_q25,disp_le_025_stable_080,0,2,8
8,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",2,4,2,0.333333333333,0.013156843519,0.064607301335,-0.051450457816,-0.051813758018,"{'MOT20-01': 0.005729118383, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",1.0,1.0,0,MOT20-02,extra_d7_l3,mean_target_q25,disp_le_030_stable_080,0,2,9
5,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",2,3,0,0.4,0.013156843519,0.059392700453,-0.046235856934,-0.051813758018,"{'MOT20-01': 0.005729118383, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.000151217299}",1.0,1.0,0,MOT20-02,extra_d7_l3,mean_target_q25,q25_pos_disp_le_025_stable_080,0,2,10
8,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",2,4,2,0.333333333333,0.013156843519,0.064607301335,-0.051450457816,-0.051813758018,"{'MOT20-01': 0.005729118383, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",1.0,1.0,0,MOT20-02,extra_d7_l3,mean_target_q25,q25_pos_disp_le_030_stable_080,0,2,11
12,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",5,4,3,0.555555555556,0.038647746491,0.064607301335,-0.025959554844,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.003755512223}",0.2,0.883333333333,0,MOT20-02,extra_d10_l5,mean_positive_fraction,all,1,0,0
1,1,['MOT20-01'],0,1,0,0.0,0.0,0.006211180124,-0.006211180124,-0.006211180124,"{'MOT20-01': -0.006211180124, 'MOT20-03': 0.0, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d10_l5,mean_positive_fraction,disp_le_015,1,0,1
3,2,"['MOT20-01', 'MOT20-05']",2,1,0,0.666666666667,0.013550604465,0.006211180124,0.007339424341,0.0,"{'MOT20-01': 0.005729118383, 'MOT20-03': 0.0, 'MOT20-05': 0.001610305958}",0.2,0.733333333333,0,MOT20-02,extra_d10_l5,mean_positive_fraction,disp_le_020,1,0,2
9,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,2,3,0.666666666667,0.037431201479,0.059241483154,-0.021810281675,-0.05303030303,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05303030303, 'MOT20-05': 0.001610305958}",0.2,0.866666666667,0,MOT20-02,extra_d10_l5,mean_positive_fraction,disp_le_025,1,0,3
10,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,3,3,0.571428571429,0.037431201479,0.059392700453,-0.021961498974,-0.05303030303,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05303030303, 'MOT20-05': 0.001459088659}",0.2,0.86,0,MOT20-02,extra_d10_l5,mean_positive_fraction,disp_le_030,1,0,4
12,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",5,4,3,0.555555555556,0.038647746491,0.064607301335,-0.025959554844,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.003755512223}",0.2,0.883333333333,0,MOT20-02,extra_d10_l5,mean_positive_fraction,disp_le_040,1,0,5
10,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",4,4,2,0.5,0.037037440533,0.064607301335,-0.027569860802,-0.051813758018,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.051813758018000006, 'MOT20-05': -0.005365818180999999}",0.8,0.98,0,MOT20-02,extra_d10_l5,mean_positive_fraction,stable_080,1,0,6
2,1,['MOT20-01'],1,1,0,0.5,0.011940298507,0.006211180124,0.005729118383,0.0,"{'MOT20-01': 0.005729118383, 'MOT20-03': 0.0, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d10_l5,mean_positive_fraction,disp_le_020_stable_080,1,0,7
7,3,"['MOT20-01', 'MOT20-03', 'MOT20-05']",3,2,2,0.6,0.035820895521,0.059241483154,-0.023420587633,-0.05303030303,"{'MOT20-01': 0.029609715396999997, 'MOT20-03': -0.05303030303, 'MOT20-05': 0.0}",1.0,1.0,0,MOT20-02,extra_d10_l5,mean_positive_fraction,disp_le_025_stable_080,1,0,8
