exp_name,module_family,data_jsonl,source_manifest,dataset_tag,feature_version,teacher_mode,checkpoint,train_examples,val_examples,train_sequences,val_sequences,train_host_variants,val_host_variants,host_vocab,epochs,batch_size,hidden_dim,num_heads,num_conflict_blocks,dropout,strict_sequence_split,min_val_examples,cluster_gate_thresh,cluster_gate_calibration,cluster_gate_select_metric,cluster_gate_beta,cluster_gate_fp_weight,cluster_gate_search_min,cluster_gate_search_max,cluster_gate_search_steps,cluster_gate_loss_mode,cluster_gate_positive_weight,cluster_gate_negative_weight,model_selection_metric,loss_assign_weight,loss_edge_weight,loss_cluster_weight,loss_margin_weight,score_jitter_std,split_mode,best_epoch,train_loss,val_loss,train_row_acc,val_row_acc,val_commit_precision,val_commit_recall,val_edge_ap,val_cluster_f1,val_cluster_gate_temp,val_cluster_gate_bias,val_cluster_gate_thresh_calibrated,val_cluster_gate_precision_cal,val_cluster_gate_recall_cal,val_cluster_gate_f0_5,val_cluster_gate_utility_cal,val_cluster_gate_coverage_cal,train_skipped_nonfinite_samples,train_skipped_nonfinite_batches,val_skipped_nonfinite_samples,val_skipped_nonfinite_batches,status,error
local_conflict_set_predictor_stage1,set_predictor_v2,/gemini/code/FMtrack-main/FM-Track/outputs/official_delta_utility_smoke_20260325_224217/dataset/cluster_examples.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_local_conflict_stage1_trainhalf_20260325_195300/source_manifest.csv,official_bytetrack_delta_utility_smoke,v2_hostnorm_geom,delta_utility,/gemini/code/FMtrack-main/FM-Track/outputs/official_delta_utility_smoke_20260325_224217/train_1epoch/best.pt,458,99,"MOT17-05-FRCNN,MOT17-09-FRCNN",MOT17-11-FRCNN,official_bytetrack,official_bytetrack,official_bytetrack,1,8,128,4,2,0.1,1,16,0.5,temp_bias,utility,0.5,2.0,0.5,0.95,19,bce,1.0,1.0,val_cluster_gate_utility,1.0,0.5,0.25,0.25,0.0,manifest_split_tag,1,0.28664209845143823,0.027167699666132708,0.9861580013504389,0.9986244841815681,0.0,0.0,0.0033444815780967474,0.0,0.09382611513137817,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,
