step,name,status,run_root,summary_csv,log_path,started_at,finished_at,teacher_mode,split_target_key,cluster_target_key,assignment_target_key,assignment_row_mask_key,edge_loss_mask_key,edge_target_key,train_sequences,val_sequences,source_manifest,dataset_dir,train_dir,eval_dir,checkpoint,best_epoch,best_metric,train_examples,val_examples,train_target_positives,val_target_positives,trigger_pass_clusters,cluster_utility_gain,cluster_edit_gain,cluster_edit_utility_gain,cluster_sparse_utility_gain,val_cluster_gate_thresh_calibrated,val_cluster_gate_temp,val_cluster_gate_bias,val_cluster_gate_precision_cal,val_cluster_gate_recall_cal,val_cluster_gate_f0_5,val_cluster_gate_utility_cal,val_cluster_gate_coverage_cal,val_cluster_gate_bounded_utility,eval_HOTA,eval_AssA,eval_IDF1,eval_MOTA,eval_IDSW,eval_gate_filtered_clusters,eval_replaced_clusters,delta_HOTA,delta_AssA,delta_IDF1,delta_MOTA,delta_IDSW,delta_Frag,notes,params_json
03_eval_valhalf,graphassoc_sparseedit_mot20,failed,/gemini/code/FMtrack-main/FM-Track/outputs/mot20/20260509_214138_graphassoc_sparseedit,/gemini/code/FMtrack-main/FM-Track/outputs/mot20/20260509_214138_graphassoc_sparseedit/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/mot20/20260509_214138_graphassoc_sparseedit/logs/queue.log,2026-05-09T21:43:42+08:00,2026-05-09T21:46:31+08:00,sparse_edit,cluster_should_intervene_sparse,cluster_should_intervene_sparse,target_by_det_sparse_edit,row_sparse_edit_mask,row_sparse_edit_mask,edge_is_sparse_edit,"MOT20-01,MOT20-02,MOT20-03",MOT20-05,/gemini/code/FMtrack-main/FM-Track/outputs/20260509_100047_graphassoc_bridge_mot20_next5h/set_predictor_inputs/source_manifest.csv,/gemini/code/FMtrack-main/FM-Track/outputs/mot20/20260509_214138_graphassoc_sparseedit/01_dataset,/gemini/code/FMtrack-main/FM-Track/outputs/mot20/20260509_214138_graphassoc_sparseedit/02_train,/gemini/code/FMtrack-main/FM-Track/outputs/mot20/20260509_214138_graphassoc_sparseedit/03_eval_valhalf,/gemini/code/FMtrack-main/FM-Track/outputs/mot20/20260509_214138_graphassoc_sparseedit/02_train/best.pt,7,,208,117,35,11,46,122.0,152.5,151.7,122.0,0.5366666913032532,0.9869658350944519,0.5726585388183594,0.0,0.0,0.0,0.0,0.0,-0.01,,,,,,,,,,,,,,failed: eval failed with exit code 1,"{""source_manifest"": ""/gemini/code/FMtrack-main/FM-Track/outputs/20260509_100047_graphassoc_bridge_mot20_next5h/set_predictor_inputs/source_manifest.csv"", ""teacher_mode"": ""sparse_edit"", ""train_sequences"": ""MOT20-01,MOT20-02,MOT20-03"", ""val_sequences"": ""MOT20-05"", ""target_keys"": {""cluster_target_key"": ""cluster_should_intervene_sparse"", ""assignment_target_key"": ""target_by_det_sparse_edit"", ""assignment_row_mask_key"": ""row_sparse_edit_mask"", ""edge_loss_mask_key"": ""row_sparse_edit_mask"", ""edge_target_key"": ""edge_is_sparse_edit""}, ""topk"": 8, ""min_detections"": 2, ""min_committed_matches"": 2, ""max_detections"": 8, ""max_tracks"": 32}"
