exp_name,module_family,out_dir,data_jsonl,source_manifest,host_variant,host_config_path,host_checkpoint,graph_topk,graph_min_detections,graph_min_committed_matches,graph_max_detections,graph_max_tracks,graph_cluster_gate_thresh,graph_cluster_gate_temp,graph_cluster_gate_bias,cluster_gate_calibration,cluster_gate_select_metric,cluster_gate_beta,cluster_gate_fp_weight,cluster_gate_loss_mode,cluster_gate_positive_weight,cluster_gate_negative_weight,model_selection_metric,checkpoint,current_stage,status,error,train_examples,val_examples,best_epoch,val_cluster_gate_thresh_calibrated,val_cluster_gate_temp,val_cluster_gate_bias,val_cluster_gate_precision_cal,val_cluster_gate_recall_cal,val_cluster_gate_f0_5,val_cluster_gate_utility_cal,val_cluster_gate_coverage_cal,proxy_out_dir,proxy_HOTA,proxy_AssA,proxy_IDF1,proxy_MOTA,proxy_IDSW,proxy_gate_filtered_clusters,proxy_replaced_clusters,full_eval_out_dir,full_HOTA,full_AssA,full_IDF1,full_MOTA,full_IDSW,decision
base_host_v2_2_gate_objective_proxy0213,set_predictor_v2,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_gate_objective_proxy_20260325_131713,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_large_base_stable_20260325_023500/cluster_set_predictor_data/cluster_examples.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_large_base_stable_20260325_023500/source_manifest.csv,base_reid_da,/gemini/code/FMtrack-main/FM-Track/configs/experiments/bytetrack_fa_mot_mot17_v18_local_conflict_set_predictor_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213/checkpoint_epoch_0.pth,8,2,2,8,32,0.550000011920929,0.7642398476600647,-1.4803870916366577,temp_bias,f0.5,0.5,2.0,weighted_bce,1.0,8.0,hybrid_gate_f0_5_loss,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_gate_objective_proxy_20260325_131713/01_stage1/best.pt,done,ok,,817,286,1,0.550000011920929,0.7642398476600647,-1.4803870916366577,0.8188976377952756,0.9719626168224299,0.8455284552845528,0.40559440559440557,0.8881118893623352,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_gate_objective_proxy_20260325_131713/02_proxy_eval,53.407,45.169,59.109,73.312,815,5533,195,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_gate_objective_proxy_20260325_131713/03_full_eval_md2_mm2,61.927,58.016,70.687,75.924,1540,run_full
