exp_name,group_jsonl,out_dir,horizon,groups,positive_groups,background_groups,ambiguous_groups,recoverable_groups,action_keep,action_rerank,action_null,continuity_bridge,hard_case_groups,ambiguous_rate,recoverable_rate_among_positive,rerank_rate_among_positive,bridge_rate_among_positive,hard_case_rate,status
competition_assoc_stage0,/gemini/code/FMtrack-main/FM-Track/outputs/runtime_replay_labeled_sw_yolox_base_full7_20260318_full_learned_basefull7_fixreview/labeled_replay_allcand.groups.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_stage0_20260322_134515,16,107213,93874,13339,9909,1823,92051,1823,13339,1197,10573,0.09242349341964128,0.019419647612757527,0.019419647612757527,0.012751134499435414,0.09861677221978678,ok
