exp_name,config_path,checkpoint,controller_checkpoint,controller_mode,competition_topk,competition_delta_scale,competition_margin_threshold,out_dir,HOTA,AssA,IDF1,MOTA,IDSW,status
competition_assoc_online_rerank_minimal_proxy0213,configs/experiments/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213/checkpoint_epoch_0.pth,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_stage1_fix1_full12/best.pt,rerank_minimal,3,0.05,0.10,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_online_rerank_minimal_proxy0213_20260323_114447,52.58,43.724,58.198,73.219,849,ok
