exp_name,module_family,data_jsonl,source_manifest,dataset_tag,feature_version,teacher_mode,checkpoint,train_examples,val_examples,train_sequences,val_sequences,train_host_variants,val_host_variants,train_target_positives,val_target_positives,host_vocab,epochs,batch_size,hidden_dim,num_heads,num_conflict_blocks,dropout,strict_sequence_split,split_strategy,split_target_key,val_fraction,min_val_examples,cluster_gate_thresh,cluster_gate_calibration,cluster_gate_select_metric,cluster_gate_beta,cluster_gate_fp_weight,cluster_gate_search_min,cluster_gate_search_max,cluster_gate_search_steps,cluster_gate_loss_mode,cluster_gate_positive_weight,cluster_gate_negative_weight,model_selection_metric,assignment_row_mask_key,edge_loss_mask_key,edge_target_key,cluster_target_key,target_gate_coverage_min,target_gate_coverage_max,coverage_penalty_weight,keep_row_loss_weight,edit_row_loss_weight,edit_edge_positive_weight,loss_assign_weight,loss_edge_weight,loss_cluster_weight,loss_margin_weight,score_jitter_std,split_mode,best_epoch,train_loss,val_loss,train_row_acc,val_row_acc,val_commit_precision,val_commit_recall,val_edge_ap,val_cluster_f1,val_cluster_gate_temp,val_cluster_gate_bias,val_cluster_gate_thresh_calibrated,val_cluster_gate_precision_cal,val_cluster_gate_recall_cal,val_cluster_gate_f0_5,val_cluster_gate_utility_cal,val_cluster_gate_coverage_cal,val_cluster_gate_bounded_utility,val_cluster_gate_coverage_penalty,val_selective_utility_targetcov,train_skipped_nonfinite_samples,train_skipped_nonfinite_batches,val_skipped_nonfinite_samples,val_skipped_nonfinite_batches,status,error
local_conflict_set_predictor_stage1,set_predictor_v2,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_editutility_largecoverdiag_v1_20260326_175532/cluster_set_predictor_data/cluster_examples.jsonl,outputs/official_bytetrack_editutility_rawgate_select_v1_20260326_143126/source_manifest.csv,official_bytetrack_largecover_softrescue_edge_stage1,v2_hostnorm_geom,edit_utility,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_largecover_softrescue_edge_stage1_v1_20260326_194800/01_stage1/best.pt,904,226,"MOT17-05-FRCNN,MOT17-09-FRCNN,MOT17-11-FRCNN","MOT17-05-FRCNN,MOT17-09-FRCNN,MOT17-11-FRCNN",official_bytetrack,official_bytetrack,37,9,official_bytetrack,20,8,128,4,2,0.1,0,stratified_random,cluster_should_intervene_soft,0.2,64,0.5,temp_bias,bounded_utility,0.5,2.0,0.4,0.8,21,weighted_bce,12.0,1.0,selective_utility_cov,row_rescue_mask,assignment_row_mask,edge_is_soft_rescue,cluster_should_intervene_soft,0.02,0.15,1.0,0.05,1.0,2.0,1.0,0.5,0.25,0.25,0.0,stratified_random:cluster_should_intervene_soft,3,0.8943400739368782,0.8064420287874171,0.16486782418269982,0.15869017632241814,0.0,0.0,0.49825939536094666,0.0,30.3912296295166,-3.1111297607421875,0.5,0.0,0.0,0.0,0.0,0.0,-0.02,0.02,-0.02,0.0,0.0,0.0,0.0,stopped,stopped_for_assignment_target_alignment_fix
