train_jsonl,val_jsonl,sources,rows_sources,rows_total,rules_pass_rows,train_rows,val_rows,train_positive,train_negative,train_neutral,train_harmful,val_positive,val_negative,val_neutral,val_harmful,feature_dim,positive_target,neutral_target,harmful_target,neutral_weight,harmful_weight,positive_weight_scale,hard_negative_checkpoint,hard_negative_score_threshold,hard_negative_weight_multiplier,train_hard_negative_boosted,val_hard_negative_boosted,status,error
/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_decsurf02src_20260429_1122/gate_dataset/train.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_decsurf02src_20260429_1122/gate_dataset/val.jsonl,2,342,342,46,15,31,5,10,3,7,6,25,16,9,82,1.0,0.25,0.0,0.5,1.25,0.25,,-1.0,1.0,0,0,success,
