train_jsonl,val_jsonl,model_type,init_checkpoint,init_loaded,feature_dim,epochs,batch_size,lr,weight_decay,hidden_dim,num_hidden_layers,dropout,pos_weight,neutral_pos_weight,neutral_loss_weight,neutral_risk_weight,rank_loss_weight,rank_margin,ordinal_rank_loss_weight,ordinal_rank_margin,avg_train_target,avg_train_weight,avg_val_target,avg_val_weight,best_epoch,best_metric,best_threshold,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_positive_recall,val_mean_prob_harmful,val_mean_prob_neutral,val_mean_prob_positive,val_prob_gap_pos_neutral,val_prob_gap_neutral_harmful,val_mean_decision_harmful,val_mean_decision_neutral,val_mean_decision_positive,train_rows,val_rows,status,error
/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_decsurf02src_20260429_1122/gate_dataset/train.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_decsurf02src_20260429_1122/gate_dataset/val.jsonl,dual_head,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_hardneg_next5h_20260429_020125/train_gate/best.pt,True,82,180,64,0.001,0.0001,16,3,0.15,1.0,1.0,0.5,1.25,0.0,0.1,2.0,0.12,0.38333333333333336,1.1166666666666667,0.3225806451612903,0.8790322580645161,103,0.72,0.0,0.5483870967741935,0.72,0.3,1.0,0.4615384615384615,1.0,0.4518291652202606,0.39637869596481323,0.603732168674469,0.20735347270965576,-0.05545046925544739,0.2199310064315796,0.17960503697395325,0.37600597739219666,15,31,success,
