exp_name,data_jsonl,source_manifest,dataset_tag,feature_version,model_arch,checkpoint,init_checkpoint,train_examples,val_examples,train_sequences,val_sequences,epochs,batch_size,hidden_dim,policy_hidden_dim,token_dim,num_slots,num_encoder_layers,num_heads,num_experts,router_hidden_dim,router_temperature,dropout,action_loss_weight,gain_loss_weight,policy_loss_weight,router_balance_loss_weight,expert_aux_loss_weight,rank_loss_weight,rank_margin,ordinal_rank_loss_weight,ordinal_rank_margin,selection_metric,use_balanced_sampler,class_weight_rewrite,class_weight_defer,class_weight_reject,best_metric_name,best_epoch,best_metric,val_action_acc,val_action_macro_f1,val_policy_loss,val_policy_sign_acc,val_rank_loss,val_ordinal_rank_loss,train_router_balance_loss,train_router_entropy,train_router_top1,train_router_margin,train_expert_aux_loss,val_router_balance_loss,val_router_entropy,val_router_top1,val_router_margin,val_expert_aux_loss,val_rewrite_precision,val_rewrite_recall,val_defer_precision,val_defer_recall,val_reject_precision,val_reject_recall,val_gain_mae,val_gain_sign_acc,status,error
graph_assoc_commit_policy,/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_commit_mot20_expand_20260503_1100/graph_assoc_commit_data/cluster_examples.jsonl,outputs/graph_assoc_commit_mot20_expand_20260503_1100/source_manifest.csv,graph_assoc_commit_policy_mot20_expand,graph_assoc_v1,set_slot_v1,,outputs/graph_assoc_commit_policy_mot20_expand_actionf1_20260503_1100/best.pt,,,,,80,8,192,192,192,6,3,8,3,192,1.0,0.1,1.0,1.0,1.0,0.02,0.2,0.5,0.1,0.25,0.08,action_macro_f1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,interrupted_by_restart,
