exp_name,out_dir,clusters,recoverable_clusters,bridge_clusters,recoverable_groups_total,recoverable_groups_in_multi_detection_clusters,recoverable_groups_multi_detection_share,recoverable_cluster_avg_detections,recoverable_cluster_avg_tracks,bridge_groups_total,bridge_groups_in_multi_detection_clusters,bridge_groups_multi_detection_share,bridge_cluster_avg_detections,bridge_cluster_avg_tracks,status
local_conflict_graph_cluster_anatomy,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_graph_cluster_anatomy_20260323_153313,1350,991,517,4751,4751,1.0,22.891019172552976,37.921291624621595,751,751,1.0,26.74468085106383,43.24371373307544,ok
