exp_name,module_family,data_jsonl,source_manifest,dataset_tag,feature_version,checkpoint,train_examples,val_examples,train_sequences,val_sequences,train_host_variants,val_host_variants,host_vocab,epochs,batch_size,hidden_dim,num_heads,num_conflict_blocks,dropout,strict_sequence_split,min_val_examples,cluster_gate_thresh,loss_assign_weight,loss_edge_weight,loss_cluster_weight,loss_margin_weight,score_jitter_std,split_mode,best_epoch,train_loss,val_loss,train_row_acc,val_row_acc,val_commit_precision,val_commit_recall,val_edge_ap,val_cluster_f1,train_skipped_nonfinite_samples,train_skipped_nonfinite_batches,val_skipped_nonfinite_samples,val_skipped_nonfinite_batches,status,error
local_conflict_set_predictor_stage1,set_predictor_v2,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_smoke_20260325_005923/dataset/cluster_examples.jsonl,outputs/local_conflict_set_predictor_smoke_20260325_005923/source_manifest.csv,local_conflict_set_predictor_smoke,v2_hostnorm_geom,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_smoke_20260325_005923/stage1_retry3/best.pt,817,286,"MOT17-05-FRCNN,MOT17-09-FRCNN,MOT17-10-FRCNN,MOT17-11-FRCNN","MOT17-02-FRCNN,MOT17-13-FRCNN",base_reid_da,base_reid_da,base_reid_da,1,4,128,4,2,0.1,1,64,0.5,1.0,0.5,0.25,0.25,0.01,manifest_split_tag,1,0.7832774813632811,1.903319201319591,0.7219878965706951,0.426510989010989,0.4240437158469945,0.6339869281045751,0.39343783259391785,0.856,0.0,0.0,0.0,0.0,ok,
