exp_name,dataset_tag,feature_version,teacher_mode,edit_utility_commit_cost,edit_utility_min_gain,edit_utility_force_defer_gain,runtime_host_match_thresh,soft_rescue_weight,rescue_force_defer_gain,rescue_min_gain,large_component_max_subclusters,source_manifest,sources,source_frames,frames,unused_frames,raw_components,eligible_clusters,oversized_components,recovered_large_components,mined_large_subclusters,mined_component_clusters,frames_with_eligible_clusters,trigger_pass_clusters,trigger_fail_clusters,committed_matches,cluster_should_intervene_clusters,cluster_utility_gain,cluster_edit_gain,cluster_edit_cost,cluster_edit_utility_gain,cluster_should_intervene_soft_clusters,cluster_soft_utility_gain,host_equals_oracle_clusters,host_runtime_equals_oracle_clusters,host_committed_matches,host_runtime_committed_matches,oracle_committed_matches,delta_committed_matches,edit_committed_matches,rescue_committed_matches,hard_delta_committed_matches,soft_rescue_committed_matches,edit_rows,rescue_rows,add_commit_rows,reassign_rows,force_defer_rows,hard_delta_rows,soft_rescue_rows,rescue_force_defer_rows,detections,tracks,edges,skipped_large_clusters,train_sequences,val_sequences,host_variants,source_tags,det_feature_dim,track_feature_dim,edge_feature_dim,cluster_feature_dim,status
build_local_conflict_set_predictor_dataset,official_bytetrack_editutility_trainhalf_largecover,v2_hostnorm_geom,edit_utility,0.2,0.75,0.5,0.9,0.75,0.5,0.5,3,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_editutility_rawgate_select_v1_20260326_143126/source_manifest.csv,1,2657,1130,1527,1130,1130,573,573,573,573,1130,1126,4,56,361,755.3000000000001,766.5,11.199999999999992,755.3000000000001,46,45.0,476,549,8254,7966,6834,56,56,57,9,48,1477,57,1,55,1421,9,48,1141,8273,12174,65471,573,"MOT17-05-FRCNN,MOT17-09-FRCNN",MOT17-11-FRCNN,official_bytetrack,official_bytetrack_trainhalf,9,8,18,11,ok
