exp_name,module_family,data_jsonl,source_manifest,dataset_tag,feature_version,checkpoint,train_examples,val_examples,train_sequences,val_sequences,train_host_variants,val_host_variants,host_vocab,epochs,batch_size,hidden_dim,num_heads,num_conflict_blocks,dropout,strict_sequence_split,min_val_examples,cluster_gate_thresh,loss_assign_weight,loss_edge_weight,loss_cluster_weight,loss_margin_weight,score_jitter_std,split_mode,best_epoch,train_loss,val_loss,train_row_acc,val_row_acc,val_commit_precision,val_commit_recall,val_edge_ap,val_cluster_f1,train_skipped_nonfinite_samples,train_skipped_nonfinite_batches,val_skipped_nonfinite_samples,val_skipped_nonfinite_batches,status,error
local_conflict_set_predictor_stage1,set_predictor_v2,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_large_base_20260325_013200/cluster_set_predictor_data/cluster_examples.jsonl,outputs/local_conflict_set_predictor_large_base_20260325_013200/source_manifest.csv,local_conflict_set_predictor_large_base,v2_hostnorm_geom,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_stability_smoke_20260325_1/best.pt,817,286,"MOT17-05-FRCNN,MOT17-09-FRCNN,MOT17-10-FRCNN,MOT17-11-FRCNN","MOT17-02-FRCNN,MOT17-13-FRCNN",base_reid_da,base_reid_da,base_reid_da,3,8,128,4,2,0.1,1,64,0.5,1.0,0.5,0.25,0.25,0.0,manifest_split_tag,1,1.3080951148313098,1.8279202253465632,0.5673940949935815,0.47115384615384615,0.4654970760233918,0.6503267973856209,0.4299063980579376,0.856,0.0,35.0,0.0,0.0,ok,
