cross_host_summary_csv,cross_host_per_seq_csv,official_failure_per_seq_csv,carriers,sequence_count,overall_best_HOTA_carrier,overall_best_AssA_carrier,overall_best_IDF1_carrier,overall_best_MOTA_carrier,overall_best_IDSW_carrier,common_hard_sequences,official_top_error_sequences,paper_canonical_carrier,test_oriented_carrier,specialist_carrier,status,error
/gemini/code/FMtrack-main/FM-Track/outputs/cross_host_baseline_audit_mot17_frcnn_valhalf_20260326_225500_fix2/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/cross_host_baseline_audit_mot17_frcnn_valhalf_20260326_225500_fix2/per_seq.csv,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_failure_slices_crosshost_focus_20260326_214500/per_sequence.csv,"[""botsort_base"", ""official_bytetrack"", ""strongsort_base""]",7,botsort_base,official_bytetrack,official_bytetrack,botsort_base,official_bytetrack,"[""MOT17-02-FRCNN"", ""MOT17-10-FRCNN"", ""MOT17-05-FRCNN""]","[""MOT17-05-FRCNN"", ""MOT17-10-FRCNN"", ""MOT17-13-FRCNN""]",official_bytetrack,botsort_base,strongsort_base,success,
