exp_name,data_jsonl,checkpoint,train_examples,val_examples,val_sequences,epochs,hidden_dim,dropout,best_epoch,train_loss,val_loss,train_row_acc,val_row_acc,val_commit_precision,val_commit_recall,status,group_jsonl,cases_csv,out_dir
local_conflict_commit_stage1,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_graph_learned_commit_next12h_20260324_165558/01_stage1/cluster_commit_data/cluster_examples.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_graph_learned_commit_next12h_20260324_165558/01_stage1/best.pt,282,4,MOT17-02-FRCNN,12,128,0.1,12,1.0702726181751738,0.7789765996858478,0.6361111111111111,0.8125,0.0,0.0,ok,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_base_reid_da_proxy0213_hybriddumpfix/labeled_replay_top8.groups.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_base_reid_da_proxy0213_hybriddumpfix/competition_cases/competition_cases.csv,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_graph_learned_commit_next12h_20260324_165558/01_stage1
