step,name,status,run_root,summary_csv,log_path,started_at,finished_at,seq_ids,delta_hota,delta_assa,delta_idf1,delta_mota,delta_ids,delta_frag,changed_blocks,forced_matches,accepted_candidates,rejected_candidates,notes,params_json
reference_current_gate,graphassoc_gate_next5h_20260424_230311,reference,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/mot20_eval,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/mot20_eval/summary.csv,,,,2|5,0.13700000000000045,0.26500000000000057,0.26899999999999125,-0.0030000000000001137,5,-2,41,64,41,202,current best structured validation reference; not rerun in this queue,"{""reference_metrics"": ""/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/mot20_eval/metrics_delta.csv""}"
09_expand_med_replace,expand_med_replace,running,/gemini/code/FMtrack-main/FM-Track/outputs/diag_graphassoc_next_batch/runs/09_expand_med_replace,/gemini/code/FMtrack-main/FM-Track/outputs/diag_graphassoc_next_batch/runs/09_expand_med_replace/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/diag_graphassoc_next_batch/logs/09_expand_med_replace.log,2026-05-06T01:12:52+08:00,,2|5,,,,,,,,,,,"larger candidate graph with learned replacement to test whether coverage, not gate logic, is the main limiter","{""extra_args"": [""--graph-assoc-top-k"", ""5"", ""--graph-assoc-max-rows"", ""6"", ""--graph-assoc-max-cols"", ""6"", ""--graph-assoc-row-margin"", ""0.07"", ""--graph-assoc-col-margin"", ""0.07"", ""--graph-assoc-min-reclaim-tracklet-len"", ""10"", ""--graph-assoc-recent-owner-max-tracklet-len"", ""16"", ""--graph-assoc-min-box-iou"", ""0.45"", ""--graph-assoc-reclaim-bonus"", ""0.17"", ""--graph-assoc-recent-owner-penalty"", ""0.07"", ""--graph-assoc-iou-bonus"", ""0.07"", ""--graph-assoc-score-bonus"", ""0.02"", ""--graph-assoc-min-assignment-gain"", ""0.002"", ""--graph-assoc-max-cost-delta"", ""0.12"", ""--graph-assoc-row-involved-min-assignment-gain"", ""0.002"", ""--graph-assoc-col-only-min-assignment-gain"", ""0.002"", ""--graph-assoc-col-only-max-cost-delta"", ""0.12"", ""--graph-assoc-force-match-cost"", ""0.0"", ""--graph-assoc-commit-checkpoint"", ""/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/train_gate/best.pt"", ""--graph-assoc-commit-device"", ""cpu"", ""--graph-assoc-commit-score-margin"", ""0.0"", ""--graph-assoc-commit-replace-rules"", ""--graph-assoc-dump-candidate-rows""]}"
