step,name,status,run_root,summary_csv,log_path,started_at,finished_at,artifact_path,artifact_path_2,source_manifest,train_jsonl,val_jsonl,checkpoint,best_epoch,best_metric,best_threshold,train_rows,val_rows,sources,rows_total,rules_pass_rows,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,delta_hota,delta_assa,delta_idf1,delta_mota,delta_ids,delta_frag,notes,params_json
queue,graphassoc_gate_next5h_20260424_230311,completed,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/logs/queue.log,,2026-04-25T00:19:03+08:00,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311,/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_commit_mot17_expand_20260424_150607/source_manifest.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_commit_mot17_expand_20260424_150607/source_manifest.csv,,,,,,,,,,,,,,,,,,,,,,,"gate queue completed, delta_HOTA=0.137, best_epoch=30","{""batch_size"": 128, ""commit_score_margin"": 0.0, ""dataset"": ""MOT20"", ""dropout"": 0.1, ""epochs"": 120, ""eval_device"": ""cuda"", ""hidden_dim"": 16, ""init_checkpoint"": ""/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_gate_stage7_dualhead_full_pw1_np1_nl05_rw125_ord20_rm012_20260420_1/best.pt"", ""model_type"": ""dual_head"", ""seq_ids"": [2, 5], ""source_manifest"": ""/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_commit_mot17_expand_20260424_150607/source_manifest.csv"", ""split"": ""train"", ""split_part"": ""val_half"", ""train_device"": ""cuda""}"
build_dataset,build_graph_assoc_gate_dataset,success,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/gate_dataset/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/logs/build_dataset.log,2026-04-24T23:03:14+08:00,2026-04-24T23:03:34+08:00,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/gate_dataset/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/gate_dataset/train.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_commit_mot17_expand_20260424_150607/source_manifest.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/gate_dataset/train.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/gate_dataset/val.jsonl,,,,,136,5,25,594,141,,,,,,,,,,,,"gate dataset ready, sources=25 train_rows=136 val_rows=5","{""batch_size"": 128, ""commit_score_margin"": 0.0, ""dataset"": ""MOT20"", ""dropout"": 0.1, ""epochs"": 120, ""eval_device"": ""cuda"", ""hidden_dim"": 16, ""init_checkpoint"": ""/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_gate_stage7_dualhead_full_pw1_np1_nl05_rw125_ord20_rm012_20260420_1/best.pt"", ""model_type"": ""dual_head"", ""seq_ids"": [2, 5], ""source_manifest"": ""/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_commit_mot17_expand_20260424_150607/source_manifest.csv"", ""split"": ""train"", ""split_part"": ""val_half"", ""train_device"": ""cuda""}"
train_gate,train_graph_assoc_gate_dual_head,success,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/train_gate/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/logs/train_gate.log,2026-04-24T23:03:36+08:00,2026-04-24T23:03:51+08:00,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/train_gate/best.pt,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/train_gate/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_commit_mot17_expand_20260424_150607/source_manifest.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/gate_dataset/train.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/gate_dataset/val.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/train_gate/best.pt,30,1.0,0.11,136,5,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,"gate training complete, best_epoch=30 best_metric=1.0000 best_threshold=0.110","{""batch_size"": 128, ""commit_score_margin"": 0.0, ""dataset"": ""MOT20"", ""dropout"": 0.1, ""epochs"": 120, ""eval_device"": ""cuda"", ""hidden_dim"": 16, ""init_checkpoint"": ""/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_gate_stage7_dualhead_full_pw1_np1_nl05_rw125_ord20_rm012_20260420_1/best.pt"", ""model_type"": ""dual_head"", ""seq_ids"": [2, 5], ""source_manifest"": ""/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_commit_mot17_expand_20260424_150607/source_manifest.csv"", ""split"": ""train"", ""split_part"": ""val_half"", ""train_device"": ""cuda""}"
eval_replace_rules,eval_graphassoc_gate_replace_rules,success,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/mot20_eval/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/logs/eval_replace_rules.log,2026-04-24T23:03:54+08:00,2026-04-25T00:19:03+08:00,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/mot20_eval/metrics_compare.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/mot20_eval/metrics_delta.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_commit_mot17_expand_20260424_150607/source_manifest.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_next5h_20260424_230311/train_gate/best.pt,,,,,,,,,,,,,,0.13700000000000045,0.26500000000000057,0.26899999999999125,-0.0030000000000001137,5,-2,"MOT20 eval complete, delta_HOTA=0.137 delta_IDF1=0.269","{""batch_size"": 128, ""commit_score_margin"": 0.0, ""dataset"": ""MOT20"", ""dropout"": 0.1, ""epochs"": 120, ""eval_device"": ""cuda"", ""hidden_dim"": 16, ""init_checkpoint"": ""/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_gate_stage7_dualhead_full_pw1_np1_nl05_rw125_ord20_rm012_20260420_1/best.pt"", ""model_type"": ""dual_head"", ""seq_ids"": [2, 5], ""source_manifest"": ""/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_commit_mot17_expand_20260424_150607/source_manifest.csv"", ""split"": ""train"", ""split_part"": ""val_half"", ""train_device"": ""cuda""}"
