exp_name,cases_csv,group_jsonl,out_dir,epochs,batch_size,best_epoch,best_score,val_action_acc,val_rerank_candidate_acc,val_rerank_action_acc,val_base_rerank_top1_acc,val_bridge_f1,train_groups,val_groups,val_rerank_total,status
competition_assoc_stage1,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_base_reid_da_proxy0213_hybriddumpfix/competition_cases/competition_cases.csv,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_base_reid_da_proxy0213_hybriddumpfix/labeled_replay_top8.groups.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_stage1_live2,12,256,,,,,,,,,,,failed
