run_name,dataset_jsonl,train_examples,val_examples,cluster_feature_dim,candidate_feature_dim,swap_oversample,gate_positive_weight,swap_selector_weight,hidden_dim,num_layers,dropout,batch_size,epochs,lr,weight_decay,seed,device,best_epoch,best_metric_name,best_metric_value,train_gate_acc,train_action_type_acc,train_keep_vs_edit_acc,train_swap_action_recall,train_exact_top1_acc,val_gate_acc,val_action_type_acc,val_keep_vs_edit_acc,val_swap_action_recall,val_exact_top1_acc,checkpoint,metrics_jsonl,status,error
official_bytetrack_posthost_one_edit_hierarchical_smoke_20260328_000238,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_posthost_one_edit_dataset_20260327_234041/posthost_action_examples.jsonl,2269,675,249,49,8.0,2.0,8.0,128,3,0.1,64,20,0.001,0.0001,42,cuda,20,exact_top1_acc,0.3362962962962963,1.0,0.9034817100044072,1.0,0.9451219512195121,0.6571176729836933,1.0,0.7362962962962963,1.0,0.7647058823529411,0.3362962962962963,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_posthost_one_edit_hierarchical_smoke_20260328_000238/best.pt,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_posthost_one_edit_hierarchical_smoke_20260328_000238/metrics.jsonl,success,
