variant,policy,cap,selected,positive,negative,positive_precision,positive_sum,negative_mass,raw_utility_sum,worst_sequence_utility,robust_score,eligible,sequence_utility,held_out_seq
compact_directional,consensus_safe,2,4,3,1,0.75,0.003786,0.000517,0.003269,-0.000177,0.001364,1,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0034460000000109, ""MOT20-03"": -0.00017700000000780004}",MOT20-05
compact_directional,consensus_safe,3,4,3,1,0.75,0.003786,0.000517,0.003269,-0.000177,0.001364,1,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0034460000000109, ""MOT20-03"": -0.00017700000000780004}",MOT20-05
compact_directional,prob_margin_25,1,2,1,1,0.5,0.00325,0.000517,0.002733,-0.000517,0.000148,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0032500000000084, ""MOT20-03"": -0.000517000000002}",MOT20-05
compact_directional,prob_margin_25,2,4,2,2,0.5,0.00359,0.003377,0.000213,-0.000177,-0.010272,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0003900000000100997, ""MOT20-03"": -0.00017700000000780004}",MOT20-05
compact_directional,prob_margin_25,3,5,3,2,0.6,0.003786,0.003377,0.000409,-0.000177,-0.010076,1,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0005860000000125997, ""MOT20-03"": -0.00017700000000780004}",MOT20-05
compact_directional,prob_margin_40,1,2,1,1,0.5,0.00325,0.000517,0.002733,-0.000517,0.000148,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0032500000000084, ""MOT20-03"": -0.000517000000002}",MOT20-05
compact_directional,prob_margin_40,2,2,1,1,0.5,0.00325,0.000517,0.002733,-0.000517,0.000148,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0032500000000084, ""MOT20-03"": -0.000517000000002}",MOT20-05
compact_directional,prob_margin_40,3,2,1,1,0.5,0.00325,0.000517,0.002733,-0.000517,0.000148,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0032500000000084, ""MOT20-03"": -0.000517000000002}",MOT20-05
full_directional,q25_positive,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0, ""MOT20-03"": 0.0}",MOT20-05
full_directional,q25_positive,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0, ""MOT20-03"": 0.0}",MOT20-05
full_directional,q25_positive,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0, ""MOT20-03"": 0.0}",MOT20-05
full_directional,q25_p55,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0, ""MOT20-03"": 0.0}",MOT20-05
full_directional,q25_p55,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0, ""MOT20-03"": 0.0}",MOT20-05
full_directional,q25_p55,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0, ""MOT20-03"": 0.0}",MOT20-05
full_directional,median_p60_cat10,1,2,0,2,0.0,0.0,0.003377,-0.003377,-0.00286,-0.019228,0,"{""MOT20-01"": 0.0, ""MOT20-02"": -0.0028599999999983, ""MOT20-03"": -0.000517000000002}",MOT20-05
full_directional,median_p60_cat10,2,3,1,2,0.333333333333,0.00034,0.003377,-0.003037,-0.00286,-0.018888,0,"{""MOT20-01"": 0.0, ""MOT20-02"": -0.0028599999999983, ""MOT20-03"": -0.00017700000000780004}",MOT20-05
full_directional,median_p60_cat10,3,3,1,2,0.333333333333,0.00034,0.003377,-0.003037,-0.00286,-0.018888,0,"{""MOT20-01"": 0.0, ""MOT20-02"": -0.0028599999999983, ""MOT20-03"": -0.00017700000000780004}",MOT20-05
full_directional,consensus_safe,1,1,0,1,0.0,0.0,0.000517,-0.000517,-0.000517,-0.003102,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0, ""MOT20-03"": -0.000517000000002}",MOT20-05
full_directional,consensus_safe,2,1,0,1,0.0,0.0,0.000517,-0.000517,-0.000517,-0.003102,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0, ""MOT20-03"": -0.000517000000002}",MOT20-05
full_directional,consensus_safe,3,1,0,1,0.0,0.0,0.000517,-0.000517,-0.000517,-0.003102,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0, ""MOT20-03"": -0.000517000000002}",MOT20-05
full_directional,prob_margin_25,1,2,1,1,0.5,0.00325,0.000517,0.002733,-0.000517,0.000148,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0032500000000084, ""MOT20-03"": -0.000517000000002}",MOT20-05
full_directional,prob_margin_25,2,3,2,1,0.666666666667,0.00359,0.000517,0.003073,-0.000177,0.001168,1,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0032500000000084, ""MOT20-03"": -0.00017700000000780004}",MOT20-05
full_directional,prob_margin_25,3,3,2,1,0.666666666667,0.00359,0.000517,0.003073,-0.000177,0.001168,1,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0032500000000084, ""MOT20-03"": -0.00017700000000780004}",MOT20-05
full_directional,prob_margin_40,1,1,0,1,0.0,0.0,0.000517,-0.000517,-0.000517,-0.003102,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0, ""MOT20-03"": -0.000517000000002}",MOT20-05
full_directional,prob_margin_40,2,1,0,1,0.0,0.0,0.000517,-0.000517,-0.000517,-0.003102,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0, ""MOT20-03"": -0.000517000000002}",MOT20-05
full_directional,prob_margin_40,3,1,0,1,0.0,0.0,0.000517,-0.000517,-0.000517,-0.003102,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0, ""MOT20-03"": -0.000517000000002}",MOT20-05
