variant,policy,cap,selected,positive,negative,positive_precision,positive_sum,negative_mass,raw_utility_sum,worst_sequence_utility,robust_score,eligible,sequence_utility,held_out_seq
full_directional,median_p60_cat10,1,2,0,1,0.0,0.0,0.00954,-0.00954,-0.00954,-0.05724,0,"{""MOT20-01"": 0.0, ""MOT20-02"": -0.009539999999987, ""MOT20-05"": 0.0}",MOT20-03
full_directional,median_p60_cat10,2,4,1,2,0.25,0.040555,0.009564,0.030991,-2.4e-05,0.002251,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0310150000000106, ""MOT20-05"": -2.40000000104601e-05}",MOT20-03
full_directional,median_p60_cat10,3,5,1,3,0.2,0.040555,0.022354,0.018201,-2.4e-05,-0.048909,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.018225000000001, ""MOT20-05"": -2.40000000104601e-05}",MOT20-03
full_directional,consensus_safe,1,2,0,1,0.0,0.0,0.00954,-0.00954,-0.00954,-0.05724,0,"{""MOT20-01"": 0.0, ""MOT20-02"": -0.009539999999987, ""MOT20-05"": 0.0}",MOT20-03
full_directional,consensus_safe,2,4,1,2,0.25,0.040555,0.009564,0.030991,-2.4e-05,0.002251,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0310150000000106, ""MOT20-05"": -2.40000000104601e-05}",MOT20-03
full_directional,consensus_safe,3,5,1,3,0.2,0.040555,0.022354,0.018201,-2.4e-05,-0.048909,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.018225000000001, ""MOT20-05"": -2.40000000104601e-05}",MOT20-03
full_directional,prob_margin_25,1,2,1,1,0.5,0.040555,2.4e-05,0.040531,-2.4e-05,0.040411,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0405549999999976, ""MOT20-05"": -2.40000000104601e-05}",MOT20-03
full_directional,prob_margin_25,2,4,1,2,0.25,0.040555,0.009564,0.030991,-2.4e-05,0.002251,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0310150000000106, ""MOT20-05"": -2.40000000104601e-05}",MOT20-03
full_directional,prob_margin_25,3,5,1,3,0.2,0.040555,0.024168,0.016387,-2.4e-05,-0.056165,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.016411000000004998, ""MOT20-05"": -2.40000000104601e-05}",MOT20-03
full_directional,prob_margin_40,1,1,1,0,1.0,0.040555,-0.0,0.040555,0.0,0.040555,1,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0405549999999976, ""MOT20-05"": 0.0}",MOT20-03
full_directional,prob_margin_40,2,2,1,1,0.5,0.040555,0.00954,0.031015,0.0,0.002395,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0310150000000106, ""MOT20-05"": 0.0}",MOT20-03
full_directional,prob_margin_40,3,3,1,2,0.333333333333,0.040555,0.024144,0.016411,0.0,-0.056021,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.016411000000004998, ""MOT20-05"": 0.0}",MOT20-03
compact_directional,q25_positive,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0, ""MOT20-03"": 0.0}",MOT20-05
compact_directional,q25_positive,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0, ""MOT20-03"": 0.0}",MOT20-05
compact_directional,q25_positive,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0, ""MOT20-03"": 0.0}",MOT20-05
compact_directional,q25_p55,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0, ""MOT20-03"": 0.0}",MOT20-05
compact_directional,q25_p55,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0, ""MOT20-03"": 0.0}",MOT20-05
compact_directional,q25_p55,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0, ""MOT20-03"": 0.0}",MOT20-05
compact_directional,median_p60_cat10,1,2,2,0,1.0,0.00359,-0.0,0.00359,0.0,0.00359,1,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0032500000000084, ""MOT20-03"": 0.0003399999999942}",MOT20-05
compact_directional,median_p60_cat10,2,4,2,2,0.5,0.00359,0.003377,0.000213,-0.000177,-0.010272,0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0003900000000100997, ""MOT20-03"": -0.00017700000000780004}",MOT20-05
compact_directional,median_p60_cat10,3,5,3,2,0.6,0.003786,0.003377,0.000409,-0.000177,-0.010076,1,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0005860000000125997, ""MOT20-03"": -0.00017700000000780004}",MOT20-05
compact_directional,consensus_safe,1,2,2,0,1.0,0.00359,-0.0,0.00359,0.0,0.00359,1,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.0032500000000084, ""MOT20-03"": 0.0003399999999942}",MOT20-05
