exp_name,protocol_tag,official_exp_file,official_checkpoint,host_variant,graph_checkpoint,host_only_dir,host_plus_plugin_dir,delta_HOTA,delta_AssA,delta_IDF1,delta_MOTA,delta_IDSW,status,error
official_bytetrack_stage1_largecomp4_sparseedit_20260326_235955_forcegate0,official_bytetrack_sparseedit_forcegate0_probe,/gemini/code/FMtrack-main/FM-Track/third_party/ByteTrack/exps/example/mot/yolox_x_mix_det_valhalf.py,/gemini/code/FMtrack-main/FM-Track/weight/bytetrack_x_mot17.pth.tar,official_bytetrack,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_stage1_largecomp4_sparseedit_20260326_235955/01_stage1/best.pt,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_sparseedit_overnight_queue_20260327_000200/02_forcegate0_probe/00_host_only,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_sparseedit_overnight_queue_20260327_000200/02_forcegate0_probe/01_host_plus_plugin,0.000,0.000,0.000,0.000,0,success,
