exp_name,config_path,out_dir,best_epoch,best_hota,checkpoint,status
bytetrack_fa_mot_mot17_v14_ctrl_full_reid_da_val0213,configs/experiments/bytetrack_fa_mot_mot17_v14_ctrl_full_reid_da_val0213.yaml,outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_full_reid_da_val0213,0,51.7330,outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_full_reid_da_val0213/checkpoint_epoch_0.pth,failed
