dataset_tag,feature_version,source_cluster_jsonl,rows_csv,group_jsonl,clusters,groups,rows,positive_rows,positive_groups,background_groups,ambiguous_groups,recoverable_groups,positive_in_topk_groups,rank_top1_correct_groups,unused_examples,train_sequences,val_sequences,all_sequences,all_sources,all_host_variants,status,error
graphassoc_commit_set_predictor,graphassoc_commit_v1,/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_commit_stage1_edgepatch_f1sel128_20260419_1/graph_assoc_commit_data/cluster_examples.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_base_reid_da_proxy0213_hybriddumpfix/rows.csv,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_base_reid_da_proxy0213_hybriddumpfix/groups.jsonl,429,996,1990,541,499,497,291,99,499,400,0,MOT20-02,MOT20-05,"MOT20-02,MOT20-05","graphassoc_stalelostprotect_canddump_MOT20-02,graphassoc_stalelostprotect_canddump_MOT20-05,graphassoc_youngactiveprotectcost03_canddump_MOT20-02,graphassoc_youngactiveprotectcost03_canddump_MOT20-05","graphassoc_stalelostprotect_canddump,graphassoc_youngactiveprotectcost03_canddump",ok,
