run_name,dataset_jsonl,train_examples,val_examples,cluster_feature_dim,candidate_feature_dim,swap_oversample,gate_positive_weight,swap_selector_weight,hidden_dim,num_layers,dropout,batch_size,epochs,lr,weight_decay,seed,device,best_epoch,best_metric_name,best_metric_value,train_gate_acc,train_action_type_acc,train_keep_vs_edit_acc,train_swap_action_recall,train_exact_top1_acc,train_nonkeep_exact_top1_acc,train_swap_exact_top1_acc,train_defer_exact_top1_acc,val_gate_acc,val_action_type_acc,val_keep_vs_edit_acc,val_swap_action_recall,val_exact_top1_acc,val_nonkeep_exact_top1_acc,val_swap_exact_top1_acc,val_defer_exact_top1_acc,checkpoint,metrics_jsonl,status,error
official_bytetrack_posthost_one_edit_hierarchical_swap_priority_20260328_101340,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_posthost_one_edit_dataset_swap_priority_20260328_101300/posthost_action_examples.jsonl,3253,675,249,49,32.0,8.0,4.0,128,3,0.1,64,20,0.001,0.0001,42,cuda,6,swap_focus,0.7000000000000001,0.6298801106670765,0.6298801106670765,0.6298801106670765,1.0,0.4823240086074393,0.6341463414634146,0.6341463414634146,0.0,0.15259259259259259,0.15259259259259259,0.15259259259259259,1.0,0.1437037037037037,0.6470588235294118,0.6470588235294118,0.0,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_posthost_one_edit_hierarchical_swap_priority_20260328_101340/best.pt,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_posthost_one_edit_hierarchical_swap_priority_20260328_101340/metrics.jsonl,success,
