exp_name,config_path,checkpoint,controller_checkpoint,oracle_csv,controller_mode,competition_topk,competition_delta_scale,competition_margin_threshold,out_dir,HOTA,AssA,IDF1,MOTA,IDSW,status
competition_assoc_online_oracle_rerank_proxy0213,configs/experiments/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213/checkpoint_epoch_0.pth,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_stage1_fix1_full12/best.pt,outputs/competition_assoc_base_reid_da_proxy0213_hybriddumpfix/competition_cases/competition_cases.csv,oracle_rerank,8,0.05,,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_online_oracle_rerank_proxy0213_20260323_141625,52.22,43.202,58.316,72.753,1012,ok
