exp_name,data_jsonl,checkpoint,train_examples,val_examples,val_sequences,epochs,hidden_dim,dropout,best_epoch,train_loss,val_loss,train_row_acc,val_row_acc,val_commit_precision,val_commit_recall,status,group_jsonl,cases_csv,out_dir
local_conflict_commit_stage1,outputs/local_conflict_graph_learned_commit_next12h_debug/01_stage1/cluster_commit_data/cluster_examples.jsonl,outputs/local_conflict_graph_learned_commit_next12h_debug/01_stage1/best.pt,282,4,MOT17-02-FRCNN,12,128,0.1,12,1.0655684014161428,0.7804318084381521,0.6333333333333333,0.75,0.0,0.0,ok,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_base_reid_da_proxy0213_hybriddumpfix/labeled_replay_top8.groups.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_base_reid_da_proxy0213_hybriddumpfix/competition_cases/competition_cases.csv,outputs/local_conflict_graph_learned_commit_next12h_debug/01_stage1
