dataset_name,source_cluster_jsonl,candidate_min_refined_score,clusters,train_clusters,val_clusters,target_keep_clusters,target_add_clusters,target_swap_clusters,target_defer_clusters,target_nonkeep_clusters,mean_candidates_per_cluster,max_candidates_per_cluster,mean_nonkeep_candidates_per_cluster,max_nonkeep_candidates_per_cluster,status,error
official_bytetrack_posthost_one_edit_dataset_20260327_234041,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_bridgecommit_smoke_dataset_20260327_1/cluster_examples.jsonl,0.1,2657,1982,675,1127,0,58,1472,1530,11.95144900263455,27,10.95144900263455,26,success,
