exp_name,host_variant,host_config_path,host_checkpoint,graph_checkpoint,graph_topk,graph_min_detections,graph_min_committed_matches,graph_max_detections,graph_max_tracks,delta_HOTA,delta_AssA,delta_IDF1,delta_MOTA,delta_IDSW,host_only_dir,host_plus_learned_dir,status
local_conflict_graph_host_migration_proxy0213_v15_laplace_reid_da_val0213,v15_laplace_reid_da_val0213,/gemini/code/FMtrack-main/FM-Track/configs/experiments/bytetrack_fa_mot_mot17_v17_local_conflict_commit_hostv15_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213/checkpoint_epoch_0.pth,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_graph_learned_commit_next12h_20260324_165558/01_stage1/best.pt,8,2,2,8,32,-0.2190000000000012,-0.41900000000000404,-0.12099999999999511,-0.030000000000001137,9.0,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_graph_hostmig_v15_proxy0213_20260324_194915/00_host_only,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_graph_hostmig_v15_proxy0213_20260324_194915/01_host_plus_learned_commit,ok
