exp_name,module_family,out_dir,data_jsonl,source_manifest,host_variant,host_config_path,host_checkpoint,graph_topk,graph_min_detections,graph_min_committed_matches,graph_max_detections,graph_max_tracks,graph_cluster_gate_thresh,graph_cluster_gate_temp,graph_cluster_gate_bias,cluster_gate_calibration,cluster_gate_select_metric,cluster_gate_beta,cluster_gate_fp_weight,checkpoint,current_stage,status,error,train_examples,val_examples,best_epoch,val_cluster_gate_thresh_calibrated,val_cluster_gate_temp,val_cluster_gate_bias,val_cluster_gate_precision_cal,val_cluster_gate_recall_cal,val_cluster_gate_f0_5,val_cluster_gate_coverage_cal,proxy_out_dir,proxy_HOTA,proxy_AssA,proxy_IDF1,proxy_MOTA,proxy_IDSW,proxy_gate_filtered_clusters,proxy_replaced_clusters,full_eval_out_dir,full_HOTA,full_AssA,full_IDF1,full_MOTA,full_IDSW,decision
base_host_v2_1_gatecal_proxy0213_paired_rerun,set_predictor_v2,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_gatecal_proxy_20260325_124053,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_large_base_stable_20260325_023500/cluster_set_predictor_data/cluster_examples.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_large_base_stable_20260325_023500/source_manifest.csv,base_reid_da,/gemini/code/FMtrack-main/FM-Track/configs/experiments/bytetrack_fa_mot_mot17_v18_local_conflict_set_predictor_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213/checkpoint_epoch_0.pth,8,2,2,8,32,0.574999988079071,0.8615853786468506,-3.1771271228790283,temp_bias,f0.5,0.5,2.0,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_gatecal_proxy_20260325_124053/01_stage1/best.pt,done_proxy_only,ok,,817,286,2,0.574999988079071,0.8615853786468506,-3.1771271228790283,0.8228346456692913,0.9766355140186916,0.8495934959349594,0.8881118893623352,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_set_predictor_gatecal_proxy_20260325_124053/02_proxy_eval,52.834,44.284,58.525,73.13,854,5710,30,,,,,,,stop_after_proxy
