exp_name,cases_csv,group_jsonl,out_dir,epochs,batch_size,best_epoch,best_score,val_action_acc,val_rerank_candidate_acc,val_rerank_action_acc,val_base_rerank_top1_acc,val_bridge_f1,train_groups,val_groups,val_rerank_total,status
competition_assoc_stage1,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_base_reid_da_proxy0213_hybriddumpfix/competition_cases/competition_cases.csv,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_base_reid_da_proxy0213_hybriddumpfix/labeled_replay_top8.groups.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_stage1_fix1_full12,12,256,10,1.070149,0.618739,0.915464,0.657732,0.000000,0.000000,23449,5870,970,ok
