run_name,dataset_jsonl,train_examples,val_examples,candidate_feature_dim,positive_cluster_oversample,positive_cluster_weight,swap_cluster_oversample,swap_cluster_weight,hidden_dim,num_layers,dropout,batch_size,epochs,lr,weight_decay,seed,device,best_epoch,best_metric_name,best_metric_value,train_loss,train_top1_acc,train_action_type_acc,train_keep_vs_edit_acc,train_swap_action_recall,train_nonkeep_precision,train_nonkeep_recall,train_nonkeep_coverage,train_nonkeep_f0_5,val_loss,val_top1_acc,val_action_type_acc,val_keep_vs_edit_acc,val_swap_action_recall,val_nonkeep_precision,val_nonkeep_recall,val_nonkeep_coverage,val_nonkeep_f0_5,val_target_keep_clusters,val_target_nonkeep_clusters,checkpoint,metrics_jsonl,status,error
official_bytetrack_posthost_one_edit_scorer_swapfocus_20260327_234816,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_posthost_one_edit_dataset_20260327_234041/posthost_action_examples.jsonl,2269,675,49,1.0,1.0,8.0,8.0,128,3,0.1,64,20,0.001,0.0001,42,cuda,19,nonkeep_f0.5,0.19230769230769232,0.9351923312702158,0.6377258704275011,0.8109299250771265,0.9744380784486558,0.9817073170731707,0.3528918692372171,0.3408906882591093,0.5257822829440282,0.3504245047444648,1.9317870389090643,0.29185185185185186,0.5585185185185185,0.9303703703703704,0.8823529411764706,0.19553072625698323,0.18041237113402062,0.7955555555555556,0.19230769230769232,93,582,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_posthost_one_edit_scorer_swapfocus_20260327_234816/best.pt,/gemini/code/FMtrack-main/FM-Track/outputs/official_bytetrack_posthost_one_edit_scorer_swapfocus_20260327_234816/metrics.jsonl,success,
