exp_name,config_path,checkpoint,controller_checkpoint,controller_mode,competition_topk,competition_delta_scale,competition_margin_threshold,out_dir,HOTA,AssA,IDF1,MOTA,IDSW,status
competition_assoc_online_noop_proxy0213,configs/experiments/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213.yaml,/gemini/code/FMtrack-main/FM-Track/outputs/paper_ctrl_mot17_val0213/bytetrack_fa_mot_mot17_v14_ctrl_base_reid_da_val0213/checkpoint_epoch_0.pth,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_stage1_fix1_full12/best.pt,noop,3,0.05,,/gemini/code/FMtrack-main/FM-Track/outputs/competition_assoc_online_noop_proxy0213_20260323_094948,52.758,44.038,58.276,73.232,847,ok
