exp_name,data_jsonl,source_manifest,dataset_tag,feature_version,checkpoint,train_examples,val_examples,train_sequences,val_sequences,epochs,batch_size,hidden_dim,policy_hidden_dim,dropout,action_loss_weight,gain_loss_weight,policy_loss_weight,use_balanced_sampler,class_weight_rewrite,class_weight_defer,class_weight_reject,best_metric_name,best_epoch,best_metric,val_action_acc,val_action_macro_f1,val_policy_loss,val_policy_sign_acc,val_rewrite_precision,val_rewrite_recall,val_defer_precision,val_defer_recall,val_reject_precision,val_reject_recall,val_gain_mae,val_gain_sign_acc,status,error
graph_assoc_commit_policy,/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_commit_stage1_remapfix_expanded4_wide_20260419_1/graph_assoc_commit_data/cluster_examples.jsonl,,graph_assoc_commit_policy,graph_assoc_v1,/gemini/code/FMtrack-main/FM-Track/outputs/graph_assoc_commit_policy_balanced_policyloss_20260420_3/best.pt,278,151,MOT20-02,MOT20-05,60,8,64,64,0.1,1.0,0.5,1.0,1,2.045454502105713,0.38181817531585693,0.5727272629737854,val_policy_sign_acc,18,0.2847682119205298,0.3841059602649007,0.35893200167540473,0.21774014681783915,0.2847682119205298,0.18421052631578946,0.7,0.631578947368421,0.36,0.4444444444444444,0.25806451612903225,0.4710999692956738,0.2847682119205298,ok,
