selected_windows,covered_sequences,positive_windows,negative_windows,zero_windows,positive_precision,positive_sum,negative_mass,utility_sum,worst_sequence_utility,sequence_utility,robust_score,eligible,outer_held_out_seq,ranker_name,family,target_scale,weight_scheme,gate_name
10,3,5,5,0,0.5,0.121447,0.055215,0.066232,-0.040499,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": -0.002026999999998283}",-0.33134,0,MOT20-02,extra_raw_tail,extra,raw,tail,changed_ge_8
6,2,2,4,0,0.333333333333,0.000376,0.042902,-0.042526,-0.040499,"{""MOT20-01"": 0.0, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": -0.002026999999998283}",-0.378533,0,MOT20-02,extra_raw_tail,extra,raw,tail,changed_ge_12
12,3,5,6,1,0.416666666667,0.121447,0.055315,0.066132,-0.040599,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04059900000004276, ""MOT20-05"": -0.002026999999998283}",-0.33224,0,MOT20-02,extra_raw_tail,extra,raw,tail,impact_receiver_le_080
10,3,5,5,0,0.5,0.121447,0.055215,0.066232,-0.040499,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": -0.002026999999998283}",-0.33134,0,MOT20-02,extra_raw_tail,extra,raw,tail,changed_ge_4_impact_receiver_le_080
9,3,4,5,0,0.444444444444,0.121392,0.055215,0.066177,-0.040554,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.0405540000000285, ""MOT20-05"": -0.002026999999998283}",-0.33156,0,MOT20-02,extra_raw_tail,extra,raw,tail,changed_ge_4_impact_pair_le_050
9,3,5,4,0,0.555555555556,0.121447,0.015005,0.106442,-0.002027,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.00028900000002346396, ""MOT20-05"": -0.002026999999998283}",0.025336,0,MOT20-02,extra_raw_tail,extra,raw,tail,changed_ge_4_margin_ge_002
10,3,5,5,0,0.5,0.121447,0.055215,0.066232,-0.040499,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": -0.002026999999998283}",-0.33134,0,MOT20-02,extra_raw_tail,extra,raw,tail,changed_ge_4_score_ge_070
12,3,5,6,1,0.416666666667,0.121447,0.016211,0.105236,-0.002183,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.0013390000000298638, ""MOT20-05"": -0.002183000000002283}",0.017632,0,MOT20-02,extra_norm_capped,extra,normalized,capped,all
12,3,5,6,1,0.416666666667,0.121447,0.016211,0.105236,-0.002183,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.0013390000000298638, ""MOT20-05"": -0.002183000000002283}",0.017632,0,MOT20-02,extra_norm_capped,extra,normalized,capped,changed_ge_2
10,3,5,5,0,0.5,0.121447,0.016111,0.105336,-0.002183,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.001239000000026564, ""MOT20-05"": -0.002183000000002283}",0.018232,0,MOT20-02,extra_norm_capped,extra,normalized,capped,changed_ge_4
10,3,5,5,0,0.5,0.121447,0.016111,0.105336,-0.002183,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.001239000000026564, ""MOT20-05"": -0.002183000000002283}",0.018232,0,MOT20-02,extra_norm_capped,extra,normalized,capped,changed_ge_8
5,2,2,3,0,0.4,0.000376,0.002848,-0.002472,-0.002183,"{""MOT20-01"": 0.0, ""MOT20-03"": -0.00028900000002346396, ""MOT20-05"": -0.002183000000002283}",-0.023261,0,MOT20-02,extra_norm_capped,extra,normalized,capped,changed_ge_12
11,3,5,5,1,0.454545454545,0.121447,0.013791,0.107656,-0.001339,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.0013390000000298638, ""MOT20-05"": 0.0002369999999984168}",0.034684,0,MOT20-02,extra_norm_capped,extra,normalized,capped,impact_receiver_le_080
9,3,5,4,0,0.555555555556,0.121447,0.013691,0.107756,-0.001239,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.001239000000026564, ""MOT20-05"": 0.0002369999999984168}",0.035584,0,MOT20-02,extra_norm_capped,extra,normalized,capped,changed_ge_4_impact_receiver_le_080
8,3,4,4,0,0.5,0.121392,0.013691,0.107701,-0.001294,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.0012940000000156, ""MOT20-05"": 0.0002369999999984168}",0.035364,0,MOT20-02,extra_norm_capped,extra,normalized,capped,changed_ge_4_impact_pair_le_050
9,3,5,4,0,0.555555555556,0.121447,0.015161,0.106286,-0.002183,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.00028900000002346396, ""MOT20-05"": -0.002183000000002283}",0.023932,0,MOT20-02,extra_norm_capped,extra,normalized,capped,changed_ge_4_margin_ge_002
9,3,5,4,0,0.555555555556,0.121447,0.013691,0.107756,-0.001239,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.001239000000026564, ""MOT20-05"": 0.0002369999999984168}",0.035584,0,MOT20-02,extra_norm_capped,extra,normalized,capped,changed_ge_4_score_ge_070
12,3,5,6,1,0.416666666667,0.121447,0.016055,0.105392,-0.002027,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.0013390000000298638, ""MOT20-05"": -0.002026999999998283}",0.019036,0,MOT20-02,extra_norm_tail,extra,normalized,tail,all
12,3,5,6,1,0.416666666667,0.121447,0.016055,0.105392,-0.002027,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.0013390000000298638, ""MOT20-05"": -0.002026999999998283}",0.019036,0,MOT20-02,extra_norm_tail,extra,normalized,tail,changed_ge_2
10,3,5,5,0,0.5,0.121447,0.015955,0.105492,-0.002027,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.001239000000026564, ""MOT20-05"": -0.002026999999998283}",0.019636,0,MOT20-02,extra_norm_tail,extra,normalized,tail,changed_ge_4
10,3,5,5,0,0.5,0.121447,0.015955,0.105492,-0.002027,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.001239000000026564, ""MOT20-05"": -0.002026999999998283}",0.019636,0,MOT20-02,extra_norm_tail,extra,normalized,tail,changed_ge_8
5,2,2,3,0,0.4,0.000376,0.002692,-0.002316,-0.002027,"{""MOT20-01"": 0.0, ""MOT20-03"": -0.00028900000002346396, ""MOT20-05"": -0.002026999999998283}",-0.021857,0,MOT20-02,extra_norm_tail,extra,normalized,tail,changed_ge_12
12,3,5,6,1,0.416666666667,0.121447,0.016055,0.105392,-0.002027,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.0013390000000298638, ""MOT20-05"": -0.002026999999998283}",0.019036,0,MOT20-02,extra_norm_tail,extra,normalized,tail,impact_receiver_le_080
10,3,5,5,0,0.5,0.121447,0.015955,0.105492,-0.002027,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.001239000000026564, ""MOT20-05"": -0.002026999999998283}",0.019636,0,MOT20-02,extra_norm_tail,extra,normalized,tail,changed_ge_4_impact_receiver_le_080
9,3,4,5,0,0.444444444444,0.121392,0.015955,0.105437,-0.002027,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.0012940000000156, ""MOT20-05"": -0.002026999999998283}",0.019581,0,MOT20-02,extra_norm_tail,extra,normalized,tail,changed_ge_4_impact_pair_le_050
9,3,5,4,0,0.555555555556,0.121447,0.015005,0.106442,-0.002027,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.00028900000002346396, ""MOT20-05"": -0.002026999999998283}",0.025336,0,MOT20-02,extra_norm_tail,extra,normalized,tail,changed_ge_4_margin_ge_002
9,3,5,4,0,0.555555555556,0.121447,0.013691,0.107756,-0.001239,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.001239000000026564, ""MOT20-05"": 0.0002369999999984168}",0.035584,0,MOT20-02,extra_norm_tail,extra,normalized,tail,changed_ge_4_score_ge_070
12,3,6,5,1,0.5,0.139298,0.053051,0.086247,-0.040599,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04059900000004276, ""MOT20-05"": 0.018087999999991517}",-0.300805,0,MOT20-02,hist_raw_capped,hist,raw,capped,all
12,3,6,5,1,0.5,0.139298,0.053051,0.086247,-0.040599,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04059900000004276, ""MOT20-05"": 0.018087999999991517}",-0.300805,0,MOT20-02,hist_raw_capped,hist,raw,capped,changed_ge_2
10,3,6,4,0,0.6,0.139298,0.052951,0.086347,-0.040499,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": 0.018087999999991517}",-0.299905,0,MOT20-02,hist_raw_capped,hist,raw,capped,changed_ge_4
10,3,6,4,0,0.6,0.139298,0.052951,0.086347,-0.040499,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": 0.018087999999991517}",-0.299905,0,MOT20-02,hist_raw_capped,hist,raw,capped,changed_ge_8
6,2,3,3,0,0.5,0.018227,0.040638,-0.022411,-0.040499,"{""MOT20-01"": 0.0, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": 0.018087999999991517}",-0.347098,0,MOT20-02,hist_raw_capped,hist,raw,capped,changed_ge_12
11,3,5,5,1,0.454545454545,0.121447,0.053051,0.068396,-0.040599,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04059900000004276, ""MOT20-05"": 0.0002369999999984168}",-0.318656,0,MOT20-02,hist_raw_capped,hist,raw,capped,impact_receiver_le_080
9,3,5,4,0,0.555555555556,0.121447,0.052951,0.068496,-0.040499,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": 0.0002369999999984168}",-0.317756,0,MOT20-02,hist_raw_capped,hist,raw,capped,changed_ge_4_impact_receiver_le_080
8,3,4,4,0,0.5,0.121392,0.052951,0.068441,-0.040554,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.0405540000000285, ""MOT20-05"": 0.0002369999999984168}",-0.317976,0,MOT20-02,hist_raw_capped,hist,raw,capped,changed_ge_4_impact_pair_le_050
9,3,6,3,0,0.666666666667,0.139298,0.012741,0.126557,-0.000289,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.00028900000002346396, ""MOT20-05"": 0.018087999999991517}",0.061985,0,MOT20-02,hist_raw_capped,hist,raw,capped,changed_ge_4_margin_ge_002
10,3,6,4,0,0.6,0.139298,0.052951,0.086347,-0.040499,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": 0.018087999999991517}",-0.299905,0,MOT20-02,hist_raw_capped,hist,raw,capped,changed_ge_4_score_ge_070
12,3,5,6,1,0.416666666667,0.121447,0.055315,0.066132,-0.040599,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04059900000004276, ""MOT20-05"": -0.002026999999998283}",-0.33224,0,MOT20-02,hist_raw_tail,hist,raw,tail,all
12,3,5,6,1,0.416666666667,0.121447,0.055315,0.066132,-0.040599,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04059900000004276, ""MOT20-05"": -0.002026999999998283}",-0.33224,0,MOT20-02,hist_raw_tail,hist,raw,tail,changed_ge_2
10,3,5,5,0,0.5,0.121447,0.055215,0.066232,-0.040499,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": -0.002026999999998283}",-0.33134,0,MOT20-02,hist_raw_tail,hist,raw,tail,changed_ge_4
10,3,5,5,0,0.5,0.121447,0.055215,0.066232,-0.040499,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": -0.002026999999998283}",-0.33134,0,MOT20-02,hist_raw_tail,hist,raw,tail,changed_ge_8
6,2,2,4,0,0.333333333333,0.000376,0.042902,-0.042526,-0.040499,"{""MOT20-01"": 0.0, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": -0.002026999999998283}",-0.378533,0,MOT20-02,hist_raw_tail,hist,raw,tail,changed_ge_12
12,3,5,6,1,0.416666666667,0.121447,0.055315,0.066132,-0.040599,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04059900000004276, ""MOT20-05"": -0.002026999999998283}",-0.33224,0,MOT20-02,hist_raw_tail,hist,raw,tail,impact_receiver_le_080
10,3,5,5,0,0.5,0.121447,0.055215,0.066232,-0.040499,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": -0.002026999999998283}",-0.33134,0,MOT20-02,hist_raw_tail,hist,raw,tail,changed_ge_4_impact_receiver_le_080
9,3,4,5,0,0.444444444444,0.121392,0.055215,0.066177,-0.040554,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.0405540000000285, ""MOT20-05"": -0.002026999999998283}",-0.33156,0,MOT20-02,hist_raw_tail,hist,raw,tail,changed_ge_4_impact_pair_le_050
10,3,5,5,0,0.5,0.121447,0.055215,0.066232,-0.040499,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": -0.002026999999998283}",-0.33134,0,MOT20-02,hist_raw_tail,hist,raw,tail,changed_ge_4_margin_ge_002
10,3,5,5,0,0.5,0.121447,0.055215,0.066232,-0.040499,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": -0.002026999999998283}",-0.33134,0,MOT20-02,hist_raw_tail,hist,raw,tail,changed_ge_4_score_ge_070
12,3,6,5,1,0.5,0.099674,0.053051,0.046623,-0.040599,"{""MOT20-01"": 0.06913400000000529, ""MOT20-03"": -0.04059900000004276, ""MOT20-05"": 0.018087999999991517}",-0.340429,0,MOT20-02,hist_norm_capped,hist,normalized,capped,all
12,3,6,5,1,0.5,0.099674,0.053051,0.046623,-0.040599,"{""MOT20-01"": 0.06913400000000529, ""MOT20-03"": -0.04059900000004276, ""MOT20-05"": 0.018087999999991517}",-0.340429,0,MOT20-02,hist_norm_capped,hist,normalized,capped,changed_ge_2
10,3,6,4,0,0.6,0.099674,0.052951,0.046723,-0.040499,"{""MOT20-01"": 0.06913400000000529, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": 0.018087999999991517}",-0.339529,0,MOT20-02,hist_norm_capped,hist,normalized,capped,changed_ge_4
10,3,6,4,0,0.6,0.099674,0.052951,0.046723,-0.040499,"{""MOT20-01"": 0.06913400000000529, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": 0.018087999999991517}",-0.339529,0,MOT20-02,hist_norm_capped,hist,normalized,capped,changed_ge_8
6,2,3,3,0,0.5,0.018227,0.040638,-0.022411,-0.040499,"{""MOT20-01"": 0.0, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": 0.018087999999991517}",-0.347098,0,MOT20-02,hist_norm_capped,hist,normalized,capped,changed_ge_12
11,3,5,5,1,0.454545454545,0.081823,0.053051,0.028772,-0.040599,"{""MOT20-01"": 0.06913400000000529, ""MOT20-03"": -0.04059900000004276, ""MOT20-05"": 0.0002369999999984168}",-0.35828,0,MOT20-02,hist_norm_capped,hist,normalized,capped,impact_receiver_le_080
9,3,5,4,0,0.555555555556,0.081823,0.052951,0.028872,-0.040499,"{""MOT20-01"": 0.06913400000000529, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": 0.0002369999999984168}",-0.35738,0,MOT20-02,hist_norm_capped,hist,normalized,capped,changed_ge_4_impact_receiver_le_080
8,3,4,4,0,0.5,0.081768,0.052951,0.028817,-0.040554,"{""MOT20-01"": 0.06913400000000529, ""MOT20-03"": -0.0405540000000285, ""MOT20-05"": 0.0002369999999984168}",-0.3576,0,MOT20-02,hist_norm_capped,hist,normalized,capped,changed_ge_4_impact_pair_le_050
9,3,5,4,0,0.555555555556,0.098941,0.052951,0.04599,-0.040499,"{""MOT20-01"": 0.0684010000000086, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": 0.018087999999991517}",-0.340262,0,MOT20-02,hist_norm_capped,hist,normalized,capped,changed_ge_4_margin_ge_002
10,3,6,4,0,0.6,0.099674,0.052951,0.046723,-0.040499,"{""MOT20-01"": 0.06913400000000529, ""MOT20-03"": -0.04049900000003946, ""MOT20-05"": 0.018087999999991517}",-0.339529,0,MOT20-02,hist_norm_capped,hist,normalized,capped,changed_ge_4_score_ge_070
12,3,5,6,1,0.416666666667,0.121447,0.018195,0.103252,-0.003479,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.003479000000041164, ""MOT20-05"": -0.002026999999998283}",0.00184,0,MOT20-02,hist_norm_tail,hist,normalized,tail,all
12,3,5,6,1,0.416666666667,0.121447,0.018195,0.103252,-0.003479,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.003479000000041164, ""MOT20-05"": -0.002026999999998283}",0.00184,0,MOT20-02,hist_norm_tail,hist,normalized,tail,changed_ge_2
10,3,5,5,0,0.5,0.121447,0.018095,0.103352,-0.003379,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.003379000000037864, ""MOT20-05"": -0.002026999999998283}",0.00274,0,MOT20-02,hist_norm_tail,hist,normalized,tail,changed_ge_4
10,3,5,5,0,0.5,0.121447,0.018095,0.103352,-0.003379,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.003379000000037864, ""MOT20-05"": -0.002026999999998283}",0.00274,0,MOT20-02,hist_norm_tail,hist,normalized,tail,changed_ge_8
6,2,2,4,0,0.333333333333,0.000376,0.005782,-0.005406,-0.003379,"{""MOT20-01"": 0.0, ""MOT20-03"": -0.003379000000037864, ""MOT20-05"": -0.002026999999998283}",-0.044453,0,MOT20-02,hist_norm_tail,hist,normalized,tail,changed_ge_12
12,3,5,6,1,0.416666666667,0.121447,0.018195,0.103252,-0.003479,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.003479000000041164, ""MOT20-05"": -0.002026999999998283}",0.00184,0,MOT20-02,hist_norm_tail,hist,normalized,tail,impact_receiver_le_080
10,3,5,5,0,0.5,0.121447,0.018095,0.103352,-0.003379,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.003379000000037864, ""MOT20-05"": -0.002026999999998283}",0.00274,0,MOT20-02,hist_norm_tail,hist,normalized,tail,changed_ge_4_impact_receiver_le_080
9,3,4,5,0,0.444444444444,0.121392,0.018095,0.103297,-0.003434,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.0034340000000269, ""MOT20-05"": -0.002026999999998283}",0.00252,0,MOT20-02,hist_norm_tail,hist,normalized,tail,changed_ge_4_impact_pair_le_050
8,3,5,3,0,0.625,0.121447,0.012741,0.108706,-0.000289,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.00028900000002346396, ""MOT20-05"": 0.0002369999999984168}",0.044134,0,MOT20-02,hist_norm_tail,hist,normalized,tail,changed_ge_4_margin_ge_002
10,3,5,5,0,0.5,0.121447,0.018095,0.103352,-0.003379,"{""MOT20-01"": 0.10875800000000879, ""MOT20-03"": -0.003379000000037864, ""MOT20-05"": -0.002026999999998283}",0.00274,0,MOT20-02,hist_norm_tail,hist,normalized,tail,changed_ge_4_score_ge_070
12,3,6,6,0,0.5,0.208814,0.034473,0.174341,-0.009997,"{""MOT20-01"": 0.1679379999999923, ""MOT20-02"": 0.016400000000018698, ""MOT20-05"": -0.009997000000012583}",-0.028015,0,MOT20-03,extra_raw_capped,extra,raw,capped,all
11,3,6,5,0,0.545454545455,0.208814,0.034389,0.174425,-0.009913,"{""MOT20-01"": 0.1679379999999923, ""MOT20-02"": 0.016400000000018698, ""MOT20-05"": -0.0099130000000115}",-0.027259,0,MOT20-03,extra_raw_capped,extra,raw,capped,changed_ge_2
11,3,6,5,0,0.545454545455,0.208814,0.034389,0.174425,-0.009913,"{""MOT20-01"": 0.1679379999999923, ""MOT20-02"": 0.016400000000018698, ""MOT20-05"": -0.0099130000000115}",-0.027259,0,MOT20-03,extra_raw_capped,extra,raw,capped,changed_ge_4
11,3,6,5,0,0.545454545455,0.208814,0.034389,0.174425,-0.009913,"{""MOT20-01"": 0.1679379999999923, ""MOT20-02"": 0.016400000000018698, ""MOT20-05"": -0.0099130000000115}",-0.027259,0,MOT20-03,extra_raw_capped,extra,raw,capped,changed_ge_8
8,3,3,5,0,0.375,0.087743,0.034389,0.053354,-0.009913,"{""MOT20-01"": 0.0468669999999917, ""MOT20-02"": 0.016400000000018698, ""MOT20-05"": -0.0099130000000115}",-0.14833,0,MOT20-03,extra_raw_capped,extra,raw,capped,changed_ge_12
9,3,5,4,0,0.555555555556,0.161947,0.031028,0.130919,-0.006987,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": 0.0168350000000146, ""MOT20-05"": -0.006987000000009383}",-0.045182,0,MOT20-03,extra_raw_capped,extra,raw,capped,impact_receiver_le_080
8,3,5,3,0,0.625,0.161947,0.030944,0.131003,-0.006903,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": 0.0168350000000146, ""MOT20-05"": -0.0069030000000083}",-0.044426,0,MOT20-03,extra_raw_capped,extra,raw,capped,changed_ge_4_impact_receiver_le_080
6,3,4,2,0,0.666666666667,0.121392,0.02372,0.097672,-0.02372,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": -0.023719999999982998, ""MOT20-05"": 0.0003209999999995}",-0.092088,0,MOT20-03,extra_raw_capped,extra,raw,capped,changed_ge_4_impact_pair_le_050
8,3,6,2,0,0.75,0.208814,0.009975,0.198839,0.000321,"{""MOT20-01"": 0.1679379999999923, ""MOT20-02"": 0.0305800000000147, ""MOT20-05"": 0.0003209999999995}",0.148964,1,MOT20-03,extra_raw_capped,extra,raw,capped,changed_ge_4_margin_ge_002
10,3,6,4,0,0.6,0.208814,0.027165,0.181649,-0.002689,"{""MOT20-01"": 0.1679379999999923, ""MOT20-02"": 0.016400000000018698, ""MOT20-05"": -0.0026890000000036997}",0.037757,0,MOT20-03,extra_raw_capped,extra,raw,capped,changed_ge_4_score_ge_070
12,3,5,6,1,0.416666666667,0.161947,0.036636,0.125311,0.000153,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": 0.016400000000018698, ""MOT20-05"": 0.0001529999999973336}",-0.057869,0,MOT20-03,extra_raw_tail,extra,raw,tail,all
11,3,5,5,1,0.454545454545,0.161947,0.036552,0.125395,0.000237,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": 0.016400000000018698, ""MOT20-05"": 0.0002369999999984168}",-0.057365,0,MOT20-03,extra_raw_tail,extra,raw,tail,changed_ge_2
10,3,5,5,0,0.5,0.161947,0.036552,0.125395,0.000237,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": 0.016400000000018698, ""MOT20-05"": 0.0002369999999984168}",-0.057365,0,MOT20-03,extra_raw_tail,extra,raw,tail,changed_ge_4
10,3,5,5,0,0.5,0.161947,0.036552,0.125395,0.000237,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": 0.016400000000018698, ""MOT20-05"": 0.0002369999999984168}",-0.057365,0,MOT20-03,extra_raw_tail,extra,raw,tail,changed_ge_8
6,2,2,4,0,0.333333333333,0.040876,0.024239,0.016637,0.0,"{""MOT20-01"": 0.0, ""MOT20-02"": 0.016400000000018698, ""MOT20-05"": 0.0002369999999984168}",-0.104558,0,MOT20-03,extra_raw_tail,extra,raw,tail,changed_ge_12
11,3,5,5,1,0.454545454545,0.161947,0.036201,0.125746,0.000153,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": 0.0168350000000146, ""MOT20-05"": 0.0001529999999973336}",-0.055259,0,MOT20-03,extra_raw_tail,extra,raw,tail,impact_receiver_le_080
9,3,5,4,0,0.555555555556,0.161947,0.036117,0.12583,0.000237,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": 0.0168350000000146, ""MOT20-05"": 0.0002369999999984168}",-0.054755,0,MOT20-03,extra_raw_tail,extra,raw,tail,changed_ge_4_impact_receiver_le_080
8,3,4,4,0,0.5,0.121392,0.036117,0.085275,-0.02372,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": -0.023719999999982998, ""MOT20-05"": 0.0002369999999984168}",-0.16647,0,MOT20-03,extra_raw_tail,extra,raw,tail,changed_ge_4_impact_pair_le_050
7,3,4,3,0,0.571428571429,0.121392,0.010059,0.111333,-0.009975,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": -0.0099749999999829, ""MOT20-05"": 0.0002369999999984168}",0.031113,0,MOT20-03,extra_raw_tail,extra,raw,tail,changed_ge_4_margin_ge_002
10,3,5,5,0,0.5,0.161947,0.036552,0.125395,0.000237,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": 0.016400000000018698, ""MOT20-05"": 0.0002369999999984168}",-0.057365,0,MOT20-03,extra_raw_tail,extra,raw,tail,changed_ge_4_score_ge_070
12,3,6,6,0,0.5,0.208814,0.028406,0.180408,-0.002857,"{""MOT20-01"": 0.1679379999999923, ""MOT20-02"": 0.0153270000000135, ""MOT20-05"": -0.002857000000005866}",0.029807,0,MOT20-03,extra_norm_capped,extra,normalized,capped,all
11,3,6,5,0,0.545454545455,0.208814,0.028322,0.180492,-0.002773,"{""MOT20-01"": 0.1679379999999923, ""MOT20-02"": 0.0153270000000135, ""MOT20-05"": -0.002773000000004783}",0.030563,0,MOT20-03,extra_norm_capped,extra,normalized,capped,changed_ge_2
11,3,6,5,0,0.545454545455,0.208814,0.028322,0.180492,-0.002773,"{""MOT20-01"": 0.1679379999999923, ""MOT20-02"": 0.0153270000000135, ""MOT20-05"": -0.002773000000004783}",0.030563,0,MOT20-03,extra_norm_capped,extra,normalized,capped,changed_ge_4
11,3,6,5,0,0.545454545455,0.208814,0.028322,0.180492,-0.002773,"{""MOT20-01"": 0.1679379999999923, ""MOT20-02"": 0.0153270000000135, ""MOT20-05"": -0.002773000000004783}",0.030563,0,MOT20-03,extra_norm_capped,extra,normalized,capped,changed_ge_8
8,3,3,5,0,0.375,0.087743,0.028322,0.059421,-0.002773,"{""MOT20-01"": 0.0468669999999917, ""MOT20-02"": 0.0153270000000135, ""MOT20-05"": -0.002773000000004783}",-0.090508,0,MOT20-03,extra_norm_capped,extra,normalized,capped,changed_ge_12
9,3,5,4,0,0.555555555556,0.161947,0.024961,0.136986,0.000153,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": 0.0157620000000094, ""MOT20-05"": 0.0001529999999973336}",0.012181,0,MOT20-03,extra_norm_capped,extra,normalized,capped,impact_receiver_le_080
8,3,5,3,0,0.625,0.161947,0.024877,0.13707,0.000237,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": 0.0157620000000094, ""MOT20-05"": 0.0002369999999984168}",0.012685,0,MOT20-03,extra_norm_capped,extra,normalized,capped,changed_ge_4_impact_receiver_le_080
7,3,4,3,0,0.571428571429,0.121392,0.024877,0.096515,-0.024793,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": -0.0247929999999882, ""MOT20-05"": 0.0002369999999984168}",-0.102249,0,MOT20-03,extra_norm_capped,extra,normalized,capped,changed_ge_4_impact_pair_le_050
7,3,5,2,0,0.714285714286,0.161947,0.003445,0.158502,-0.002689,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": 0.0401200000000017, ""MOT20-05"": -0.0026890000000036997}",0.13321,0,MOT20-03,extra_norm_capped,extra,normalized,capped,changed_ge_4_margin_ge_002
10,3,6,4,0,0.6,0.208814,0.028238,0.180576,-0.002689,"{""MOT20-01"": 0.1679379999999923, ""MOT20-02"": 0.0153270000000135, ""MOT20-05"": -0.0026890000000036997}",0.031319,0,MOT20-03,extra_norm_capped,extra,normalized,capped,changed_ge_4_score_ge_070
