selected_windows,covered_sequences,positive_windows,negative_windows,zero_windows,positive_precision,positive_sum,negative_mass,utility_sum,worst_sequence_utility,sequence_utility,robust_score,eligible,outer_held_out_seq,ranker_name,family,target_scale,weight_scheme,gate_name
12,3,5,6,1,0.416666666667,0.161947,0.552386,-0.390439,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": 0.016400000000018698, ""MOT20-05"": 0.0001529999999973336}",-4.373345,0,MOT20-03,extra_norm_tail,extra,normalized,tail,all
11,3,5,5,1,0.454545454545,0.161947,0.552302,-0.390355,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": 0.016400000000018698, ""MOT20-05"": 0.0002369999999984168}",-4.372841,0,MOT20-03,extra_norm_tail,extra,normalized,tail,changed_ge_2
10,3,5,5,0,0.5,0.161947,0.552302,-0.390355,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": 0.016400000000018698, ""MOT20-05"": 0.0002369999999984168}",-4.372841,0,MOT20-03,extra_norm_tail,extra,normalized,tail,changed_ge_4
10,3,5,5,0,0.5,0.161947,0.552302,-0.390355,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": 0.016400000000018698, ""MOT20-05"": 0.0002369999999984168}",-4.372841,0,MOT20-03,extra_norm_tail,extra,normalized,tail,changed_ge_8
7,3,2,5,0,0.285714285714,0.040876,0.552302,-0.511426,-0.528063,"{""MOT20-01"": -0.5280630000000031, ""MOT20-02"": 0.016400000000018698, ""MOT20-05"": 0.0002369999999984168}",-4.857125,0,MOT20-03,extra_norm_tail,extra,normalized,tail,changed_ge_12
10,3,5,4,1,0.5,0.161947,0.023888,0.138059,0.000153,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": 0.0168350000000146, ""MOT20-05"": 0.0001529999999973336}",0.018619,0,MOT20-03,extra_norm_tail,extra,normalized,tail,impact_receiver_le_080
8,3,5,3,0,0.625,0.161947,0.023804,0.138143,0.000237,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": 0.0168350000000146, ""MOT20-05"": 0.0002369999999984168}",0.019123,0,MOT20-03,extra_norm_tail,extra,normalized,tail,changed_ge_4_impact_receiver_le_080
7,3,4,3,0,0.571428571429,0.121392,0.023804,0.097588,-0.02372,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": -0.023719999999982998, ""MOT20-05"": 0.0002369999999984168}",-0.092592,0,MOT20-03,extra_norm_tail,extra,normalized,tail,changed_ge_4_impact_pair_le_050
7,3,5,2,0,0.714285714286,0.161947,0.009975,0.151972,0.000321,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": 0.0305800000000147, ""MOT20-05"": 0.0003209999999995}",0.102097,1,MOT20-03,extra_norm_tail,extra,normalized,tail,changed_ge_4_margin_ge_002
9,3,5,4,0,0.555555555556,0.161947,0.552218,-0.390271,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": 0.016400000000018698, ""MOT20-05"": 0.0003209999999995}",-4.372337,0,MOT20-03,extra_norm_tail,extra,normalized,tail,changed_ge_4_score_ge_070
12,3,7,4,1,0.583333333333,0.186211,0.558004,-0.371793,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": 0.022790999999998, ""MOT20-05"": 0.012407999999993417}",-4.382789,0,MOT20-03,hist_raw_capped,hist,raw,capped,all
11,3,7,3,1,0.636363636364,0.186211,0.55792,-0.371709,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": 0.022790999999998, ""MOT20-05"": 0.0124919999999945}",-4.382285,0,MOT20-03,hist_raw_capped,hist,raw,capped,changed_ge_2
10,3,7,3,0,0.7,0.186211,0.55792,-0.371709,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": 0.022790999999998, ""MOT20-05"": 0.0124919999999945}",-4.382285,0,MOT20-03,hist_raw_capped,hist,raw,capped,changed_ge_4
10,3,7,3,0,0.7,0.186211,0.55792,-0.371709,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": 0.022790999999998, ""MOT20-05"": 0.0124919999999945}",-4.382285,0,MOT20-03,hist_raw_capped,hist,raw,capped,changed_ge_8
7,3,4,3,0,0.571428571429,0.06514,0.55792,-0.49278,-0.528063,"{""MOT20-01"": -0.5280630000000031, ""MOT20-02"": 0.022790999999998, ""MOT20-05"": 0.0124919999999945}",-4.866569,0,MOT20-03,hist_raw_capped,hist,raw,capped,changed_ge_12
11,3,7,3,1,0.636363636364,0.186211,0.029941,0.15627,0.012408,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": 0.022790999999998, ""MOT20-05"": 0.012407999999993417}",0.006565,0,MOT20-03,hist_raw_capped,hist,raw,capped,impact_receiver_le_080
9,3,7,2,0,0.777777777778,0.186211,0.029857,0.156354,0.012492,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": 0.022790999999998, ""MOT20-05"": 0.0124919999999945}",0.007069,1,MOT20-03,hist_raw_capped,hist,raw,capped,changed_ge_4_impact_receiver_le_080
8,3,6,2,0,0.75,0.145656,0.029857,0.115799,-0.017764,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": -0.0177639999999996, ""MOT20-05"": 0.0124919999999945}",-0.086778,0,MOT20-03,hist_raw_capped,hist,raw,capped,changed_ge_4_impact_pair_le_050
7,3,5,2,0,0.714285714286,0.173797,0.543316,-0.369519,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": 0.0253019999999964, ""MOT20-05"": 0.012170999999995}",-4.307075,0,MOT20-03,hist_raw_capped,hist,raw,capped,changed_ge_4_margin_ge_002
10,3,7,3,0,0.7,0.186211,0.55792,-0.371709,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": 0.022790999999998, ""MOT20-05"": 0.0124919999999945}",-4.382285,0,MOT20-03,hist_raw_capped,hist,raw,capped,changed_ge_4_score_ge_070
12,3,7,4,1,0.583333333333,0.145852,0.55294,-0.407088,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": -0.0125039999999785, ""MOT20-05"": 0.012407999999993417}",-4.392764,0,MOT20-03,hist_raw_tail,hist,raw,tail,all
10,3,6,3,1,0.6,0.145656,0.552856,-0.4072,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": -0.012699999999980999, ""MOT20-05"": 0.0124919999999945}",-4.392456,0,MOT20-03,hist_raw_tail,hist,raw,tail,changed_ge_2
9,3,6,3,0,0.666666666667,0.145656,0.552856,-0.4072,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": -0.012699999999980999, ""MOT20-05"": 0.0124919999999945}",-4.392456,0,MOT20-03,hist_raw_tail,hist,raw,tail,changed_ge_4
9,3,6,3,0,0.666666666667,0.145656,0.552856,-0.4072,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": -0.012699999999980999, ""MOT20-05"": 0.0124919999999945}",-4.392456,0,MOT20-03,hist_raw_tail,hist,raw,tail,changed_ge_8
6,3,3,3,0,0.5,0.024585,0.552856,-0.528271,-0.528063,"{""MOT20-01"": -0.5280630000000031, ""MOT20-02"": -0.012699999999980999, ""MOT20-05"": 0.0124919999999945}",-4.87674,0,MOT20-03,hist_raw_tail,hist,raw,tail,changed_ge_12
11,3,7,3,1,0.636363636364,0.145852,0.024877,0.120975,-0.012504,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": -0.0125039999999785, ""MOT20-05"": 0.012407999999993417}",-0.040922,0,MOT20-03,hist_raw_tail,hist,raw,tail,impact_receiver_le_080
8,3,6,2,0,0.75,0.145656,0.024793,0.120863,-0.0127,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": -0.012699999999980999, ""MOT20-05"": 0.0124919999999945}",-0.041202,0,MOT20-03,hist_raw_tail,hist,raw,tail,changed_ge_4_impact_receiver_le_080
8,3,6,2,0,0.75,0.145656,0.024793,0.120863,-0.0127,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": -0.012699999999980999, ""MOT20-05"": 0.0124919999999945}",-0.041202,0,MOT20-03,hist_raw_tail,hist,raw,tail,changed_ge_4_impact_pair_le_050
7,3,5,2,0,0.714285714286,0.145335,0.543316,-0.397981,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": -0.003159999999993999, ""MOT20-05"": 0.012170999999995}",-4.335537,0,MOT20-03,hist_raw_tail,hist,raw,tail,changed_ge_4_margin_ge_002
9,3,6,3,0,0.666666666667,0.145656,0.552856,-0.4072,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": -0.012699999999980999, ""MOT20-05"": 0.0124919999999945}",-4.392456,0,MOT20-03,hist_raw_tail,hist,raw,tail,changed_ge_4_score_ge_070
12,3,6,6,0,0.5,0.10623,0.675751,-0.569521,-0.602106,"{""MOT20-01"": -0.6021060000000064, ""MOT20-02"": 0.022790999999998, ""MOT20-05"": 0.009793999999985117}",-5.754594,0,MOT20-03,hist_norm_capped,hist,normalized,capped,all
11,3,6,5,0,0.545454545455,0.10623,0.675667,-0.569437,-0.602106,"{""MOT20-01"": -0.6021060000000064, ""MOT20-02"": 0.022790999999998, ""MOT20-05"": 0.0098779999999862}",-5.75409,0,MOT20-03,hist_norm_capped,hist,normalized,capped,changed_ge_2
11,3,6,5,0,0.545454545455,0.10623,0.675667,-0.569437,-0.602106,"{""MOT20-01"": -0.6021060000000064, ""MOT20-02"": 0.022790999999998, ""MOT20-05"": 0.0098779999999862}",-5.75409,0,MOT20-03,hist_norm_capped,hist,normalized,capped,changed_ge_4
11,3,6,5,0,0.545454545455,0.10623,0.675667,-0.569437,-0.602106,"{""MOT20-01"": -0.6021060000000064, ""MOT20-02"": 0.022790999999998, ""MOT20-05"": 0.0098779999999862}",-5.75409,0,MOT20-03,hist_norm_capped,hist,normalized,capped,changed_ge_8
9,3,4,5,0,0.444444444444,0.06514,0.675667,-0.610527,-0.643196,"{""MOT20-01"": -0.6431960000000032, ""MOT20-02"": 0.022790999999998, ""MOT20-05"": 0.0098779999999862}",-5.91845,0,MOT20-03,hist_norm_capped,hist,normalized,capped,changed_ge_12
10,3,6,4,0,0.6,0.10623,0.032555,0.073675,0.009794,"{""MOT20-01"": 0.0410899999999969, ""MOT20-02"": 0.022790999999998, ""MOT20-05"": 0.009793999999985117}",-0.0891,0,MOT20-03,hist_norm_capped,hist,normalized,capped,impact_receiver_le_080
9,3,6,3,0,0.666666666667,0.10623,0.032471,0.073759,0.009878,"{""MOT20-01"": 0.0410899999999969, ""MOT20-02"": 0.022790999999998, ""MOT20-05"": 0.0098779999999862}",-0.088596,0,MOT20-03,hist_norm_capped,hist,normalized,capped,changed_ge_4_impact_receiver_le_080
8,3,5,3,0,0.625,0.065675,0.032471,0.033204,-0.017764,"{""MOT20-01"": 0.0410899999999969, ""MOT20-02"": -0.0177639999999996, ""MOT20-05"": 0.0098779999999862}",-0.182443,0,MOT20-03,hist_norm_capped,hist,normalized,capped,changed_ge_4_impact_pair_le_050
9,3,5,4,0,0.555555555556,0.105909,0.661063,-0.555154,-0.602106,"{""MOT20-01"": -0.6021060000000064, ""MOT20-02"": 0.0373950000000036, ""MOT20-05"": 0.009556999999986701}",-5.666787,0,MOT20-03,hist_norm_capped,hist,normalized,capped,changed_ge_4_margin_ge_002
11,3,6,5,0,0.545454545455,0.10623,0.675667,-0.569437,-0.602106,"{""MOT20-01"": -0.6021060000000064, ""MOT20-02"": 0.022790999999998, ""MOT20-05"": 0.0098779999999862}",-5.75409,0,MOT20-03,hist_norm_capped,hist,normalized,capped,changed_ge_4_score_ge_070
12,3,7,4,1,0.583333333333,0.186211,0.55294,-0.366729,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": 0.027855000000016603, ""MOT20-05"": 0.012407999999993417}",-4.352405,0,MOT20-03,hist_norm_tail,hist,normalized,tail,all
11,3,7,3,1,0.636363636364,0.186211,0.552856,-0.366645,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": 0.027855000000016603, ""MOT20-05"": 0.0124919999999945}",-4.351901,0,MOT20-03,hist_norm_tail,hist,normalized,tail,changed_ge_2
10,3,7,3,0,0.7,0.186211,0.552856,-0.366645,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": 0.027855000000016603, ""MOT20-05"": 0.0124919999999945}",-4.351901,0,MOT20-03,hist_norm_tail,hist,normalized,tail,changed_ge_4
10,3,7,3,0,0.7,0.186211,0.552856,-0.366645,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": 0.027855000000016603, ""MOT20-05"": 0.0124919999999945}",-4.351901,0,MOT20-03,hist_norm_tail,hist,normalized,tail,changed_ge_8
7,3,4,3,0,0.571428571429,0.06514,0.552856,-0.487716,-0.528063,"{""MOT20-01"": -0.5280630000000031, ""MOT20-02"": 0.027855000000016603, ""MOT20-05"": 0.0124919999999945}",-4.836185,0,MOT20-03,hist_norm_tail,hist,normalized,tail,changed_ge_12
11,3,7,3,1,0.636363636364,0.186211,0.024877,0.161334,0.012408,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": 0.027855000000016603, ""MOT20-05"": 0.012407999999993417}",0.036949,0,MOT20-03,hist_norm_tail,hist,normalized,tail,impact_receiver_le_080
9,3,7,2,0,0.777777777778,0.186211,0.024793,0.161418,0.012492,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": 0.027855000000016603, ""MOT20-05"": 0.0124919999999945}",0.037453,1,MOT20-03,hist_norm_tail,hist,normalized,tail,changed_ge_4_impact_receiver_le_080
8,3,6,2,0,0.75,0.145656,0.024793,0.120863,-0.0127,"{""MOT20-01"": 0.1210710000000006, ""MOT20-02"": -0.012699999999980999, ""MOT20-05"": 0.0124919999999945}",-0.041202,0,MOT20-03,hist_norm_tail,hist,normalized,tail,changed_ge_4_impact_pair_le_050
6,3,4,2,0,0.666666666667,0.104978,0.543316,-0.438338,-0.447349,"{""MOT20-01"": -0.44734900000000266, ""MOT20-02"": -0.003159999999993999, ""MOT20-05"": 0.012170999999995}",-4.496965,0,MOT20-03,hist_norm_tail,hist,normalized,tail,changed_ge_4_margin_ge_002
10,3,7,3,0,0.7,0.186211,0.552856,-0.366645,-0.406992,"{""MOT20-01"": -0.40699200000000246, ""MOT20-02"": 0.027855000000016603, ""MOT20-05"": 0.0124919999999945}",-4.351901,0,MOT20-03,hist_norm_tail,hist,normalized,tail,changed_ge_4_score_ge_070
12,3,6,6,0,0.5,0.082038,0.025264,0.056774,-0.012234,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0122339999999638, ""MOT20-03"": -0.00012600000002287583}",-0.106248,0,MOT20-05,extra_raw_capped,extra,raw,capped,all
10,3,5,5,0,0.5,0.081842,0.02526,0.056582,-0.01243,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0124299999999663, ""MOT20-03"": -0.000122000000018764}",-0.107008,0,MOT20-05,extra_raw_capped,extra,raw,capped,changed_ge_2
8,3,5,3,0,0.625,0.081842,0.023893,0.057949,-0.01158,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.000394999999983236}",-0.096256,0,MOT20-05,extra_raw_capped,extra,raw,capped,changed_ge_4
6,3,4,2,0,0.666666666667,0.081502,0.021853,0.059649,-0.00954,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": 5.499999998903604e-05}",-0.078236,0,MOT20-05,extra_raw_capped,extra,raw,capped,changed_ge_8
2,2,1,1,0,0.5,5.5e-05,0.00954,-0.009485,-0.00954,"{""MOT20-01"": 0.0, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": 5.499999998903604e-05}",-0.085805,0,MOT20-05,extra_raw_capped,extra,raw,capped,changed_ge_12
12,3,6,6,0,0.5,0.082038,0.025264,0.056774,-0.012234,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0122339999999638, ""MOT20-03"": -0.00012600000002287583}",-0.106248,0,MOT20-05,extra_raw_capped,extra,raw,capped,impact_receiver_le_080
8,3,5,3,0,0.625,0.081842,0.023893,0.057949,-0.01158,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.000394999999983236}",-0.096256,0,MOT20-05,extra_raw_capped,extra,raw,capped,changed_ge_4_impact_receiver_le_080
7,3,4,3,0,0.571428571429,0.081787,0.023893,0.057894,-0.01158,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.0003399999999942}",-0.096311,0,MOT20-05,extra_raw_capped,extra,raw,capped,changed_ge_4_impact_pair_le_050
7,3,5,2,0,0.714285714286,0.081842,0.021853,0.059989,-0.00954,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": 0.000394999999983236}",-0.077896,0,MOT20-05,extra_raw_capped,extra,raw,capped,changed_ge_4_margin_ge_002
8,3,5,3,0,0.625,0.081842,0.023893,0.057949,-0.01158,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.000394999999983236}",-0.096256,0,MOT20-05,extra_raw_capped,extra,raw,capped,changed_ge_4_score_ge_070
12,3,6,6,0,0.5,0.082038,0.02536,0.056678,-0.012234,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0122339999999638, ""MOT20-03"": -0.000222000000022064}",-0.106824,0,MOT20-05,extra_raw_tail,extra,raw,tail,all
11,3,5,6,0,0.454545454545,0.081842,0.02536,0.056482,-0.01243,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0124299999999663, ""MOT20-03"": -0.000222000000022064}",-0.107608,0,MOT20-05,extra_raw_tail,extra,raw,tail,changed_ge_2
8,3,5,3,0,0.625,0.081842,0.023893,0.057949,-0.01158,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.000394999999983236}",-0.096256,0,MOT20-05,extra_raw_tail,extra,raw,tail,changed_ge_4
6,3,4,2,0,0.666666666667,0.081502,0.021853,0.059649,-0.00954,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": 5.499999998903604e-05}",-0.078236,0,MOT20-05,extra_raw_tail,extra,raw,tail,changed_ge_8
2,2,1,1,0,0.5,5.5e-05,0.00954,-0.009485,-0.00954,"{""MOT20-01"": 0.0, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": 5.499999998903604e-05}",-0.085805,0,MOT20-05,extra_raw_tail,extra,raw,tail,changed_ge_12
12,3,6,6,0,0.5,0.082038,0.02536,0.056678,-0.012234,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0122339999999638, ""MOT20-03"": -0.000222000000022064}",-0.106824,0,MOT20-05,extra_raw_tail,extra,raw,tail,impact_receiver_le_080
8,3,5,3,0,0.625,0.081842,0.023893,0.057949,-0.01158,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.000394999999983236}",-0.096256,0,MOT20-05,extra_raw_tail,extra,raw,tail,changed_ge_4_impact_receiver_le_080
7,3,4,3,0,0.571428571429,0.081787,0.023893,0.057894,-0.01158,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.0003399999999942}",-0.096311,0,MOT20-05,extra_raw_tail,extra,raw,tail,changed_ge_4_impact_pair_le_050
7,3,5,2,0,0.714285714286,0.081842,0.021853,0.059989,-0.00954,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": 0.000394999999983236}",-0.077896,0,MOT20-05,extra_raw_tail,extra,raw,tail,changed_ge_4_margin_ge_002
8,3,5,3,0,0.625,0.081842,0.023893,0.057949,-0.01158,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.000394999999983236}",-0.096256,0,MOT20-05,extra_raw_tail,extra,raw,tail,changed_ge_4_score_ge_070
12,3,6,6,0,0.5,0.121662,0.025264,0.096398,-0.012234,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": -0.0122339999999638, ""MOT20-03"": -0.00012600000002287583}",-0.066624,0,MOT20-05,extra_norm_capped,extra,normalized,capped,all
10,3,5,5,0,0.5,0.121466,0.02526,0.096206,-0.01243,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": -0.0124299999999663, ""MOT20-03"": -0.000122000000018764}",-0.067384,0,MOT20-05,extra_norm_capped,extra,normalized,capped,changed_ge_2
8,3,5,3,0,0.625,0.121466,0.023893,0.097573,-0.01158,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.000394999999983236}",-0.056632,0,MOT20-05,extra_norm_capped,extra,normalized,capped,changed_ge_4
6,3,4,2,0,0.666666666667,0.121126,0.021853,0.099273,-0.00954,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": 5.499999998903604e-05}",-0.038612,0,MOT20-05,extra_norm_capped,extra,normalized,capped,changed_ge_8
2,2,1,1,0,0.5,5.5e-05,0.00954,-0.009485,-0.00954,"{""MOT20-01"": 0.0, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": 5.499999998903604e-05}",-0.085805,0,MOT20-05,extra_norm_capped,extra,normalized,capped,changed_ge_12
12,3,6,6,0,0.5,0.121662,0.025264,0.096398,-0.012234,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": -0.0122339999999638, ""MOT20-03"": -0.00012600000002287583}",-0.066624,0,MOT20-05,extra_norm_capped,extra,normalized,capped,impact_receiver_le_080
8,3,5,3,0,0.625,0.121466,0.023893,0.097573,-0.01158,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.000394999999983236}",-0.056632,0,MOT20-05,extra_norm_capped,extra,normalized,capped,changed_ge_4_impact_receiver_le_080
7,3,4,3,0,0.571428571429,0.121411,0.023893,0.097518,-0.01158,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.0003399999999942}",-0.056687,0,MOT20-05,extra_norm_capped,extra,normalized,capped,changed_ge_4_impact_pair_le_050
6,3,4,2,0,0.666666666667,0.081109,0.021853,0.059256,-0.00954,"{""MOT20-01"": 0.0684010000000086, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": 0.000394999999983236}",-0.078629,0,MOT20-05,extra_norm_capped,extra,normalized,capped,changed_ge_4_margin_ge_002
8,3,5,3,0,0.625,0.121466,0.023893,0.097573,-0.01158,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.000394999999983236}",-0.056632,0,MOT20-05,extra_norm_capped,extra,normalized,capped,changed_ge_4_score_ge_070
12,3,6,6,0,0.5,0.121662,0.02536,0.096302,-0.012234,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": -0.0122339999999638, ""MOT20-03"": -0.000222000000022064}",-0.0672,0,MOT20-05,extra_norm_tail,extra,normalized,tail,all
11,3,5,6,0,0.454545454545,0.121466,0.02536,0.096106,-0.01243,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": -0.0124299999999663, ""MOT20-03"": -0.000222000000022064}",-0.067984,0,MOT20-05,extra_norm_tail,extra,normalized,tail,changed_ge_2
8,3,5,3,0,0.625,0.121466,0.023893,0.097573,-0.01158,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.000394999999983236}",-0.056632,0,MOT20-05,extra_norm_tail,extra,normalized,tail,changed_ge_4
6,3,4,2,0,0.666666666667,0.121126,0.021853,0.099273,-0.00954,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": 5.499999998903604e-05}",-0.038612,0,MOT20-05,extra_norm_tail,extra,normalized,tail,changed_ge_8
2,2,1,1,0,0.5,5.5e-05,0.00954,-0.009485,-0.00954,"{""MOT20-01"": 0.0, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": 5.499999998903604e-05}",-0.085805,0,MOT20-05,extra_norm_tail,extra,normalized,tail,changed_ge_12
12,3,6,6,0,0.5,0.121662,0.02536,0.096302,-0.012234,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": -0.0122339999999638, ""MOT20-03"": -0.000222000000022064}",-0.0672,0,MOT20-05,extra_norm_tail,extra,normalized,tail,impact_receiver_le_080
8,3,5,3,0,0.625,0.121466,0.023893,0.097573,-0.01158,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.000394999999983236}",-0.056632,0,MOT20-05,extra_norm_tail,extra,normalized,tail,changed_ge_4_impact_receiver_le_080
7,3,4,3,0,0.571428571429,0.121411,0.023893,0.097518,-0.01158,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.0003399999999942}",-0.056687,0,MOT20-05,extra_norm_tail,extra,normalized,tail,changed_ge_4_impact_pair_le_050
6,3,4,2,0,0.666666666667,0.081109,0.021853,0.059256,-0.00954,"{""MOT20-01"": 0.0684010000000086, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": 0.000394999999983236}",-0.078629,0,MOT20-05,extra_norm_tail,extra,normalized,tail,changed_ge_4_margin_ge_002
8,3,5,3,0,0.625,0.121466,0.023893,0.097573,-0.01158,"{""MOT20-01"": 0.10875800000000879, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.000394999999983236}",-0.056632,0,MOT20-05,extra_norm_tail,extra,normalized,tail,changed_ge_4_score_ge_070
12,3,5,7,0,0.416666666667,0.084752,0.043314,0.041438,-0.02679,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0267899999999627, ""MOT20-03"": -0.000906000000028764}",-0.255502,0,MOT20-05,hist_raw_capped,hist,raw,capped,all
12,3,5,7,0,0.416666666667,0.084752,0.043314,0.041438,-0.02679,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0267899999999627, ""MOT20-03"": -0.000906000000028764}",-0.255502,0,MOT20-05,hist_raw_capped,hist,raw,capped,changed_ge_2
9,3,5,4,0,0.555555555556,0.084752,0.041847,0.042905,-0.02594,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0259399999999772, ""MOT20-03"": -0.00028900000002346396}",-0.24415,0,MOT20-05,hist_raw_capped,hist,raw,capped,changed_ge_4
8,3,4,4,0,0.5,0.081502,0.041847,0.039655,-0.02919,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0291899999999856, ""MOT20-03"": -0.00028900000002346396}",-0.25715,0,MOT20-05,hist_raw_capped,hist,raw,capped,changed_ge_8
4,2,1,3,0,0.25,5.5e-05,0.029534,-0.029479,-0.02919,"{""MOT20-01"": 0.0, ""MOT20-02"": -0.0291899999999856, ""MOT20-03"": -0.00028900000002346396}",-0.264719,0,MOT20-05,hist_raw_capped,hist,raw,capped,changed_ge_12
12,3,5,7,0,0.416666666667,0.084752,0.043314,0.041438,-0.02679,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0267899999999627, ""MOT20-03"": -0.000906000000028764}",-0.255502,0,MOT20-05,hist_raw_capped,hist,raw,capped,impact_receiver_le_080
