exp_name,data_jsonl,source_manifest,dataset_tag,feature_version,checkpoint,train_examples,val_examples,train_sequences,val_sequences,train_host_variants,val_host_variants,epochs,batch_size,hidden_dim,dropout,strict_sequence_split,min_val_examples,split_mode,best_epoch,train_loss,val_loss,train_row_acc,val_row_acc,val_commit_precision,val_commit_recall,status,error
local_conflict_commit_stage1,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_commit_large_base_20260324_222409/cluster_commit_data/cluster_examples.jsonl,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_commit_large_base_20260324_222409/source_manifest.csv,local_conflict_commit_large_base,v1_raw,/gemini/code/FMtrack-main/FM-Track/outputs/local_conflict_commit_large_base_20260324_222409/01_stage1/best.pt,817,286,"MOT17-05-FRCNN,MOT17-09-FRCNN,MOT17-10-FRCNN,MOT17-11-FRCNN","MOT17-02-FRCNN,MOT17-13-FRCNN",base_reid_da,base_reid_da,10,8,128,0.1,1,64,manifest_split_tag,5,0.49323245484088835,1.5499778087020617,0.7891069136255272,0.4539835164835165,0.47363552266419984,0.8366013071895425,ok,
