exp_name,dataset_tag,feature_version,teacher_mode,edit_utility_commit_cost,edit_utility_min_gain,edit_utility_force_defer_gain,runtime_host_match_thresh,soft_rescue_weight,rescue_force_defer_gain,rescue_min_gain,bridge_crowded_row_degree_thresh,bridge_crowded_bonus,bridge_large_component_bonus,bridge_commit_cost,bridge_min_gain,large_component_max_subclusters,source_manifest,sources,source_frames,frames,unused_frames,raw_components,eligible_clusters,oversized_components,recovered_large_components,mined_large_subclusters,mined_component_clusters,frames_with_eligible_clusters,trigger_pass_clusters,trigger_fail_clusters,committed_matches,cluster_should_intervene_clusters,cluster_utility_gain,cluster_edit_gain,cluster_edit_cost,cluster_edit_utility_gain,cluster_should_intervene_soft_clusters,cluster_soft_utility_gain,cluster_should_intervene_sparse_clusters,cluster_sparse_utility_gain,cluster_should_intervene_bridge_clusters,cluster_bridge_utility_gain,bridge_committed_matches,bridge_rows,bridge_candidates,large_component_clusters,host_equals_oracle_clusters,host_runtime_equals_oracle_clusters,host_committed_matches,host_runtime_committed_matches,oracle_committed_matches,delta_committed_matches,edit_committed_matches,rescue_committed_matches,hard_delta_committed_matches,soft_rescue_committed_matches,sparse_edit_committed_matches,edit_rows,rescue_rows,sparse_edit_rows,add_commit_rows,reassign_rows,force_defer_rows,hard_delta_rows,soft_rescue_rows,rescue_force_defer_rows,sparse_add_rows,sparse_reassign_free_rows,sparse_blocked_reassign_rows,detections,tracks,edges,skipped_large_clusters,train_sequences,val_sequences,host_variants,source_tags,det_feature_dim,track_feature_dim,edge_feature_dim,cluster_feature_dim,status
build_local_conflict_set_predictor_dataset,graphassoc_commit_set_predictor,graphassoc_commit_v1,bridge_commit_contract_utility,0.2,0.75,0.5,0.9,0.75,0.5,0.5,4,0.25,0.5,0.2,0.75,0,/gemini/code/FMtrack-main/FM-Track/outputs/20260509_100047_graphassoc_bridge_mot20_next5h/set_predictor_inputs/source_manifest.csv,1,315,315,0,325,325,0,0,0,0,315,227,98,227,227,183.60000000000048,46.0,1.2,44.800000000000004,227,275.0,227,275.0,227,183.60000000000048,227,227,275,0,245,96,449,101,373,6,6,275,275,0,275,86,275,275,4,2,80,275,0,3,275,0,0,753,1042,1785,0,"MOT20-01,MOT20-02,MOT20-03",MOT20-05,graphassoc_seq1235_mot20_fullscale,graphassoc_commit_set_predictor_mot20,9,8,18,11,ok
